Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
GOAL 10: Reduced Inequality (5 year moving average),0,0.0,11.351,float64,740,24,21,0.0,1.0,0.413,0.429,0.209,0.123,-0.288
GOAL 11: Sustainable Cities and Communities (5 year moving average),0,0.0,29.73,float64,740,22,22,0.0,1.0,0.396,0.5,0.327,-1.143,0.192
GOAL 12: Responsible Consumption and Production (5 year moving average),0,0.0,8.378,float64,740,11,11,0.0,1.0,0.495,0.5,0.25,0.202,0.212
GOAL 15: Life on Land (5 year moving average),0,0.0,0.0,float64,740,26,25,0.4,1.0,0.829,0.889,0.165,-0.713,-0.652
GOAL 16: Peace and Justice Strong Institutions (5 year moving average),0,0.0,12.838,float64,740,33,27,0.0,1.0,0.393,0.375,0.23,-0.476,-0.011
GOAL 17: Partnerships to achieve the Goal (5 year moving average),0,0.0,0.946,float64,740,70,65,0.0,0.938,0.543,0.571,0.24,-0.981,-0.219
GOAL 1: No Poverty (5 year moving average),0,0.0,15.811,float64,740,22,21,0.0,1.0,0.514,0.571,0.349,-1.357,-0.105
GOAL 2: Zero Hunger (5 year moving average),0,0.0,6.892,float64,740,33,33,0.0,1.0,0.475,0.5,0.282,-1.15,0.02
GOAL 3: Good Health and Well-being (5 year moving average),0,0.0,0.0,float64,740,77,72,0.04,0.96,0.585,0.667,0.265,-0.515,-0.87
GOAL 4: Quality Education (5 year moving average),0,0.0,19.459,float64,740,31,30,0.0,1.0,0.338,0.333,0.262,-0.197,0.52
GOAL 5: Gender Equality (5 year moving average),0,0.0,16.351,float64,740,20,18,0.0,0.875,0.284,0.286,0.203,-0.127,0.537
GOAL 6: Clean Water and Sanitation (5 year moving average),0,0.0,1.757,float64,740,23,21,0.0,1.0,0.625,0.6,0.254,-0.751,-0.205
GOAL 7: Affordable and Clean Energy (5 year moving average),0,0.0,0.0,float64,740,14,13,0.2,1.0,0.775,0.8,0.165,2.41,-1.47
GOAL 8: Decent Work and Economic Growth (5 year moving average),0,0.0,7.568,float64,740,50,45,0.0,1.0,0.347,0.273,0.24,-0.221,0.707
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",0,0.0,7.703,float64,740,36,33,0.0,1.0,0.37,0.333,0.253,-0.552,0.526
"Incidence of tuberculosis (per 100,000 people)",0,0.0,0.135,float64,740,308,142,0.0,1180.0,175.054,84.0,181.658,0.488,1.093
Labor force participation rate by sex and age (%),0,0.0,44.73,float64,740,3,3,0.0,1.0,0.457,0.5,0.448,-1.733,0.17
Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),0,0.0,0.0,float64,740,635,25,-80.491,743.182,54.771,26.445,121.006,15.773,3.755
Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),0,0.0,0.0,float64,740,633,25,0.001,1814.207,72.675,2.053,259.006,29.423,5.445
Methane (CH4) emissions from Agriculture (Mt CO2e),0,0.0,8.108,float64,740,528,48,0.0,655.871,34.219,0.298,105.969,27.043,5.182
Methane (CH4) emissions from Waste (Mt CO2e),0,0.0,0.0,float64,740,598,36,0.001,381.817,11.901,0.33,46.491,36.559,5.983
Net migration,0,0.0,1.622,float64,740,686,38,-1042019.0,571113.0,867.232,-1159.0,119691.164,19.616,-2.361
Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),0,0.0,0.0,float64,740,602,39,0.0,427.021,17.78,0.289,66.62,29.405,5.485
Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),0,0.0,8.108,float64,740,513,55,0.0,292.461,12.051,0.095,44.141,28.67,5.375
Nitrous oxide (N2O) emissions from Waste (Mt CO2e),0,0.0,4.595,float64,740,442,65,0.0,27.362,0.953,0.012,3.8,32.101,5.718
Pillar 1  - Data Use - Score,0,0.0,8.243,float64,740,19,17,0.0,100.0,45.152,40.0,29.748,-0.844,0.406
Population ages 0-14 (% of total population),0,0.0,0.0,float64,740,740,0,10.699,42.263,27.575,27.893,8.629,-1.091,-0.212
"Population ages 0-14, female",0,0.0,0.0,float64,740,736,4,1507.0,127993449.0,5913268.332,227102.5,19524424.372,25.626,5.046
"Population ages 0-14, female (% of female population)",0,0.0,0.0,float64,740,740,0,9.571,42.058,26.971,27.391,8.6,-1.035,-0.224
"Population ages 0-14, male",0,0.0,0.0,float64,740,737,3,1687.0,146598575.0,6579201.532,241207.0,22496781.005,26.634,5.163
"Population ages 0-14, male (% of male population)",0,0.0,0.0,float64,740,740,0,11.283,42.477,28.198,28.293,8.672,-1.141,-0.197
"Population ages 0-14, total",0,0.0,0.0,float64,740,737,3,3196.0,274592024.0,12492469.866,469131.5,42016721.641,26.171,5.109
"Population ages 00-04, female (% of female population)",0,0.0,0.0,float64,740,740,0,2.549,16.52,9.192,9.174,3.388,-1.003,0.004
"Population ages 00-04, male (% of male population)",0,0.0,0.0,float64,740,740,0,2.7,16.895,9.634,9.445,3.445,-1.097,-0.002
"Population ages 05-09, female (% of female population)",0,0.0,0.0,float64,740,740,0,3.145,14.317,9.005,8.961,2.913,-1.009,-0.215
"Population ages 05-09, male (% of male population)",0,0.0,0.0,float64,740,740,0,3.677,14.632,9.411,9.324,2.94,-1.086,-0.182
"Population ages 10-14, female (% of female population)",0,0.0,0.0,float64,740,740,0,3.262,13.498,8.775,9.127,2.458,-0.802,-0.385
"Population ages 10-14, male (% of male population)",0,0.0,0.0,float64,740,740,0,3.947,14.167,9.153,9.282,2.468,-0.873,-0.301
"Population ages 15-19, female (% of female population)",0,0.0,0.0,float64,740,740,0,3.288,12.152,8.544,8.794,1.923,-0.436,-0.481
"Population ages 15-19, male (% of male population)",0,0.0,0.0,float64,740,740,0,3.973,12.773,8.865,9.032,1.873,-0.482,-0.379
Population ages 15-64 (% of total population),0,0.0,0.0,float64,740,740,0,54.008,80.555,65.265,65.411,5.792,-0.603,0.182
"Population ages 15-64, female",0,0.0,0.0,float64,740,735,4,2908.0,482416155.0,20694723.096,316013.5,77410350.989,29.218,5.467
"Population ages 15-64, female (% of female population)",0,0.0,0.0,float64,740,740,0,54.233,80.992,65.144,65.144,5.557,-0.365,0.258
"Population ages 15-64, male",0,0.0,0.0,float64,740,734,6,2831.0,506401569.0,21393313.765,325733.5,81214168.099,29.445,5.494
"Population ages 15-64, male (% of male population)",0,0.0,0.0,float64,740,740,0,53.793,80.195,65.363,65.627,6.105,-0.675,0.146
"Population ages 15-64, total",0,0.0,0.0,float64,740,739,1,5774.0,988372117.0,42088036.869,641747.5,158621648.737,29.334,5.481
"Population ages 20-24, female (% of female population)",0,0.0,0.0,float64,740,740,0,3.611,11.129,8.197,8.387,1.475,-0.419,-0.466
"Population ages 20-24, male (% of male population)",0,0.0,0.0,float64,740,740,0,4.385,11.473,8.424,8.485,1.422,-0.219,-0.425
"Population ages 25-29, female (% of female population)",0,0.0,0.0,float64,740,740,0,4.57,13.046,7.838,7.881,1.147,0.439,-0.045
"Population ages 25-29, male (% of male population)",0,0.0,0.0,float64,740,740,0,4.667,11.286,7.926,7.908,1.209,0.19,0.057
"Population ages 30-34, female (% of female population)",0,0.0,0.0,float64,740,740,0,4.735,15.394,7.458,7.457,1.114,6.145,1.152
"Population ages 30-34, male (% of male population)",0,0.0,0.0,float64,740,740,0,4.538,10.515,7.459,7.381,1.125,-0.273,0.299
"Population ages 35-39, female (% of female population)",0,0.0,0.0,float64,740,740,0,4.732,12.939,7.028,6.951,1.194,2.039,0.796
"Population ages 35-39, male (% of male population)",0,0.0,0.0,float64,740,740,0,4.542,11.876,7.002,6.894,1.192,0.339,0.577
"Population ages 40-44, female (% of female population)",0,0.0,0.0,float64,740,740,0,3.924,10.672,6.576,6.569,1.349,-0.242,0.372
"Population ages 40-44, male (% of male population)",0,0.0,0.0,float64,740,740,0,3.957,10.981,6.562,6.513,1.365,-0.055,0.517
"Population ages 45-49, female (% of female population)",0,0.0,0.0,float64,740,740,0,3.228,9.732,6.084,6.006,1.484,-0.749,0.306
"Population ages 45-49, male (% of male population)",0,0.0,0.0,float64,740,740,0,3.322,10.036,6.049,5.897,1.526,-0.6,0.451
"Population ages 50-54, female (% of female population)",0,0.0,0.0,float64,740,740,0,2.65,8.949,5.374,5.221,1.543,-0.723,0.353
"Population ages 50-54, male (% of male population)",0,0.0,0.0,float64,740,740,0,2.676,9.291,5.304,5.088,1.608,-0.682,0.458
"Population ages 55-59, female (% of female population)",0,0.0,0.0,float64,740,740,0,2.019,8.489,4.493,4.218,1.552,-0.58,0.517
"Population ages 55-59, male (% of male population)",0,0.0,0.0,float64,740,740,0,1.725,9.014,4.382,4.028,1.627,-0.363,0.669
"Population ages 60-64, female (% of female population)",0,0.0,0.0,float64,740,740,0,0.708,8.232,3.552,3.222,1.486,-0.038,0.76
"Population ages 60-64, male (% of male population)",0,0.0,0.0,float64,740,740,0,0.987,8.723,3.39,2.965,1.548,0.577,1.03
Population ages 65 and above (% of total population),0,0.0,0.0,float64,740,740,0,1.271,29.562,7.16,5.711,4.789,4.953,1.987
"Population ages 65 and above, female",0,0.0,0.0,float64,740,725,12,51.0,110720269.0,3374847.699,37540.0,12842865.745,35.422,5.784
"Population ages 65 and above, female (% of female population)",0,0.0,0.0,float64,740,740,0,1.043,32.357,7.885,6.528,5.217,5.029,1.936
"Population ages 65 and above, male",0,0.0,0.0,float64,740,728,11,68.0,91238067.0,2723452.207,33377.0,10761060.611,35.406,5.823
"Population ages 65 and above, male (% of male population)",0,0.0,0.0,float64,740,740,0,1.256,26.63,6.439,4.923,4.42,4.662,2.009
"Population ages 65 and above, total",0,0.0,0.0,float64,740,730,7,129.0,201958336.0,6098299.868,71092.0,23601251.18,35.421,5.802
"Population ages 65-69, female (% of female population)",0,0.0,0.0,float64,740,740,0,0.297,8.048,2.727,2.429,1.36,1.126,1.103
"Population ages 65-69, male (% of male population)",0,0.0,0.0,float64,740,740,0,0.483,7.969,2.507,2.069,1.368,1.999,1.43
"Population ages 70-74, female (% of female population)",0,0.0,0.0,float64,740,740,0,0.097,7.86,2.021,1.735,1.211,3.716,1.634
"Population ages 70-74, male (% of male population)",0,0.0,0.0,float64,740,740,0,0.302,7.446,1.757,1.407,1.155,4.541,1.932
"Population ages 75-79, female (% of female population)",0,0.0,0.0,float64,740,740,0,0.07,6.661,1.432,1.172,1.02,5.342,1.978
"Population ages 75-79, male (% of male population)",0,0.0,0.0,float64,740,740,0,0.155,5.868,1.129,0.826,0.885,5.937,2.213
"Population ages 80 and above, female (% of female population)",0,0.0,0.0,float64,740,740,0,0.094,12.639,1.704,1.064,1.799,10.541,2.855
"Population ages 80 and above, male (% of male population)",0,0.0,0.0,float64,740,740,0,0.107,7.888,1.046,0.63,1.124,9.233,2.767
Population growth (annual %),0,0.0,0.0,float64,740,740,0,-4.17,5.322,0.858,0.849,1.248,1.555,-0.329
"Population, female",0,0.0,0.0,float64,740,739,1,4795.0,691718700.0,29982839.095,574155.0,109122826.184,28.8,5.412
"Population, female (% of total population)",0,0.0,0.0,float64,740,740,0,45.953,54.921,49.732,49.719,1.5,1.188,0.41
"Population, male",0,0.0,0.0,float64,740,738,2,4874.0,721006989.0,30695967.472,596144.0,113963190.759,29.107,5.45
"Population, male (% of total population)",0,0.0,0.0,float64,740,740,0,45.079,54.047,50.268,50.281,1.5,1.188,-0.41
"Population, total",0,0.0,0.0,float64,740,739,1,9816.0,1412360000.0,60678806.566,1170299.0,223081516.439,28.959,5.431
Quality of Debt service data according to World Bank,0,0.0,68.649,float64,740,4,4,0.0,1.0,0.294,0.0,0.447,-1.134,0.91
Rural population,0,0.0,10.811,float64,740,661,1,0.0,762817902.0,27409693.292,406640.5,104564628.91,30.852,5.55
Rural population (% of total population),0,0.0,10.811,float64,740,652,10,0.0,87.022,40.39,38.565,27.601,-1.327,0.091
Safely Managed Drinking Water,0,0.0,55.405,float64,740,3,3,0.0,1.0,0.426,0.0,0.484,-1.87,0.301
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),0,0.0,8.243,float64,740,19,17,0.0,100.0,45.152,40.0,29.748,-0.844,0.406
Total greenhouse gas emissions excluding LULUCF (% change from 1990),0,0.0,0.405,float64,740,650,23,-63.689,1100.0,106.582,60.837,169.26,17.098,3.816
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),0,0.0,0.0,float64,740,647,22,0.001,15943.987,473.035,8.822,2027.72,35.692,5.987
Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),0,0.0,0.0,float64,740,740,0,0.048,209.479,8.332,3.058,16.693,44.513,5.671
Urban population,0,0.0,0.0,float64,740,739,1,4778.0,910895447.0,33269113.274,606800.0,121582603.045,31.681,5.578
Urban population (% of total population),0,0.0,0.0,float64,740,652,10,12.978,100.0,59.61,61.435,27.601,-1.327,-0.091
Urban population growth (annual %),0,0.0,0.135,float64,740,740,0,-4.17,5.949,1.56,1.596,1.628,-0.048,-0.168
Year,0,0.0,0.0,float64,740,20,20,2004.0,2023.0,2013.5,2013.5,5.77,-1.206,0.0
Export unit value index (2015 = 100),5,0.676,0.0,float64,735,472,157,19.9,1100.5,113.224,104.2,66.015,154.843,11.267
Import unit value index (2015 = 100),5,0.676,0.0,float64,735,393,175,63.3,239.497,107.425,104.3,19.308,9.46,2.015
Merchandise exports (current US$),10,1.351,2.703,float64,730,573,62,0.0,3544434000000.0,142226039726.027,1962000000.0,386082125702.804,32.823,5.202
Merchandise imports (current US$),17,2.297,0.0,float64,723,660,57,11000000.0,2706507000000.0,131786986168.741,3193000000.0,327571776548.171,24.865,4.51
DEC alternative conversion factor (LCU per US$),20,2.703,0.0,float64,720,519,63,0.966,23787.319,1398.387,3.315,4115.46,13.121,3.613
"Tuberculosis case detection rate (%, all forms)",20,2.703,0.0,float64,720,75,64,18.0,97.0,74.881,86.0,17.946,0.543,-1.307
GDP (current LCU),26,3.514,0.0,float64,714,710,3,29000000.0,2.08923767e+16,493242201493697.9,234477900000.0,2146368535651955.2,40.308,6.012
GDP (current US$),26,3.514,0.0,float64,714,714,0,22766972.189,17881782683707.3,567812647166.006,10272147172.085,1980092251678.288,38.427,5.781
GDP per capita (current LCU),26,3.514,0.0,float64,714,714,0,464.667,101859406.261,4519137.49,52347.204,13004767.127,18.924,4.106
GDP per capita (current US$),26,3.514,0.0,float64,714,714,0,224.509,88428.702,15301.444,4894.447,18281.753,1.823,1.511
"Adolescent fertility rate (births per 1,000 women ages 15-19)",37,5.0,0.0,float64,703,695,8,0.473,106.582,34.799,33.607,24.274,-0.363,0.494
Dimension 3.3: Environmental Statistics,37,5.0,0.0,float64,703,57,47,0.208,1.0,0.673,0.695,0.279,-1.556,-0.143
GOAL 13: Climate Action (5 year moving average),37,5.0,36.622,float64,703,5,5,0.0,1.0,0.515,0.5,0.446,-1.751,-0.075
Pillar 3 - Data Products - Score,37,5.0,0.0,float64,703,646,47,9.188,91.463,50.093,52.994,19.682,-0.769,-0.255
Sex ratio at birth (male births per female births),37,5.0,0.0,float64,703,92,59,1.031,1.178,1.074,1.07,0.026,6.618,2.512
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),37,5.0,0.0,float64,703,646,47,9.188,91.463,50.093,52.994,19.682,-0.769,-0.255
"Survival to age 65, female (% of cohort)",37,5.0,0.0,float64,703,703,0,53.46,96.124,80.289,80.902,9.924,-1.001,-0.169
"Survival to age 65, male (% of cohort)",37,5.0,0.0,float64,703,703,0,42.227,91.639,70.219,69.183,12.392,-0.954,0.067
GDP (constant LCU),39,5.27,0.0,float64,701,694,6,41000000.0,1.23013936e+16,412620661038929.2,231647000000.0,1577541937448167.8,26.548,4.983
GDP deflator (base year varies by country),39,5.27,0.0,float64,701,669,1,24.596,230.449,100.522,100.0,26.958,1.493,0.647
GDP deflator: linked series (base year varies by country),39,5.27,0.0,float64,701,669,1,24.596,230.449,100.749,100.0,26.648,1.557,0.699
GDP per capita (constant LCU),39,5.27,0.0,float64,701,701,0,897.574,58102616.71,3948270.994,52205.496,9938705.205,8.449,2.993
GDP: linked series (current LCU),39,5.27,0.0,float64,701,697,3,29000000.0,2.08923767e+16,505207459398887.9,202471000000.0,2166489922238084.2,39.371,5.939
Land area (sq. km),39,5.27,0.0,float64,701,122,51,20.0,9388212.5,662117.027,18270.0,1938831.681,12.949,3.76
Population density (people per sq. km of land area),39,5.27,0.0,float64,701,701,0,1.614,21393.443,1008.388,129.22,3356.105,21.105,4.523
Surface area (sq. km),39,5.27,0.0,float64,701,122,58,20.0,9562912.5,671926.669,18270.0,1965988.072,13.029,3.768
GDP growth (annual %),40,5.405,0.405,float64,700,698,1,-54.336,75.061,3.19,3.145,6.769,27.67,0.699
GDP per capita growth (annual %),40,5.405,0.0,float64,700,700,0,-55.229,74.675,2.286,2.266,6.593,31.267,0.928
"Inflation, GDP deflator (annual %)",40,5.405,0.0,float64,700,700,0,-21.739,60.514,4.074,2.931,6.85,18.366,2.664
"Inflation, GDP deflator: linked series (annual %)",40,5.405,0.0,float64,700,700,0,-21.739,59.084,3.947,2.962,6.348,15.229,2.087
Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),40,5.405,2.703,float64,700,504,64,0.0,67.337,1.977,0.085,7.408,37.564,5.944
"Official exchange rate (LCU per US$, period average)",41,5.541,0.0,float64,699,497,46,0.966,23787.319,1428.791,3.8,4172.161,12.621,3.551
People using at least basic sanitation services (% of population),41,5.541,0.0,float64,699,611,5,18.107,100.0,78.234,84.665,22.317,0.091,-1.005
Capture fisheries production (metric tons),42,5.676,0.27,float64,698,665,9,0.0,16647934.68,1055207.039,54840.195,2672459.232,18.275,4.13
Merchandise trade (% of GDP),42,5.676,0.0,float64,698,698,0,10.666,419.962,80.294,60.086,65.847,8.118,2.702
Carbon intensity of GDP (kg CO2e per constant 2021 US$ of GDP),44,5.946,12.297,float64,696,605,2,0.0,14.207,0.555,0.307,1.158,47.63,6.123
GDP (constant 2015 US$),44,5.946,0.0,float64,696,689,6,28477158.102,17175670911003.5,580587677608.937,12838481783.193,1958515018389.417,34.214,5.506
GDP per capita (constant 2015 US$),44,5.946,0.0,float64,696,696,0,463.33,98998.259,15004.984,4592.738,18266.359,2.12,1.583
People using at least basic drinking water services (% of population),44,5.946,0.0,float64,696,585,8,31.709,100.0,89.968,96.996,13.884,3.103,-1.819
"Primary education, duration (years)",46,6.216,0.0,float64,694,5,5,4.0,8.0,5.84,6.0,0.534,3.747,-0.358
Primary school starting age (years),46,6.216,0.0,float64,694,4,3,5.0,8.0,5.968,6.0,0.473,1.824,-0.016
Renewable energy consumption (% of total final energy consumption),54,7.297,8.378,float64,686,344,127,0.0,85.8,19.685,9.7,21.65,-0.013,1.009
Agricultural land (% of land area),57,7.703,0.0,float64,683,424,63,0.919,73.663,24.909,20.0,18.198,-0.308,0.707
Permanent cropland (% of land area),59,7.973,0.0,float64,681,369,69,0.001,60.0,9.825,4.348,13.196,4.376,2.088
Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),60,8.108,0.0,float64,680,588,24,-68.033,499.377,48.94,44.515,60.007,13.331,2.362
Political Stability and Absence of Violence/Terrorism: Estimate,60,8.108,0.0,float64,680,638,31,-2.196,1.599,0.449,0.731,0.806,-0.142,-0.867
Political Stability and Absence of Violence/Terrorism: Number of Sources,60,8.108,0.0,float64,680,10,10,1.0,10.0,5.115,5.0,2.69,-1.392,0.063
Political Stability and Absence of Violence/Terrorism: Percentile Rank,60,8.108,0.0,float64,680,471,147,3.774,99.524,63.756,69.668,27.333,-0.98,-0.534
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",60,8.108,0.135,float64,680,410,152,0.0,93.81,47.363,52.257,22.914,-0.99,-0.336
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",60,8.108,0.0,float64,680,327,105,6.604,100.0,76.238,91.366,27.094,-0.588,-0.866
Political Stability and Absence of Violence/Terrorism: Standard Error,60,8.108,0.0,float64,680,295,115,0.192,0.661,0.28,0.253,0.088,6.945,2.474
Rule of Law: Estimate,60,8.108,0.0,float64,680,657,22,-1.736,2.004,0.253,0.327,0.937,-0.953,-0.09
Rule of Law: Number of Sources,60,8.108,0.0,float64,680,17,17,1.0,17.0,7.974,9.0,4.371,-1.148,0.023
Rule of Law: Percentile Rank,60,8.108,0.0,float64,680,492,136,0.957,99.057,57.586,61.283,27.377,-0.98,-0.367
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",60,8.108,0.676,float64,680,433,153,0.0,92.891,45.714,46.556,27.111,-1.04,0.029
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",60,8.108,0.0,float64,680,391,129,5.238,100.0,67.768,74.171,27.158,-0.828,-0.575
Rule of Law: Standard Error,60,8.108,0.0,float64,680,484,121,0.133,0.831,0.245,0.182,0.126,2.866,1.736
Access to electricity (% of population),61,8.243,0.0,float64,679,254,73,12.4,100.0,86.009,98.9,22.953,1.983,-1.755
People practicing open defecation (% of population),63,8.514,27.568,float64,677,446,7,0.0,73.595,7.627,0.665,13.686,4.947,2.314
"Birth rate, crude (per 1,000 people)",67,9.054,0.0,float64,673,599,48,4.4,37.598,19.573,18.7,7.72,-1.012,0.181
Control of Corruption: Estimate,68,9.189,0.0,float64,672,638,34,-1.703,2.38,0.141,0.005,0.985,-0.472,0.484
Control of Corruption: Number of Sources,68,9.189,0.0,float64,672,16,16,1.0,16.0,7.124,6.5,4.325,-1.346,0.14
Control of Corruption: Percentile Rank,68,9.189,0.0,float64,672,481,130,0.476,100.0,54.414,56.696,27.461,-0.922,-0.138
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",68,9.189,5.946,float64,672,408,127,0.0,97.129,42.203,39.424,29.148,-0.942,0.31
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",68,9.189,0.0,float64,672,397,132,3.333,100.0,65.013,70.142,25.847,-0.724,-0.518
Control of Corruption: Standard Error,68,9.189,0.0,float64,672,487,126,0.122,0.943,0.244,0.196,0.139,7.375,2.334
"Death rate, crude (per 1,000 people)",68,9.189,0.0,float64,672,551,70,2.588,12.9,6.539,6.517,1.7,0.388,0.431
Government Effectiveness: Estimate,68,9.189,0.0,float64,672,658,14,-2.084,2.47,0.117,0.016,0.995,-0.658,0.292
Government Effectiveness: Number of Sources,68,9.189,0.0,float64,672,12,11,1.0,12.0,5.284,5.0,2.858,-1.277,0.012
Government Effectiveness: Percentile Rank,68,9.189,0.0,float64,672,503,120,0.474,100.0,53.396,55.18,28.313,-1.064,-0.061
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",68,9.189,3.919,float64,672,437,130,0.0,99.048,38.839,35.153,30.071,-1.107,0.418
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",68,9.189,0.0,float64,672,421,139,1.942,100.0,66.712,69.121,25.136,-0.449,-0.544
Government Effectiveness: Standard Error,68,9.189,0.0,float64,672,363,143,0.174,0.799,0.3,0.256,0.11,3.353,1.572
Regulatory Quality: Estimate,68,9.189,0.0,float64,672,665,7,-2.527,2.309,-0.021,-0.258,1.067,-0.299,0.282
Regulatory Quality: Number of Sources,68,9.189,0.0,float64,672,14,13,1.0,14.0,5.932,6.0,3.069,-1.117,-0.086
Regulatory Quality: Percentile Rank,68,9.189,2.027,float64,672,479,121,0.0,100.0,48.932,44.23,29.442,-1.021,0.281
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",68,9.189,3.919,float64,672,413,130,0.0,99.528,36.623,27.67,30.174,-0.867,0.663
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",68,9.189,0.0,float64,672,389,130,0.948,100.0,60.747,58.571,27.025,-0.738,-0.18
Regulatory Quality: Standard Error,68,9.189,0.0,float64,672,385,149,0.148,0.892,0.261,0.224,0.097,6.148,2.083
Tuberculosis treatment success rate (% of new cases),68,9.189,0.0,float64,672,61,49,20.0,100.0,82.635,85.0,12.381,4.637,-1.796
Fixed telephone subscriptions (per 100 people),71,9.595,1.351,float64,669,479,126,0.0,61.4,18.533,13.6,17.14,-0.581,0.798
Voice and Accountability: Estimate,71,9.595,0.0,float64,669,658,8,-2.313,1.688,0.082,0.196,0.993,-0.454,-0.667
Voice and Accountability: Number of Sources,71,9.595,0.0,float64,669,17,17,1.0,17.0,7.547,8.0,4.668,-1.252,0.072
Voice and Accountability: Percentile Rank,71,9.595,2.162,float64,669,477,138,0.0,99.517,52.819,55.288,28.149,-0.929,-0.332
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",71,9.595,3.919,float64,669,414,141,0.0,94.686,43.289,44.928,24.832,-0.775,-0.159
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",71,9.595,0.0,float64,669,410,127,0.966,100.0,61.421,61.765,30.804,-0.964,-0.428
Voice and Accountability: Standard Error,71,9.595,0.0,float64,669,471,115,0.11,0.584,0.19,0.15,0.087,5.145,2.1
Adjusted savings: mineral depletion (current US$),74,10.0,49.054,float64,666,304,1,0.0,130194187918.969,1690030291.687,0.0,8592708970.406,103.553,9.062
"Access to electricity, urban (% of urban population)",75,10.135,0.0,float64,665,160,72,57.0,100.0,95.52,99.7,8.594,5.598,-2.476
Forest area (% of land area),75,10.135,2.568,float64,665,506,13,0.0,92.114,48.807,50.432,24.731,-0.676,-0.146
Forest area (sq. km),75,10.135,2.568,float64,665,506,13,0.0,2237373.2,187346.7,10932.68,420058.317,10.526,3.27
Lower secondary school starting age (years),79,10.676,0.0,float64,661,4,4,10.0,13.0,11.797,12.0,0.586,1.482,-0.834
