Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Population ages 40-44, female (% of female population)",0,0.0,0.0,float64,1080,1080,0,4.109,9.589,6.401,6.46,0.916,0.692,0.265
"Population ages 40-44, male (% of male population)",0,0.0,0.0,float64,1080,1080,0,3.881,9.532,6.402,6.431,0.988,0.148,0.189
"Population ages 45-49, female (% of female population)",0,0.0,0.0,float64,1080,1080,0,3.002,9.292,5.899,5.932,1.134,-0.118,0.155
"Population ages 45-49, male (% of male population)",0,0.0,0.0,float64,1080,1080,0,2.618,9.084,5.806,5.756,1.196,-0.255,0.117
"Population ages 50-54, female (% of female population)",0,0.0,0.0,float64,1080,1080,0,2.389,9.168,5.306,5.18,1.371,-0.588,0.238
"Population ages 50-54, male (% of male population)",0,0.0,0.0,float64,1080,1080,0,2.155,8.872,5.133,5.036,1.415,-0.629,0.245
"Population ages 55-59, female (% of female population)",0,0.0,0.0,float64,1080,1080,0,1.959,9.058,4.577,4.331,1.548,-0.665,0.488
"Population ages 55-59, male (% of male population)",0,0.0,0.0,float64,1080,1080,0,1.752,8.647,4.318,4.045,1.523,-0.596,0.512
"Population ages 60-64, female (% of female population)",0,0.0,0.0,float64,1080,1080,0,1.126,8.206,3.722,3.369,1.537,0.145,0.9
"Population ages 60-64, male (% of male population)",0,0.0,0.0,float64,1080,1080,0,1.222,7.897,3.386,3.053,1.426,0.181,0.895
Population ages 65 and above (% of total population),0,0.0,0.0,float64,1080,1080,0,2.055,22.338,7.975,6.717,4.071,0.372,1.009
"Population ages 65 and above, female",0,0.0,0.0,float64,1080,1073,7,328.0,110720269.0,2421940.536,227468.5,10530425.726,57.64,7.395
"Population ages 65 and above, female (% of female population)",0,0.0,0.0,float64,1080,1080,0,2.105,25.599,9.042,7.497,4.803,0.476,1.088
"Population ages 65 and above, male",0,0.0,0.0,float64,1080,1070,9,228.0,91238067.0,1943943.594,173606.0,8845147.166,57.006,7.397
"Population ages 65 and above, male (% of male population)",0,0.0,0.0,float64,1080,1080,0,1.946,19.599,6.847,5.865,3.334,0.581,0.965
"Population ages 65 and above, total",0,0.0,0.0,float64,1080,1074,5,557.0,201958336.0,4365884.139,386289.5,19372839.264,57.368,7.398
"Population ages 65-69, female (% of female population)",0,0.0,0.0,float64,1080,1080,0,0.795,8.028,3.008,2.622,1.412,0.88,1.148
"Population ages 65-69, male (% of male population)",0,0.0,0.0,float64,1080,1080,0,0.806,7.339,2.591,2.292,1.197,1.088,1.11
"Population ages 70-74, female (% of female population)",0,0.0,0.0,float64,1080,1080,0,0.504,7.162,2.349,2.013,1.215,0.921,1.189
"Population ages 70-74, male (% of male population)",0,0.0,0.0,float64,1080,1080,0,0.477,6.03,1.888,1.644,0.926,0.941,1.049
"Population ages 75-79, female (% of female population)",0,0.0,0.0,float64,1080,1080,0,0.36,5.189,1.739,1.431,1.003,0.791,1.2
"Population ages 75-79, male (% of male population)",0,0.0,0.0,float64,1080,1080,0,0.191,3.5,1.264,1.066,0.669,0.483,0.975
"Population ages 80 and above, female (% of female population)",0,0.0,0.0,float64,1080,1080,0,0.365,7.411,1.946,1.498,1.35,1.623,1.367
"Population ages 80 and above, male (% of male population)",0,0.0,0.0,float64,1080,1080,0,0.209,3.543,1.104,0.889,0.68,0.931,1.135
Population growth (annual %),0,0.0,0.0,float64,1080,1080,0,-8.423,5.958,0.774,0.844,1.268,4.706,-0.431
"Population, female",0,0.0,0.0,float64,1080,1079,1,4795.0,691718700.0,24392334.277,2568180.5,91438067.766,42.65,6.481
"Population, female (% of total population)",0,0.0,0.0,float64,1080,1080,0,37.763,54.323,50.396,50.354,1.895,11.084,-1.852
"Population, male",0,0.0,0.0,float64,1080,1080,0,4874.0,721006989.0,24758538.205,2507194.0,95415540.175,43.262,6.543
"Population, male (% of total population)",0,0.0,0.0,float64,1080,1080,0,45.677,62.237,49.604,49.646,1.895,11.084,1.852
"Population, total",0,0.0,0.0,float64,1080,1079,1,9816.0,1412360000.0,49150872.481,5070876.5,186847735.971,42.967,6.513
Quality of Debt service data according to World Bank,0,0.0,66.481,float64,1080,4,4,0.0,1.0,0.32,0.0,0.46,-1.376,0.773
Rule of Law: Estimate,0,0.0,0.0,float64,1080,1078,2,-1.883,1.262,-0.319,-0.366,0.607,-0.241,0.083
Rule of Law: Number of Sources,0,0.0,0.0,float64,1080,18,17,1.0,18.0,10.544,11.0,3.904,-0.727,-0.396
Rule of Law: Percentile Rank,0,0.0,0.0,float64,1080,638,275,0.481,88.995,41.649,41.745,19.527,-0.702,-0.004
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",0,0.0,1.111,float64,1080,509,257,0.0,75.481,31.348,30.0,18.315,-0.927,0.223
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",0,0.0,0.0,float64,1080,529,250,4.265,100.0,51.13,51.174,20.007,-0.291,-0.046
Rule of Law: Standard Error,0,0.0,0.0,float64,1080,839,138,0.126,0.73,0.185,0.163,0.062,14.778,3.132
Safely Managed Drinking Water,0,0.0,55.278,float64,1080,3,3,0.0,1.0,0.417,0.0,0.477,-1.82,0.338
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),0,0.0,2.407,float64,1080,19,16,0.0,100.0,54.611,50.0,27.725,-0.972,0.202
Voice and Accountability: Estimate,0,0.0,0.0,float64,1080,1078,2,-2.259,1.224,-0.146,0.022,0.835,-0.46,-0.595
Voice and Accountability: Number of Sources,0,0.0,0.0,float64,1080,20,20,1.0,20.0,10.661,11.0,4.337,-0.507,-0.448
Voice and Accountability: Percentile Rank,0,0.0,0.278,float64,1080,680,283,0.0,90.385,45.122,48.551,23.221,-0.765,-0.266
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",0,0.0,2.407,float64,1080,536,268,0.0,77.184,37.751,39.808,20.895,-0.931,-0.295
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",0,0.0,0.0,float64,1080,583,249,0.985,100.0,52.211,55.869,25.387,-0.673,-0.197
Voice and Accountability: Standard Error,0,0.0,0.0,float64,1080,798,163,0.104,0.381,0.148,0.13,0.042,2.806,1.814
Year,0,0.0,0.0,float64,1080,20,20,2004.0,2023.0,2013.5,2013.5,5.769,-1.206,0.0
Control of Corruption: Estimate,1,0.093,0.0,float64,1079,1075,4,-1.646,1.331,-0.336,-0.397,0.594,-0.184,0.291
Control of Corruption: Number of Sources,1,0.093,0.0,float64,1079,16,16,1.0,16.0,9.1,10.0,3.84,-1.005,-0.371
Control of Corruption: Percentile Rank,1,0.093,0.0,float64,1079,679,231,0.952,88.517,41.892,41.905,20.387,-0.743,-0.016
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",1,0.093,5.556,float64,1079,518,244,0.0,78.537,31.122,27.83,19.756,-0.843,0.312
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",1,0.093,0.0,float64,1079,539,237,7.619,94.313,51.995,52.885,19.858,-0.536,-0.153
Control of Corruption: Standard Error,1,0.093,0.0,float64,1079,857,136,0.121,0.846,0.187,0.163,0.072,16.66,3.084
Government Effectiveness: Estimate,4,0.37,0.0,float64,1076,1065,11,-1.859,1.238,-0.235,-0.237,0.564,-0.006,-0.088
Government Effectiveness: Number of Sources,4,0.37,0.0,float64,1076,12,11,1.0,12.0,6.612,7.0,2.635,-0.976,-0.439
Government Effectiveness: Percentile Rank,4,0.37,0.0,float64,1076,698,220,0.948,85.437,44.548,45.673,18.973,-0.552,-0.252
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",4,0.37,2.037,float64,1076,565,244,0.0,78.537,30.318,29.146,18.606,-0.733,0.305
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",4,0.37,0.0,float64,1076,547,254,5.854,92.417,57.864,60.294,17.532,0.023,-0.524
Government Effectiveness: Standard Error,4,0.37,0.0,float64,1076,663,195,0.174,0.882,0.256,0.229,0.072,7.23,2.046
GDP (constant 2015 US$),5,0.463,0.0,float64,1075,1071,3,28477158.102,17175670911003.5,344325599920.18,23438240000.0,1502713182102.122,70.46,8.044
GDP (constant LCU),5,0.463,0.0,float64,1075,1071,3,41000000.0,1.6617976e+16,430546972475319.8,434887198000.0,2156503232929990.8,29.269,5.447
GDP per capita (constant 2015 US$),5,0.463,0.0,float64,1075,1075,0,1781.191,14713.567,6219.331,5743.053,2660.145,0.079,0.782
GDP per capita (constant LCU),5,0.463,0.0,float64,1075,1075,0,1178.131,183403742.865,5062453.912,39159.281,22982893.891,42.225,6.446
Regulatory Quality: Estimate,5,0.463,0.0,float64,1075,1069,5,-2.302,1.26,-0.251,-0.145,0.678,0.243,-0.712
Regulatory Quality: Number of Sources,5,0.463,0.0,float64,1075,14,13,1.0,14.0,7.066,7.0,2.504,-0.666,-0.295
Regulatory Quality: Percentile Rank,5,0.463,0.0,float64,1075,693,241,0.476,86.765,43.941,48.341,20.988,-0.68,-0.509
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",5,0.463,2.5,float64,1075,522,228,0.0,76.961,32.628,33.173,19.758,-1.037,-0.058
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",5,0.463,0.0,float64,1075,539,236,1.896,93.81,54.799,59.524,20.945,0.095,-0.888
Regulatory Quality: Standard Error,5,0.463,0.0,float64,1075,596,163,0.148,0.892,0.223,0.208,0.053,39.225,4.319
GDP (current LCU),6,0.556,0.0,float64,1074,1072,1,30000000.0,1.43039267e+17,692370310631169.2,473548500000.0,6260022642935871.0,332.106,16.851
GDP deflator (base year varies by country),6,0.556,0.0,float64,1074,1035,1,6.944,26790.028,177.584,103.149,927.108,656.066,24.189
GDP deflator: linked series (base year varies by country),6,0.556,0.0,float64,1074,1035,1,6.944,26790.028,177.647,103.149,927.099,656.086,24.189
GDP growth (annual %),6,0.556,0.093,float64,1074,1074,0,-50.339,86.827,3.45,3.659,6.639,33.958,1.543
GDP per capita (current LCU),6,0.556,0.0,float64,1074,1074,0,513.783,1578648142.501,7652783.414,40008.882,68013917.213,358.758,17.829
GDP per capita growth (annual %),6,0.556,0.0,float64,1074,1074,0,-49.128,91.781,2.652,2.915,6.61,39.531,1.853
GDP: linked series (current LCU),6,0.556,0.0,float64,1074,1072,1,30000000.0,1.43039267e+17,693999047207399.1,473548500000.0,6260816716317759.0,331.919,16.844
Political Stability and Absence of Violence/Terrorism: Estimate,6,0.556,0.0,float64,1074,1059,12,-3.18,1.423,-0.096,-0.048,0.804,0.588,-0.626
Political Stability and Absence of Violence/Terrorism: Number of Sources,6,0.556,0.0,float64,1074,10,10,1.0,10.0,6.034,6.0,1.958,-0.663,-0.309
Political Stability and Absence of Violence/Terrorism: Percentile Rank,6,0.556,0.185,float64,1074,673,265,0.0,99.029,45.287,44.313,23.816,-0.745,0.227
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",6,0.556,1.667,float64,1074,514,261,0.0,79.048,32.459,29.858,19.617,-0.88,0.358
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",6,0.556,0.0,float64,1074,554,257,0.483,100.0,58.137,57.82,26.012,-0.788,-0.051
Political Stability and Absence of Violence/Terrorism: Standard Error,6,0.556,0.0,float64,1074,290,173,0.192,0.665,0.252,0.241,0.055,24.511,4.047
DEC alternative conversion factor (LCU per US$),7,0.648,0.0,float64,1073,839,44,0.214,353510.128,1714.421,7.488,15719.512,328.683,17.148
"Inflation, GDP deflator (annual %)",7,0.648,0.0,float64,1073,1073,0,-28.76,401.591,7.669,4.685,16.47,310.497,13.985
"Inflation, GDP deflator: linked series (annual %)",7,0.648,0.0,float64,1073,1073,0,-28.76,401.591,7.596,4.691,16.368,318.582,14.229
GDP (current US$),8,0.741,0.0,float64,1072,1072,0,22798274.98,17881782683707.3,338348981160.721,22588313947.368,1509393675456.392,82.036,8.632
GDP per capita (current US$),8,0.741,0.0,float64,1072,1072,0,794.155,18210.555,6247.985,5841.082,2841.628,0.676,0.811
GNI (current LCU),9,0.833,0.0,float64,1071,1071,0,49328600.0,1.42872444650948e+17,687658396691829.5,456594542200.0,6251671818283824.0,333.232,16.897
GNI (current US$),9,0.833,0.0,float64,1071,1071,0,37853152.634,17728564563900.7,333664998746.704,21177732054.693,1500632947747.644,81.919,8.635
GNI per capita (current LCU),9,0.833,0.0,float64,1071,1071,0,513.369,1576807013.16,7557689.158,39678.997,68024448.713,357.904,17.812
GNI: linked series (current LCU),9,0.833,0.0,float64,1071,1071,0,49328600.0,1.42872444650948e+17,689291695555387.8,456594542199.999,6252471210466227.0,333.042,16.89
"GNI per capita, Atlas method (current US$)",11,1.019,0.0,float64,1069,635,291,760.0,14260.0,5968.513,5610.0,2602.147,-0.047,0.603
"GNI, Atlas method (current US$)",11,1.019,0.0,float64,1069,1069,0,33183331.805,18883066161555.5,330389918853.559,21085728668.989,1499851359815.873,85.914,8.818
Agriculture census (Availability score over 20 years),20,1.852,29.444,float64,1060,3,3,0.0,1.0,0.64,1.0,0.448,-1.505,-0.578
Agriculture survey (Availability score over 10 years),20,1.852,66.296,float64,1060,4,4,0.0,1.0,0.214,0.0,0.356,0.485,1.432
Business/establishment census (Availability score over 20 years),20,1.852,83.241,float64,1060,3,3,0.0,1.0,0.15,0.0,0.357,1.848,1.958
Business/establishment survey (Availability score over 10 years),20,1.852,67.407,float64,1060,4,4,0.0,1.0,0.255,0.0,0.408,-0.541,1.139
Dimension 3.1: Social Statistics,20,1.852,0.0,float64,1060,790,193,0.157,0.983,0.632,0.653,0.147,-0.306,-0.4
Dimension 3.2: Economic Statistics,20,1.852,0.0,float64,1060,690,227,0.189,1.0,0.57,0.555,0.162,-0.393,0.513
Dimension 3.4: Institutional Statistics,20,1.852,0.0,float64,1060,237,142,0.062,1.0,0.635,0.659,0.162,0.457,-0.672
Dimension 4.1: Censuses and Surveys - Censuses only,20,1.852,2.778,float64,1060,7,7,0.0,1.0,0.574,0.667,0.225,-0.041,-0.261
Dimension 4.1: Censuses and Surveys - Surveys only,20,1.852,0.926,float64,1060,30,28,0.0,1.0,0.497,0.468,0.264,-0.977,0.095
GOAL 10: Reduced Inequality (5 year moving average),20,1.852,0.278,float64,1060,18,17,0.0,1.0,0.53,0.5,0.147,0.974,0.806
GOAL 11: Sustainable Cities and Communities (5 year moving average),20,1.852,21.944,float64,1060,20,20,0.0,1.0,0.48,0.5,0.332,-1.12,-0.128
GOAL 12: Responsible Consumption and Production (5 year moving average),20,1.852,4.63,float64,1060,9,9,0.0,1.0,0.583,0.5,0.259,-0.375,0.055
GOAL 15: Life on Land (5 year moving average),20,1.852,0.0,float64,1060,20,18,0.4,1.0,0.918,0.889,0.093,2.473,-1.27
GOAL 16: Peace and Justice Strong Institutions (5 year moving average),20,1.852,2.87,float64,1060,37,27,0.0,1.0,0.557,0.556,0.207,0.189,-0.366
GOAL 17: Partnerships to achieve the Goal (5 year moving average),20,1.852,0.0,float64,1060,59,46,0.125,1.0,0.714,0.75,0.177,0.276,-0.942
GOAL 1: No Poverty (5 year moving average),20,1.852,0.185,float64,1060,22,22,0.0,1.0,0.677,0.667,0.272,-0.831,-0.456
GOAL 2: Zero Hunger (5 year moving average),20,1.852,0.093,float64,1060,32,30,0.0,1.0,0.651,0.7,0.21,-0.394,-0.504
GOAL 3: Good Health and Well-being (5 year moving average),20,1.852,0.0,float64,1060,71,67,0.2,1.0,0.791,0.833,0.143,0.689,-1.051
GOAL 4: Quality Education (5 year moving average),20,1.852,3.611,float64,1060,33,32,0.0,1.0,0.483,0.455,0.23,0.028,0.09
GOAL 5: Gender Equality (5 year moving average),20,1.852,0.463,float64,1060,22,21,0.0,1.0,0.368,0.333,0.18,-0.035,0.612
GOAL 6: Clean Water and Sanitation (5 year moving average),20,1.852,0.0,float64,1060,17,16,0.2,1.0,0.824,0.8,0.176,0.233,-0.796
GOAL 7: Affordable and Clean Energy (5 year moving average),20,1.852,0.0,float64,1060,14,10,0.4,1.0,0.836,0.8,0.111,0.099,-0.712
GOAL 8: Decent Work and Economic Growth (5 year moving average),20,1.852,0.0,float64,1060,51,47,0.111,1.0,0.48,0.5,0.22,-0.802,0.273
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",20,1.852,0.0,float64,1060,33,31,0.111,1.0,0.513,0.55,0.226,-0.513,-0.016
"Household Survey on income, etc  (Availability score over 10 years)",20,1.852,6.944,float64,1060,4,4,0.0,1.0,0.798,1.0,0.327,0.24,-1.307
Labor Force Survey (Availability score over 10 years),20,1.852,29.815,float64,1060,4,4,0.0,1.0,0.616,1.0,0.45,-1.632,-0.466
Net primary income (Net income from abroad) (current LCU),20,1.852,0.093,float64,1060,1060,0,-538206584659000.0,112741998433400.0,-5693835531195.177,-4393096200.0,46232824144589.914,85.477,-9.034
Net primary income (Net income from abroad) (current US$),20,1.852,0.093,float64,1060,1060,0,-153218119806.604,28565408672.614,-4855085955.437,-647350142.857,12768014765.67,49.333,-5.836
"Primary education, duration (years)",20,1.852,0.0,float64,1060,5,5,3.0,7.0,5.608,6.0,0.991,-0.409,-0.614
Primary school starting age (years),20,1.852,0.0,float64,1060,4,3,5.0,8.0,6.083,6.0,0.566,0.157,0.047
Rural population,20,1.852,0.0,float64,1060,1060,0,3314.0,762817902.0,19541615.168,1765515.5,87637651.257,47.183,6.836
Rural population (% of total population),20,1.852,0.0,float64,1060,1038,20,7.537,81.55,38.737,36.916,15.424,0.032,0.464
Rural population growth (annual %),20,1.852,0.0,float64,1060,1060,0,-9.01,4.187,-0.47,-0.493,1.433,1.929,-0.356
Urban population,20,1.852,0.0,float64,1060,1059,1,4778.0,910895447.0,30502746.326,3441288.5,103830011.142,43.129,6.36
Urban population (% of total population),20,1.852,0.0,float64,1060,1038,20,18.45,92.463,61.263,63.084,15.424,0.032,-0.464
Urban population growth (annual %),20,1.852,0.093,float64,1060,1060,0,-8.172,9.087,1.467,1.484,1.62,3.161,-0.059
"Immunization, DPT (% of children ages 12-23 months)",22,2.037,0.0,float64,1058,55,42,19.0,99.0,89.879,94.0,10.801,7.088,-2.225
"Immunization, measles (% of children ages 12-23 months)",22,2.037,0.0,float64,1058,58,52,18.0,99.0,89.159,94.0,12.285,4.924,-2.043
"Incidence of tuberculosis (per 100,000 people)",22,2.037,0.093,float64,1058,341,148,0.0,1270.0,120.846,43.0,204.926,11.99,3.228
Lower secondary school starting age (years),22,2.037,0.0,float64,1058,5,5,10.0,14.0,11.69,12.0,0.949,0.013,0.081
"Secondary education, duration (years)",22,2.037,0.0,float64,1058,4,4,5.0,8.0,6.31,6.0,0.936,-0.835,0.214
Merchandise exports (current US$),24,2.222,1.852,float64,1056,959,49,0.0,3544434000000.0,78159892992.424,7355500000.0,304291497843.32,66.977,7.766
Merchandise imports (current US$),24,2.222,0.0,float64,1056,1028,26,11000000.0,2706507000000.0,70676224431.818,9438500000.0,250178514566.797,58.785,7.255
"PPP conversion factor, GDP (LCU per international $)",24,2.222,0.0,float64,1056,1056,0,0.061,89391.813,532.013,3.519,4172.562,294.863,16.124
"GDP per capita, PPP (constant 2021 international $)",25,2.315,0.0,float64,1055,1055,0,3488.533,39994.616,15812.753,15072.204,6100.713,0.589,0.61
"GDP per capita, PPP (current international $)",25,2.315,0.0,float64,1055,1055,0,2727.663,42216.778,13587.57,12899.382,6046.957,1.34,0.945
"GDP, PPP (constant 2021 international $)",25,2.315,0.0,float64,1055,1051,3,34676015.747,31229733453000.4,752910417257.097,59285538511.28,2781797421729.89,65.286,7.654
"GDP, PPP (current international $)",25,2.315,0.0,float64,1055,1055,0,27112966.877,34660138175163.8,689859032363.053,53970278712.286,2690472611675.154,77.563,8.231
"GNI per capita, PPP (current international $)",25,2.315,0.0,float64,1055,795,212,3660.0,41790.0,13111.991,12340.0,5624.204,1.681,1.058
"GNI, PPP (current international $)",25,2.315,0.0,float64,1055,1055,0,44999494.381,34368922355773.2,679122717411.741,50527735184.215,2673055610879.06,77.512,8.24
Price level ratio of PPP conversion factor (GDP) to market exchange rate,25,2.315,0.0,float64,1055,1055,0,0.143,1.145,0.478,0.453,0.152,2.239,1.151
"Agriculture, forestry, and fishing, value added (% of GDP)",26,2.407,0.0,float64,1054,1054,0,0.8,26.514,7.98,7.224,4.249,1.318,1.049
"Agriculture, forestry, and fishing, value added (current LCU)",26,2.407,0.0,float64,1054,1053,1,5470800.0,1.8360183e+16,84613277526863.55,37069171250.0,801191763040399.4,339.321,17.089
"Industry (including construction), value added (% of GDP)",26,2.407,0.0,float64,1054,1054,0,5.403,86.67,29.385,26.417,13.854,1.936,1.208
"Industry (including construction), value added (current LCU)",26,2.407,0.0,float64,1054,1054,0,1729000.0,5.1842958e+16,272546341438563.2,118620254650.0,2380025626358120.5,308.242,16.281
"Personal remittances, received (current US$)",26,2.407,7.315,float64,1054,964,5,0.0,66237847600.0,2554216484.9,622571856.74,5880118946.444,37.623,5.303
Merchandise trade (% of GDP),27,2.5,0.0,float64,1053,1053,0,8.321,185.822,64.355,59.267,26.713,1.247,0.95
"Agriculture, forestry, and fishing, value added (current US$)",28,2.593,0.0,float64,1052,1052,0,4023380.734,1309261652668.68,25498683903.27,2020175718.677,117564921981.57,70.318,8.099
"Industry (including construction), value added (current US$)",28,2.593,0.0,float64,1052,1052,0,1301984.302,7032488457155.08,125760364107.164,8916928296.67,606769771896.966,77.435,8.501
"Personal remittances, received (% of GDP)",31,2.87,7.315,float64,1049,971,1,0.0,41.979,5.443,2.298,7.034,3.515,1.788
"Tuberculosis case detection rate (%, all forms)",38,3.519,0.185,float64,1042,79,73,0.0,190.0,75.602,80.0,17.035,3.172,-0.777
"Services, value added (% of GDP)",40,3.704,0.0,float64,1040,1040,0,15.415,88.33,54.045,54.486,10.591,0.803,-0.45
"Services, value added (current LCU)",40,3.704,0.0,float64,1040,1040,0,103607000.0,6.9039487e+16,333562056743209.75,288258612500.0,2999134931752648.5,334.059,16.854
