Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Spread,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Population ages 45-49, female (% of female population)",0,0.0,0.0,float64,520,520,0,2.357,8.637,6.28,3.623,3.524,0.898,12.791,3.19
"Population ages 45-49, male (% of male population)",0,0.0,0.0,float64,520,520,0,1.877,8.911,7.034,3.411,3.253,0.97,14.48,3.467
"Population ages 50-54, female (% of female population)",0,0.0,0.0,float64,520,520,0,2.056,8.339,6.283,2.96,2.865,0.856,18.087,3.803
"Population ages 50-54, male (% of male population)",0,0.0,0.0,float64,520,520,0,1.797,8.448,6.651000000000001,2.721,2.576,0.904,19.422,4.017
"Population ages 55-59, female (% of female population)",0,0.0,0.0,float64,520,520,0,1.468,7.334,5.866,2.359,2.25,0.729,17.364,3.705
"Population ages 55-59, male (% of male population)",0,0.0,0.0,float64,520,520,0,1.312,7.253,5.941,2.116,1.982,0.739,19.159,3.945
"Population ages 60-64, female (% of female population)",0,0.0,0.0,float64,520,520,0,1.008,5.709,4.701,1.845,1.724,0.661,15.642,3.638
"Population ages 60-64, male (% of male population)",0,0.0,0.0,float64,520,520,0,0.851,5.463,4.612,1.614,1.486,0.617,17.287,3.802
Population ages 65 and above (% of total population),0,0.0,0.0,float64,520,520,0,1.858,12.029,10.171,3.078,2.735,1.531,18.167,4.19
"Population ages 65 and above, female",0,0.0,0.0,float64,520,519,1,22761.0,2261318.0,2238557.0,388510.2,256781.0,447848.763,3.879,2.13
"Population ages 65 and above, female (% of female population)",0,0.0,0.0,float64,520,520,0,1.819,13.87,12.050999999999998,3.44,3.034,1.905,18.16,4.253
"Population ages 65 and above, male",0,0.0,0.0,float64,520,519,1,19510.0,1819895.0,1800385.0,302330.194,196474.5,342186.645,4.22,2.135
"Population ages 65 and above, male (% of male population)",0,0.0,0.0,float64,520,520,0,1.537,10.145,8.608,2.709,2.467,1.169,17.503,3.918
"Population ages 65 and above, total",0,0.0,0.0,float64,520,520,0,43098.0,4081213.0,4038115.0,690840.408,453310.5,785782.373,3.934,2.112
"Population ages 65-69, female (% of female population)",0,0.0,0.0,float64,520,520,0,0.725,4.571,3.8459999999999996,1.384,1.268,0.604,16.4,3.891
"Population ages 65-69, male (% of male population)",0,0.0,0.0,float64,520,520,0,0.575,4.167,3.5919999999999996,1.169,1.058,0.482,14.939,3.661
"Population ages 70-74, female (% of female population)",0,0.0,0.0,float64,520,520,0,0.483,3.901,3.4179999999999997,0.978,0.877,0.549,18.253,4.229
"Population ages 70-74, male (% of male population)",0,0.0,0.0,float64,520,520,0,0.375,2.827,2.452,0.784,0.708,0.362,17.93,4.013
"Population ages 75-79, female (% of female population)",0,0.0,0.0,float64,520,520,0,0.278,3.089,2.811,0.614,0.526,0.426,21.883,4.609
"Population ages 75-79, male (% of male population)",0,0.0,0.0,float64,520,520,0,0.234,2.062,1.8279999999999998,0.457,0.414,0.231,26.363,4.739
"Population ages 80 and above, female (% of female population)",0,0.0,0.0,float64,520,520,0,0.158,3.285,3.1270000000000002,0.465,0.371,0.392,24.51,4.633
"Population ages 80 and above, male (% of male population)",0,0.0,0.0,float64,520,520,0,0.109,1.511,1.402,0.298,0.27,0.153,22.799,3.971
Population growth (annual %),0,0.0,0.0,float64,520,520,0,-6.646,6.157,12.803,2.617,2.801,1.224,14.637,-2.644
Population in largest city,0,0.0,0.0,float64,520,520,0,193043.0,16315534.0,16122491.0,2124269.802,1443616.5,2248397.371,13.814,3.308
Population in the largest city (% of urban population),0,0.0,0.0,float64,520,520,0,13.51,90.097,76.58699999999999,37.124,34.576,14.71,-0.179,0.613
"Population, female",0,0.0,0.0,float64,520,520,0,691685.0,64205530.0,63513845.0,11132842.554,8152552.5,11487448.495,5.863,2.331
"Population, female (% of total population)",0,0.0,0.0,float64,520,520,0,49.227,52.275,3.048000000000002,50.338,50.315,0.674,-0.244,0.527
"Population, male",0,0.0,0.0,float64,520,520,0,657878.0,64486162.0,63828284.0,11039976.758,8083586.5,11466821.186,6.016,2.353
"Population, male (% of total population)",0,0.0,0.0,float64,520,520,0,47.725,50.773,3.048000000000002,49.662,49.685,0.674,-0.244,-0.527
"Population, total",0,0.0,0.0,float64,520,520,0,1349563.0,128691692.0,127342129.0,22172819.312,16169157.0,22952230.029,5.94,2.342
"Primary education, duration (years)",0,0.0,0.0,float64,520,4,4,4.0,7.0,3.0,5.9,6.0,0.57,3.71,-1.323
Primary school starting age (years),0,0.0,0.0,float64,520,2,2,6.0,7.0,1.0,6.346,6.0,0.476,-1.585,0.649
Quality of Debt service data according to World Bank,0,0.0,63.269,float64,520,4,4,0.0,1.0,1.0,0.311,0.0,0.44,-1.193,0.837
Rural population,0,0.0,0.0,float64,520,520,0,789774.0,98890557.0,98100783.0,15162252.642,10245294.0,16798599.372,8.396,2.699
Rural population (% of total population),0,0.0,0.0,float64,520,517,3,35.528,90.861,55.333000000000006,66.368,65.387,13.545,-0.754,-0.261
Rural population growth (annual %),0,0.0,0.0,float64,520,520,0,-5.73,7.31,13.04,1.971,2.104,1.289,6.885,-1.283
Safely Managed Drinking Water,0,0.0,55.0,float64,520,3,3,0.0,1.0,1.0,0.412,0.0,0.473,-1.793,0.356
"Secondary education, duration (years)",0,0.0,0.0,float64,520,4,4,5.0,8.0,3.0,6.275,6.0,0.639,0.007,0.175
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),0,0.0,3.462,float64,520,21,20,0.0,100.0,100.0,45.016,40.0,27.567,-1.007,0.489
Urban population,0,0.0,0.0,float64,520,520,0,509757.0,50190880.0,49681123.0,7010566.669,3964023.5,7600095.48,8.001,2.464
Urban population (% of total population),0,0.0,0.0,float64,520,517,3,9.139,64.472,55.333,33.632,34.614,13.545,-0.754,0.261
Urban population growth (annual %),0,0.0,0.0,float64,520,520,0,-8.625,7.584,16.209,3.885,4.112,1.67,11.327,-2.242
Year,0,0.0,0.0,float64,520,20,20,2004.0,2023.0,19.0,2013.5,2013.5,5.772,-1.206,0.0
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,3.177,89.657,86.47999999999999,33.655,31.503,20.421,-0.485,0.504
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,0.693,40.116,39.423,14.634,13.014,8.088,-0.093,0.633
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,1.535,48.721,47.186,22.251,20.962,12.49,-0.912,0.309
"Employers, female (% of female employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,0.029,6.049,6.0200000000000005,1.425,0.922,1.344,1.816,1.457
"Employers, male (% of male employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,0.155,10.639,10.484,3.14,2.042,2.428,0.633,1.202
"Employers, total (% of total employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,0.134,9.496,9.362,2.514,1.912,2.122,1.154,1.401
Employment in agriculture (% of total employment) (modeled ILO estimate),1,0.192,0.0,float64,519,519,0,13.232,90.784,77.552,56.75,60.839,18.063,-0.692,-0.43
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,8.147,96.214,88.067,61.403,65.711,18.737,0.054,-0.622
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,13.263,84.925,71.66199999999999,53.568,55.376,17.99,-0.869,-0.327
Employment in industry (% of total employment) (modeled ILO estimate),1,0.192,0.0,float64,519,519,0,2.47,33.65,31.18,11.306,9.357,5.656,0.794,0.951
"Employment in industry, female (% of female employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,0.399,33.938,33.539,7.866,6.074,5.765,2.36,1.463
"Employment in industry, male (% of male employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,4.221,37.137,32.916,13.822,11.873,6.899,0.163,0.844
Employment in services (% of total employment) (modeled ILO estimate),1,0.192,0.0,float64,519,519,0,6.747,63.128,56.381,31.944,29.365,13.48,-0.721,0.447
"Employment in services, female (% of female employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,3.03,85.677,82.647,30.731,27.49,16.694,0.719,0.848
"Employment in services, male (% of male employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,10.756,61.481,50.725,32.61,30.699,12.627,-0.729,0.438
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1,0.192,0.0,float64,519,511,8,3.484,85.129,81.64500000000001,53.16,59.604,22.106,-0.309,-0.908
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",1,0.192,0.0,float64,519,516,3,38.749,89.892,51.142999999999994,69.933,72.316,12.399,-0.388,-0.618
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1,0.192,0.0,float64,519,514,5,26.328,85.84,59.512,61.441,64.595,16.114,-0.656,-0.664
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",1,0.192,0.0,float64,519,517,2,2.433,75.688,73.255,41.838,48.164,20.405,-0.866,-0.463
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",1,0.192,0.0,float64,519,516,3,13.106,81.459,68.35300000000001,49.254,52.176,17.09,-0.906,-0.29
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",1,0.192,0.0,float64,519,517,2,10.125,73.878,63.753,45.596,50.76,17.664,-1.059,-0.282
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",1,0.192,0.0,float64,519,514,5,4.161,81.596,77.435,45.509,50.671,20.786,-0.897,-0.392
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",1,0.192,0.0,float64,519,513,6,19.769,82.019,62.25000000000001,53.932,58.263,16.479,-0.768,-0.408
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",1,0.192,0.0,float64,519,517,2,15.815,78.273,62.458,49.779,53.939,17.277,-1.139,-0.209
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",1,0.192,0.0,float64,519,510,9,4.939,87.165,82.226,56.174,60.545,21.893,-0.232,-0.934
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",1,0.192,0.0,float64,519,513,6,5.132,87.558,82.426,57.531,62.291,22.446,-0.266,-0.895
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",1,0.192,0.0,float64,519,515,4,46.754,90.244,43.49,73.781,76.304,11.116,-0.288,-0.7
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",1,0.192,0.0,float64,519,516,3,47.627,90.873,43.246,74.552,76.599,11.138,-0.29,-0.647
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",1,0.192,0.0,float64,519,509,9,32.068,86.548,54.480000000000004,64.87,68.93,15.115,-0.744,-0.627
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",1,0.192,0.0,float64,519,517,2,33.066,88.77,55.70399999999999,65.982,70.161,15.311,-0.76,-0.558
"Labor force, female (% of total labor force)",1,0.192,0.0,float64,519,519,0,6.846,54.347,47.501000000000005,42.222,47.414,11.49,1.605,-1.675
"Labor force, total",1,0.192,0.0,float64,519,519,0,415486.0,52886553.0,52471067.0,8211215.958,5571945.0,9452965.756,7.144,2.581
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),1,0.192,0.0,float64,519,519,0,7.34,104.182,96.842,74.959,84.717,25.582,0.605,-1.361
"Self-employed, female (% of female employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,10.647,98.78,88.133,83.071,90.417,17.828,4.967,-2.166
"Self-employed, male (% of male employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,34.014,92.386,58.37199999999999,71.871,76.184,15.057,-0.454,-0.777
"Self-employed, total (% of total employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,34.481,94.745,60.264,76.884,82.253,15.673,0.207,-1.161
"Unemployment, female (% of female labor force) (modeled ILO estimate)",1,0.192,0.0,float64,519,497,21,0.216,30.735,30.519,7.854,3.964,8.083,0.607,1.371
"Unemployment, male (% of male labor force) (modeled ILO estimate)",1,0.192,0.0,float64,519,500,19,0.39,17.575,17.185,5.6,4.104,4.275,0.373,1.162
"Unemployment, total (% of total labor force) (modeled ILO estimate)",1,0.192,0.0,float64,519,509,10,0.316,19.662,19.346,6.134,4.007,5.032,0.187,1.15
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",1,0.192,0.0,float64,519,510,9,0.155,54.357,54.202,11.828,7.032,12.303,1.714,1.604
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",1,0.192,0.0,float64,519,508,11,0.537,33.924,33.387,9.896,7.284,8.529,1.056,1.387
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",1,0.192,0.0,float64,519,504,13,0.414,36.166,35.751999999999995,10.266,6.85,9.21,1.047,1.403
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,10.374,98.751,88.37700000000001,81.645,89.142,18.098,4.26,-2.03
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,31.805,91.408,59.603,68.731,73.424,16.174,-0.591,-0.755
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,31.035,93.991,62.956,74.369,80.441,16.788,-0.011,-1.124
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,1.22,89.353,88.133,16.929,9.583,17.828,4.967,2.166
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,7.614,65.986,58.37200000000001,28.129,23.816,15.057,-0.454,0.777
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",1,0.192,0.0,float64,519,519,0,5.255,65.519,60.264,23.116,17.747,15.673,0.207,1.161
Control of Corruption: Estimate,6,1.154,0.0,float64,514,514,0,-1.97,0.776,2.746,-0.98,-0.993,0.513,0.517,0.634
Control of Corruption: Number of Sources,6,1.154,0.0,float64,514,14,12,1.0,16.0,15.0,10.395,11.0,2.855,-0.774,-0.157
Control of Corruption: Percentile Rank,6,1.154,3.846,float64,514,347,91,0.0,75.481,75.481,19.661,17.062,16.882,0.537,0.942
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",6,1.154,28.269,float64,514,227,75,0.0,68.75,68.75,12.058,7.619,14.322,2.809,1.58
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",6,1.154,0.0,float64,514,340,108,1.887,81.731,79.844,28.981,26.812,18.382,-0.338,0.579
Control of Corruption: Standard Error,6,1.154,0.0,float64,514,418,64,0.124,0.738,0.614,0.171,0.166,0.038,102.076,7.253
Government Effectiveness: Estimate,7,1.346,0.0,float64,513,513,0,-2.44,0.388,2.828,-1.187,-1.208,0.531,-0.233,-0.036
Government Effectiveness: Number of Sources,7,1.346,0.0,float64,513,10,9,1.0,12.0,11.0,8.519,9.0,2.259,-0.838,-0.343
Government Effectiveness: Percentile Rank,7,1.346,3.846,float64,513,325,98,0.0,65.094,65.094,15.105,10.0,13.581,0.682,1.072
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",7,1.346,14.423,float64,513,212,84,0.0,52.83,52.83,8.069,3.846,9.695,3.866,1.782
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",7,1.346,0.577,float64,513,311,106,0.0,76.415,76.415,23.854,19.905,16.365,-0.513,0.57
Government Effectiveness: Standard Error,7,1.346,0.0,float64,513,347,83,0.162,0.372,0.21,0.203,0.198,0.03,3.017,1.381
"Immunization, DPT (% of children ages 12-23 months)",7,1.346,0.192,float64,513,73,59,0.0,99.0,99.0,74.016,78.0,18.507,0.103,-0.781
"Immunization, measles (% of children ages 12-23 months)",7,1.346,0.0,float64,513,69,60,16.0,99.0,83.0,72.503,73.0,17.112,-0.479,-0.445
"Incidence of tuberculosis (per 100,000 people)",7,1.346,0.0,float64,513,233,90,17.0,540.0,523.0,208.047,189.0,139.176,-0.179,0.719
Newborns protected against tetanus (%),7,1.346,0.0,float64,513,54,41,35.0,99.0,64.0,80.811,83.0,11.561,0.326,-0.844
Political Stability and Absence of Violence/Terrorism: Estimate,7,1.346,0.0,float64,513,513,0,-3.313,0.625,3.938,-1.16,-1.001,0.948,-1.122,-0.246
Political Stability and Absence of Violence/Terrorism: Number of Sources,7,1.346,0.0,float64,513,7,7,2.0,8.0,6.0,5.581,6.0,1.318,-0.515,-0.166
Political Stability and Absence of Violence/Terrorism: Percentile Rank,7,1.346,3.462,float64,513,320,113,0.0,68.72,68.72,20.073,15.238,17.227,-0.843,0.607
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",7,1.346,15.962,float64,513,242,107,0.0,52.133,52.133,12.692,9.005,12.322,-0.37,0.811
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",7,1.346,0.577,float64,513,327,118,0.0,85.577,85.577,28.836,25.238,22.003,-1.115,0.399
Political Stability and Absence of Violence/Terrorism: Standard Error,7,1.346,0.0,float64,513,228,116,0.196,0.42,0.22399999999999998,0.25,0.241,0.036,1.701,1.215
Regulatory Quality: Estimate,7,1.346,0.0,float64,513,513,0,-2.548,0.186,2.734,-1.086,-0.992,0.602,-0.313,-0.52
Regulatory Quality: Number of Sources,7,1.346,0.0,float64,513,9,8,1.0,11.0,10.0,8.123,8.0,1.79,-0.446,-0.421
Regulatory Quality: Percentile Rank,7,1.346,3.462,float64,513,346,93,0.0,60.096,60.096,18.354,15.196,14.196,-0.311,0.684
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",7,1.346,11.731,float64,513,241,95,0.0,49.038,49.038,11.483,8.531,10.719,0.725,1.11
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",7,1.346,0.192,float64,513,319,118,0.0,67.788,67.788,26.324,25.238,16.783,-0.892,0.25
Regulatory Quality: Standard Error,7,1.346,0.0,float64,513,312,93,0.146,0.349,0.20299999999999999,0.18,0.175,0.023,6.504,1.806
Rule of Law: Estimate,7,1.346,0.0,float64,513,513,0,-2.591,0.205,2.7960000000000003,-1.071,-1.013,0.58,-0.622,-0.223
Rule of Law: Number of Sources,7,1.346,0.0,float64,513,14,13,4.0,18.0,14.0,12.002,12.0,2.821,-0.571,-0.097
Rule of Law: Percentile Rank,7,1.346,3.462,float64,513,325,104,0.0,61.538,61.538,19.066,16.114,15.87,-0.851,0.584
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",7,1.346,12.885,float64,513,246,98,0.0,52.83,52.83,12.614,8.531,13.064,-0.011,0.96
