Indicator,Source Table,Missing Count,Missing Percentage
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,692,87.04402515723271
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,768,96.60377358490567
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,692,87.04402515723271
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,762,95.84905660377359
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,695,87.42138364779875
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,764,96.1006289308176
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,760,95.59748427672956
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,714,89.81132075471699
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,770,96.85534591194968
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,714,89.81132075471699
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,769,96.72955974842768
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,719,90.44025157232704
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,770,96.85534591194968
"Gross PSD, Budgetary Central Gov., Short-term, All instruments, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,712,89.55974842767296
"Gross PSD, Budgetary Central Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,758,95.34591194968553
"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,712,89.55974842767296
"Gross PSD, Budgetary Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,767,96.47798742138365
"Gross PSD, Budgetary Central Gov., Short-term, Loans, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,730,91.82389937106919
"Gross PSD, Budgetary Central Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",QPSDBudgetaryCentralGovIndicator,755,94.9685534591195
"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",QPSDCentralGovIndicator,626,78.74213836477988
"Gross PSD, Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",QPSDCentralGovIndicator,626,78.74213836477988
"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",QPSDCentralGovIndicator,623,78.36477987421384
"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",QPSDCentralGovIndicator,629,79.11949685534591
"Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, % of GDP",QPSDCentralGovIndicator,569,71.57232704402516
"Gross PSD, Central Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",QPSDCentralGovIndicator,680,85.53459119496856
"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, % of GDP",QPSDCentralGovIndicator,683,85.9119496855346
"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",QPSDCentralGovIndicator,572,71.9496855345912
"Gross PSD, Central Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDCentralGovIndicator,682,85.78616352201259
"Gross PSD, Central Gov., All maturities, Loans, Nominal Value, % of GDP",QPSDCentralGovIndicator,572,71.9496855345912
"Gross PSD, Central Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",QPSDCentralGovIndicator,656,82.51572327044026
"Gross PSD, Central Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",QPSDCentralGovIndicator,713,89.68553459119497
"Gross PSD, Central Gov., Long-term, All instruments, Nominal Value, % of GDP",QPSDCentralGovIndicator,584,73.45911949685534
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",QPSDCentralGovIndicator,587,73.83647798742138
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",QPSDCentralGovIndicator,720,90.56603773584906
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",QPSDCentralGovIndicator,590,74.21383647798741
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDCentralGovIndicator,670,84.27672955974843
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",QPSDCentralGovIndicator,593,74.59119496855345
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",QPSDCentralGovIndicator,716,90.062893081761
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",QPSDCentralGovIndicator,703,88.42767295597484
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",QPSDCentralGovIndicator,653,82.13836477987422
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",QPSDCentralGovIndicator,737,92.70440251572327
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",QPSDCentralGovIndicator,661,83.14465408805032
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDCentralGovIndicator,740,93.08176100628931
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",QPSDCentralGovIndicator,669,84.15094339622642
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",QPSDCentralGovIndicator,738,92.83018867924528
"Gross PSD, Central Gov., Short-term, All instruments, Nominal Value, % of GDP",QPSDCentralGovIndicator,589,74.0880503144654
"Gross PSD, Central Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",QPSDCentralGovIndicator,661,83.14465408805032
"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",QPSDCentralGovIndicator,590,74.21383647798741
"Gross PSD, Central Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDCentralGovIndicator,723,90.9433962264151
"Gross PSD, Central Gov., Short-term, Loans, Nominal Value, % of GDP",QPSDCentralGovIndicator,624,78.49056603773586
"Gross PSD, Central Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",QPSDCentralGovIndicator,660,83.01886792452831
"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",QPSDCentralGovIndicator,572,71.9496855345912
"Gross PSD, Central Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",QPSDCentralGovIndicator,651,81.88679245283019
"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",QPSDCentralGovIndicator,702,88.30188679245283
"Gross PSD, Central Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",QPSDCentralGovIndicator,699,87.9245283018868
"Gross PSD, Central Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",QPSDCentralGovIndicator,765,96.22641509433963
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,743,93.45911949685535
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,734,92.32704402515724
"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,736,92.57861635220127
"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,733,92.20125786163523
"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,724,91.06918238993711
"Gross PSD, Financial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,750,94.33962264150944
"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, % of GDP",QPSDFinancialPublicCorpIndicator,777,97.73584905660377
"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,736,92.57861635220127
"Gross PSD, Financial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,775,97.48427672955975
"Gross PSD, Financial Public Corp., All maturities, Loans, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,734,92.32704402515724
"Gross PSD, Financial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,757,95.22012578616352
"Gross PSD, Financial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,753,94.71698113207547
"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,727,91.44654088050315
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,730,91.82389937106919
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,760,95.59748427672956
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,742,93.33333333333333
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,772,97.10691823899371
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,736,92.57861635220127
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,766,96.35220125786164
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,753,94.71698113207547
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,750,94.33962264150944
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,771,96.98113207547169
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,753,94.71698113207547
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,778,97.86163522012579
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,745,93.71069182389937
"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,769,96.72955974842768
"Gross PSD, Financial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,743,93.45911949685535
"Gross PSD, Financial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,759,95.47169811320755
"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,741,93.20754716981132
"Gross PSD, Financial Public Corp., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,772,97.10691823899371
"Gross PSD, Financial Public Corp., Short-term, Loans, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,744,93.58490566037736
"Gross PSD, Financial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",QPSDFinancialPublicCorpIndicator,760,95.59748427672956
"Gross PSD, General Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",QPSDGeneralGovIndicator,660,83.01886792452831
"Gross PSD, General Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",QPSDGeneralGovIndicator,666,83.77358490566039
"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",QPSDGeneralGovIndicator,657,82.64150943396227
"Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",QPSDGeneralGovIndicator,669,84.15094339622642
"Gross PSD, General Gov., All maturities, All instruments, Nominal Value, % of GDP",QPSDGeneralGovIndicator,613,77.10691823899371
"Gross PSD, General Gov., All maturities, Currency and deposits, Nominal Value, % of GDP",QPSDGeneralGovIndicator,694,87.29559748427673
"Gross PSD, General Gov., All maturities, Debt Securities, Market value, % of GDP",QPSDGeneralGovIndicator,684,86.0377358490566
"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",QPSDGeneralGovIndicator,615,77.35849056603774
"Gross PSD, General Gov., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDGeneralGovIndicator,695,87.42138364779875
"Gross PSD, General Gov., All maturities, Loans, Nominal Value, % of GDP",QPSDGeneralGovIndicator,615,77.35849056603774
"Gross PSD, General Gov., All maturities, Other accounts payable, Nominal Value, % of GDP",QPSDGeneralGovIndicator,671,84.40251572327044
"Gross PSD, General Gov., All maturities, Special Drawing Rights, Nominal Value, % of GDP",QPSDGeneralGovIndicator,726,91.32075471698113
"Gross PSD, General Gov., Long-term, All instruments, Nominal Value, % of GDP",QPSDGeneralGovIndicator,627,78.8679245283019
"Gross PSD, General Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",QPSDGeneralGovIndicator,625,78.61635220125787
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",QPSDGeneralGovIndicator,732,92.0754716981132
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",QPSDGeneralGovIndicator,631,79.37106918238995
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDGeneralGovIndicator,682,85.78616352201259
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",QPSDGeneralGovIndicator,634,79.74842767295598
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",QPSDGeneralGovIndicator,731,91.9496855345912
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",QPSDGeneralGovIndicator,721,90.69182389937107
"Gross PSD, General Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",QPSDGeneralGovIndicator,684,86.0377358490566
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",QPSDGeneralGovIndicator,746,93.83647798742139
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",QPSDGeneralGovIndicator,699,87.9245283018868
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDGeneralGovIndicator,748,94.0880503144654
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",QPSDGeneralGovIndicator,702,88.30188679245283
"Gross PSD, General Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",QPSDGeneralGovIndicator,749,94.21383647798743
"Gross PSD, General Gov., Short-term, All instruments, Nominal Value, % of GDP",QPSDGeneralGovIndicator,630,79.24528301886792
"Gross PSD, General Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",QPSDGeneralGovIndicator,677,85.15723270440252
"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, % of GDP",QPSDGeneralGovIndicator,631,79.37106918238995
"Gross PSD, General Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDGeneralGovIndicator,731,91.9496855345912
"Gross PSD, General Gov., Short-term, Loans, Nominal Value, % of GDP",QPSDGeneralGovIndicator,644,81.00628930817611
"Gross PSD, General Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",QPSDGeneralGovIndicator,674,84.77987421383648
"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",QPSDGeneralGovIndicator,635,79.87421383647799
"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",QPSDGeneralGovIndicator,678,85.28301886792453
"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",QPSDGeneralGovIndicator,712,89.55974842767296
"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",QPSDGeneralGovIndicator,714,89.81132075471699
"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",QPSDGeneralGovIndicator,774,97.35849056603773
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,743,93.45911949685535
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,738,92.83018867924528
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,734,92.32704402515724
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,732,92.0754716981132
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,723,90.9433962264151
"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, % of GDP",QPSDNonfinancialPublicCorpIndicator,780,98.11320754716981
"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,743,93.45911949685535
"Gross PSD, Nonfinancial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,781,98.23899371069183
"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,720,90.56603773584906
"Gross PSD, Nonfinancial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,758,95.34591194968553
"Gross PSD, Nonfinancial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,781,98.23899371069183
"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,729,91.69811320754717
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,732,92.0754716981132
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,777,97.73584905660377
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,746,93.83647798742139
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,774,97.35849056603773
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,732,92.0754716981132
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,769,96.72955974842768
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,775,97.48427672955975
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,747,93.9622641509434
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,779,97.9874213836478
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,755,94.9685534591195
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,776,97.61006289308176
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,744,93.58490566037736
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,776,97.61006289308176
"Gross PSD, Nonfinancial Public Corp., Short-term, All instruments, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,748,94.0880503144654
"Gross PSD, Nonfinancial Public Corp., Short-term, Currency and deposits, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,773,97.23270440251572
"Gross PSD, Nonfinancial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,748,94.0880503144654
"Gross PSD, Nonfinancial Public Corp., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,773,97.23270440251572
"Gross PSD, Nonfinancial Public Corp., Short-term, Loans, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,746,93.83647798742139
"Gross PSD, Nonfinancial Public Corp., Short-term, Other accounts payable, Nominal Value, % of GDP",QPSDNonfinancialPublicCorpIndicator,767,96.47798742138365
"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",QPSDTotalPublicSectorIndicator,732,92.0754716981132
"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",QPSDTotalPublicSectorIndicator,726,91.32075471698113
"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",QPSDTotalPublicSectorIndicator,729,91.69811320754717
"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",QPSDTotalPublicSectorIndicator,729,91.69811320754717
"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",QPSDTotalPublicSectorIndicator,720,90.56603773584906
"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",QPSDTotalPublicSectorIndicator,752,94.59119496855347
"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",QPSDTotalPublicSectorIndicator,777,97.73584905660377
"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",QPSDTotalPublicSectorIndicator,720,90.56603773584906
"Gross PSD, Total, All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSDTotalPublicSectorIndicator,767,96.47798742138365
"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",QPSDTotalPublicSectorIndicator,720,90.56603773584906
"Gross PSD, Total, All maturities, Other accounts payable, Nominal Value, US$",QPSDTotalPublicSectorIndicator,747,93.9622641509434
"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",QPSDTotalPublicSectorIndicator,744,93.58490566037736
"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",QPSDTotalPublicSectorIndicator,726,91.32075471698113
"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",QPSDTotalPublicSectorIndicator,726,91.32075471698113
"Gross PSD, Total, Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",QPSDTotalPublicSectorIndicator,756,95.09433962264151
"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",QPSDTotalPublicSectorIndicator,726,91.32075471698113
"Gross PSD, Total, Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",QPSDTotalPublicSectorIndicator,760,95.59748427672956
"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",QPSDTotalPublicSectorIndicator,726,91.32075471698113
