Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Adequacy of social safety net programs (% of total welfare of beneficiary households),float64,4,158,4,0,4.869,42.339,97.531,0.0,16.158,8.711,17.768,3.231,1.802
Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),float64,1,161,1,0,8.716,8.716,99.383,0.0,8.716,8.716,,.,.
Adjusted net national income (annual % growth),float64,39,123,39,0,-9.099,31.541,75.926,0.0,6.439,5.367,7.863,2.446,0.988
Adjusted net national income (constant 2015 US$),float64,39,123,39,0,480234061.939,11135776814208.293,75.926,0.0,441174771809.628,49649987708.995,1780388195008.729,36.88,6.007
Adjusted net national income (current US$),float64,47,115,47,0,451921466.069,12732916907122.6,70.988,0.0,407526310247.379,33096515120.097,1854829358664.891,45.092,6.658
Adjusted net national income per capita (annual % growth),float64,39,123,39,0,-10.618,29.886,75.926,0.0,5.739,4.627,7.688,1.946,0.688
Adjusted net national income per capita (constant 2015 US$),float64,39,123,39,0,2305.722,11312.378,75.926,0.0,5301.959,4983.267,2082.06,1.199,1.029
Adjusted net national income per capita (current US$),float64,47,115,47,0,2709.305,11172.432,70.988,0.0,5485.946,5142.144,1977.337,0.057,0.738
"Adjusted net savings, excluding particulate emission damage (% of GNI)",float64,36,126,36,0,-7.419,31.051,77.778,0.0,7.649,6.797,8.562,0.239,0.599
"Adjusted net savings, excluding particulate emission damage (current US$)",float64,36,126,36,0,-3522261612.218,2953309412690.56,77.778,0.0,93713948478.465,3220798618.176,490842161198.66,35.8,5.976
"Adjusted net savings, including particulate emission damage (% of GNI)",float64,35,127,35,0,-8.082,30.806,78.395,0.0,7.529,6.706,8.642,0.233,0.544
"Adjusted net savings, including particulate emission damage (current US$)",float64,35,127,35,0,-3951544498.131,2869513259074.11,78.395,0.0,93305911847.768,2462753213.585,483667090945.464,34.811,5.893
Adjusted savings: carbon dioxide damage (% of GNI),float64,52,110,52,0,0.517,8.623,67.901,0.0,2.532,2.102,1.68,3.129,1.65
Adjusted savings: carbon dioxide damage (current US$),float64,54,108,54,0,434736.044,482501204649.873,66.667,0.0,13119376364.044,719096123.207,65488917888.943,52.586,7.209
Adjusted savings: consumption of fixed capital (% of GNI),float64,52,110,52,0,5.979,26.567,67.901,0.0,14.273,13.245,4.944,-0.035,0.552
Adjusted savings: consumption of fixed capital (current US$),float64,52,110,52,0,6679554.772,4661660943961.02,67.901,0.0,118706588820.626,3535447417.258,645530184802.323,50.92,7.104
Adjusted savings: education expenditure (% of GNI),float64,50,112,50,0,1.0,13.01,69.136,0.0,4.463,3.897,2.361,5.339,2.095
Adjusted savings: education expenditure (current US$),float64,48,114,48,0,14515584.53,314544773143.122,70.37,0.0,14824986314.705,1406479132.445,47256929613.902,36.116,5.763
Adjusted savings: energy depletion (% of GNI),float64,51,111,41,1,0.0,18.754,68.519,6.79,2.697,0.295,4.687,3.166,2.001
Adjusted savings: energy depletion (current US$),float64,53,109,43,1,0.0,121148953241.301,67.284,6.79,6829917085.483,199717599.201,17955071603.679,32.502,5.268
Adjusted savings: gross savings (% of GNI),float64,40,122,40,0,4.323,45.302,75.309,0.0,23.28,23.434,8.827,-0.01,-0.009
Adjusted savings: mineral depletion (% of GNI),float64,52,110,29,1,0.0,11.505,67.901,14.815,0.907,0.016,2.089,14.476,3.617
Adjusted savings: mineral depletion (current US$),float64,54,108,30,1,0.0,56606890821.586,66.667,15.432,3015724044.288,4144155.598,8805147806.041,26.589,4.759
Adjusted savings: natural resources depletion (% of GNI),float64,47,115,47,0,0.0,21.343,70.988,0.0,4.231,1.443,5.519,1.243,1.488
Adjusted savings: net forest depletion (% of GNI),float64,47,115,26,1,0.0,3.137,70.988,13.58,0.317,0.003,0.708,6.895,2.685
Adjusted savings: net forest depletion (current US$),float64,49,113,28,1,0.0,6355359642.278,69.753,13.58,174176198.932,191223.329,908534583.658,47.386,6.837
Adjusted savings: net national savings (% of GNI),float64,40,122,40,0,-5.451,29.009,75.309,0.0,9.418,7.689,8.817,-0.341,0.456
Adjusted savings: net national savings (current US$),float64,40,122,40,0,-15896717478.624,3299021688260.2,75.309,0.0,99375719371.192,5289626548.954,519926853528.744,39.653,6.285
Adjusted savings: particulate emission damage (% of GNI),float64,46,116,46,0,0.104,0.741,71.605,0.0,0.329,0.301,0.163,-0.085,0.881
Adjusted savings: particulate emission damage (current US$),float64,46,116,46,0,1556880.478,83796153616.442,71.605,0.0,2340204868.798,88410409.003,12323842680.401,45.255,6.704
"Adolescent fertility rate (births per 1,000 women ages 15-19)",float64,108,54,108,0,5.463,154.136,33.333,0.0,35.672,27.673,26.79,5.246,1.78
Adolescents out of school (% of lower secondary school age),float64,98,64,98,0,0.054,37.412,39.506,0.0,7.943,5.526,7.935,3.123,1.658
"Adolescents out of school, female (% of female lower secondary school age)",float64,76,86,76,0,0.02,39.116,53.086,0.0,9.209,6.893,8.34,3.556,1.734
"Adolescents out of school, male (% of male lower secondary school age)",float64,76,86,76,0,0.224,35.84,53.086,0.0,10.416,8.07,8.068,1.294,1.188
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,float64,72,90,44,14,100.0,170000.0,55.556,0.0,9121.111,1300.0,28169.85,25.939,5.005
Adults (ages 15-49) newly infected with HIV,float64,72,90,33,7,100.0,150000.0,55.556,0.0,6904.167,1000.0,24010.587,30.685,5.533
Age dependency ratio (% of working-age population),float64,162,0,162,0,32.265,73.088,0.0,0.0,51.514,50.058,8.706,0.158,0.525
"Age dependency ratio, old (% of working-age population)",float64,162,0,162,0,5.216,35.283,0.0,0.0,14.259,11.861,7.173,0.206,0.946
"Age dependency ratio, young (% of working-age population)",float64,162,0,162,0,20.295,65.001,0.0,0.0,37.255,33.425,12.289,-0.439,0.73
Agricultural irrigated land (% of total agricultural land),float64,15,147,15,0,0.35,74.359,90.741,0.0,13.853,9.308,18.854,8.08,2.643
Agricultural land (% of land area),float64,106,56,77,29,0.449,84.554,34.568,0.0,39.319,41.349,20.236,-0.489,0.193
Agricultural land (sq. km),float64,53,109,52,1,18.0,5206950.0,67.284,0.0,362968.797,46120.0,841395.329,21.755,4.285
Agricultural raw materials exports (% of merchandise exports),float64,122,40,122,0,0.009,10.466,24.691,0.0,1.844,0.847,2.031,2.413,1.527
Agricultural raw materials imports (% of merchandise imports),float64,122,40,122,0,0.1,2.952,24.691,0.0,1.227,1.023,0.664,-0.235,0.663
Agriculture census (Availability score over 20 years),float64,159,3,3,3,0.0,1.0,1.852,18.519,0.701,1.0,0.394,-0.865,-0.85
Agriculture survey (Availability score over 10 years),float64,159,3,4,4,0.0,1.0,1.852,50.0,0.331,0.0,0.4,-1.058,0.752
"Agriculture, forestry, and fishing, value added (% of GDP)",float64,157,5,157,0,0.8,24.966,3.086,0.0,7.584,7.147,4.202,1.828,1.085
"Agriculture, forestry, and fishing, value added (annual % growth)",float64,155,7,155,0,-33.267,50.255,4.321,0.0,0.67,1.254,9.835,5.595,0.455
"Agriculture, forestry, and fishing, value added (constant 2015 US$)",float64,155,7,155,0,36906041.694,1272151044574.505,4.321,0.0,36101117439.405,2003953113.589,169302266137.739,46.157,6.817
"Agriculture, forestry, and fishing, value added (constant LCU)",float64,155,7,155,0,41037400.0,1582522000000000.0,4.321,0.0,60229780045715.55,39775031300.0,290910758211535.0,21.816,4.842
"Agriculture, forestry, and fishing, value added (current LCU)",float64,157,5,157,0,50490400.0,1.8360183e+16,3.086,0.0,304864043348892.7,67566000000.0,1938657170847625.0,62.528,7.684
"Agriculture, forestry, and fishing, value added (current US$)",float64,155,7,155,0,27370370.37,1309261652668.677,4.321,0.0,39572496118.129,2836648624.019,178673012821.25,45.418,6.752
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",float64,141,21,141,0,726.011,270065.854,12.963,0.0,12203.789,5996.763,31991.293,46.869,6.744
"Air transport, freight (million ton-km)",float64,38,124,38,0,0.0,20961.212,76.543,0.0,1071.785,13.816,3678.104,24.742,4.821
"Air transport, passengers carried",float64,43,119,43,0,1589.285,440301216.0,73.457,0.0,17876601.718,968476.425,67993006.657,37.716,5.997
"Air transport, registered carrier departures worldwide",float64,43,119,43,0,20.0,3906386.0,73.457,0.0,163916.334,13969.0,600652.498,38.183,6.042
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",float64,49,113,49,0,0.0,92.749,69.753,0.617,54.924,62.145,28.365,-0.833,-0.619
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",float64,49,113,49,0,2.609,99.976,69.753,0.0,30.08,20.256,25.988,1.158,1.436
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",float64,49,113,47,1,0.0,73.867,69.753,1.852,13.817,9.504,16.227,6.009,2.286
"Annual freshwater withdrawals, total (% of internal resources)",float64,49,113,49,0,0.076,1867.972,69.753,0.0,76.02,12.383,286.689,33.896,5.669
"Annual freshwater withdrawals, total (billion cubic meters)",float64,50,112,50,0,0.005,568.48,69.136,0.0,29.508,3.146,86.326,32.458,5.407
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",float64,22,140,22,0,-3.98,12.87,86.42,0.0,2.015,1.965,3.56,3.488,1.147
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",float64,22,140,22,0,-4.71,7.83,86.42,0.0,1.328,1.055,2.62,1.352,0.276
Antiretroviral therapy coverage (% of people living with HIV),float64,72,90,49,18,26.0,93.0,55.556,0.0,59.639,61.5,16.309,-0.554,-0.107
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),float64,48,114,31,11,15.0,100.0,70.37,0.0,70.188,76.0,25.63,-0.845,-0.51
Aquaculture production (metric tons),float64,99,63,94,5,1.0,75388639.0,38.889,0.0,1887730.536,5208.0,10624387.528,43.337,6.576
Arable land (% of land area),float64,104,58,74,30,0.312,56.824,35.802,0.0,13.26,9.722,13.135,1.902,1.453
Arable land (hectares per person),float64,52,110,52,0,0.008,1.503,67.901,0.0,0.225,0.143,0.272,9.492,2.764
Arable land (hectares),float64,52,110,52,0,500.0,108862000.0,67.901,0.0,8392857.802,1016000.0,18629140.994,17.001,3.767
Arms exports (SIPRI trend indicator values),float64,27,135,24,3,0.0,2432000000.0,83.333,0.617,320814814.815,58000000.0,626906019.029,6.221,2.606
Arms imports (SIPRI trend indicator values),float64,90,72,65,11,0.0,4012000000.0,44.444,0.617,178355555.556,28500000.0,526034824.137,38.18,5.896
"Automated teller machines (ATMs) (per 100,000 adults)",float64,45,117,45,0,5.03,117.24,72.222,0.0,53.002,47.84,25.334,0.234,0.553
Availability of Comparable Poverty headcount ratio at $1.90 a day (5 year moving average),float64,162,0,3,3,0.0,1.0,0.0,43.827,0.549,1.0,0.493,-1.958,-0.2
"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",float64,162,0,2,2,0.0,1.0,0.0,11.111,0.889,1.0,0.315,4.293,-2.498
Average precipitation in depth (mm per year),float64,48,114,48,0,56.0,3240.0,70.37,0.0,1325.271,1372.5,899.24,-1.14,0.266
Average time to clear exports through customs (days),float64,14,148,14,0,1.1,20.5,91.358,0.0,6.743,5.6,5.688,1.845,1.463
Average transaction cost of sending remittances from a specific country (%),float64,21,141,21,0,1.483,14.713,87.037,0.0,5.724,4.596,3.82,0.388,1.072
Average transaction cost of sending remittances to a specific country (%),float64,94,68,94,0,0.0,19.63,41.975,0.617,3.63,2.895,2.959,12.603,3.08
Bank capital to assets ratio (%),float64,80,82,80,0,-1.323,40.01,50.617,0.0,10.196,9.558,4.46,25.318,3.647
Bank liquid reserves to bank assets ratio (%),float64,138,24,138,0,3.314,240.766,14.815,0.0,33.158,24.237,36.3,14.593,3.451
Bank nonperforming loans to total gross loans (%),float64,81,81,81,0,0.826,55.411,50.0,0.0,6.603,3.726,9.829,15.174,3.773
Battle-related deaths (number of people),float64,27,135,25,2,1.0,91685.0,83.333,0.0,6166.667,87.0,21808.201,11.778,3.554
Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),float64,2,160,2,0,1.175,3.315,98.765,0.0,2.245,2.245,1.513,.,.
Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),float64,4,158,4,0,7.129,24.3,97.531,0.0,15.201,14.687,7.667,-2.374,0.273
Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),float64,4,158,4,0,18.42,44.515,97.531,0.0,27.686,23.904,11.518,3.171,1.684
Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),float64,1,161,1,0,18.861,18.861,99.383,0.0,18.861,18.861,,.,.
"Binding coverage, all products (%)",float64,72,90,15,6,0.0,99.98,55.556,16.049,56.45,94.4,46.716,-1.875,-0.272
"Binding coverage, manufactured products (%)",float64,72,90,14,7,0.0,100.0,55.556,16.049,56.015,94.87,47.454,-1.921,-0.237
"Binding coverage, primary products (%)",float64,72,90,16,6,0.0,100.0,55.556,16.049,57.825,81.035,45.494,-1.734,-0.4
"Birth rate, crude (per 1,000 people)",float64,108,54,107,1,6.77,30.498,33.333,0.0,15.812,14.657,5.57,-0.306,0.605
Births attended by skilled health staff (% of total),float64,7,155,6,1,94.9,100.0,95.679,0.0,99.1,99.8,1.857,6.892,-2.619
"Borrowers from commercial banks (per 1,000 adults)",float64,90,72,90,0,37.662,984.775,44.444,0.0,311.208,280.256,193.623,2.336,1.459
"Bound rate, simple mean, all products (%)",float64,46,116,37,9,5.28,85.92,71.605,0.0,26.278,21.81,17.873,1.499,1.087
"Bound rate, simple mean, manufactured products (%)",float64,46,116,37,9,4.35,53.9,71.605,0.0,22.772,17.155,14.188,-0.813,0.465
"Bound rate, simple mean, primary products (%)",float64,46,116,37,9,5.69,119.19,71.605,0.0,32.483,27.54,25.201,2.443,1.496
Bribery incidence (% of firms experiencing at least one bribe payment request),float64,14,148,14,0,1.0,50.5,91.358,0.0,11.114,6.85,12.67,7.747,2.602
Broad money (% of GDP),float64,137,25,137,0,11.187,227.945,15.432,0.0,67.701,58.75,34.863,6.429,2.186
Broad money (current LCU),float64,137,25,137,0,821537568.49,8826531018815082.0,15.432,0.0,217317104637405.06,864673926124.177,1236707579127491.2,41.922,6.547
Broad money growth (annual %),float64,137,25,137,0,-20.264,158.549,15.432,0.0,13.019,8.884,18.012,33.71,4.988
Broad money to total reserves ratio,float64,135,27,135,0,0.276,31.894,16.667,0.0,3.487,2.724,3.234,45.452,5.794
Business process,float64,159,3,2,2,0.0,1.0,1.852,63.58,0.352,0.0,0.479,-1.63,0.625
Business/establishment census (Availability score over 20 years),float64,159,3,3,3,0.0,1.0,1.852,16.667,0.821,1.0,0.379,0.917,-1.688
Business/establishment survey (Availability score over 10 years),float64,159,3,4,4,0.0,1.0,1.852,59.259,0.339,0.0,0.452,-1.418,0.705
CPI base year,float64,159,3,3,3,0.0,1.0,1.852,34.568,0.425,0.5,0.365,-1.092,0.242
CPIA building human resources rating (1=low to 6=high),float64,30,132,4,3,3.0,5.0,81.481,0.0,3.9,4.0,0.675,-1.684,-0.152
CPIA business regulatory environment rating (1=low to 6=high),float64,30,132,4,4,2.5,4.0,81.481,0.0,3.2,3.25,0.466,-0.838,-0.099
CPIA debt policy rating (1=low to 6=high),float64,30,132,4,4,2.0,5.0,81.481,0.0,3.05,3.0,0.894,0.295,0.654
CPIA economic management cluster average (1=low to 6=high),float64,30,132,12,8,1.833,4.167,81.481,0.0,3.272,3.417,0.635,-0.706,-0.611
CPIA efficiency of revenue mobilization rating (1=low to 6=high),float64,30,132,4,4,2.5,4.0,81.481,0.0,3.5,3.5,0.455,0.379,-0.883
CPIA equity of public resource use rating (1=low to 6=high),float64,30,132,5,5,2.5,4.5,81.481,0.0,3.367,3.0,0.601,-0.777,0.555
CPIA financial sector rating (1=low to 6=high),float64,30,132,4,4,2.0,4.0,81.481,0.0,3.167,3.5,0.648,-0.261,-0.982
CPIA fiscal policy rating (1=low to 6=high),float64,30,132,6,5,1.5,4.0,81.481,0.0,3.1,3.0,0.607,0.62,-0.658
CPIA gender equality rating (1=low to 6=high),float64,30,132,3,3,3.0,4.0,81.481,0.0,3.4,3.5,0.381,-1.141,0.362
CPIA macroeconomic management rating (1=low to 6=high),float64,30,132,6,3,2.0,4.5,81.481,0.0,3.667,3.5,0.769,-1.237,-0.18
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),float64,30,132,8,6,2.7,3.9,81.481,0.0,3.477,3.5,0.39,-0.575,-0.753
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),float64,30,132,3,3,3.0,4.0,81.481,0.0,3.45,3.5,0.356,-0.912,0.147
CPIA property rights and rule-based governance rating (1=low to 6=high),float64,30,132,3,3,3.0,4.0,81.481,0.0,3.567,3.5,0.43,-1.62,-0.27
CPIA public sector management and institutions cluster average (1=low to 6=high),float64,30,132,8,7,2.8,3.8,81.481,0.0,3.413,3.5,0.297,-0.322,-0.622
CPIA quality of budgetary and financial management rating (1=low to 6=high),float64,30,132,4,4,2.5,4.0,81.481,0.0,3.067,3.0,0.469,-0.421,0.527
CPIA quality of public administration rating (1=low to 6=high),float64,30,132,4,3,2.0,3.5,81.481,0.0,3.183,3.5,0.482,1.6,-1.572
CPIA social protection rating (1=low to 6=high),float64,30,132,5,5,2.0,4.0,81.481,0.0,3.267,3.5,0.583,-0.284,-0.645
CPIA structural policies cluster average (1=low to 6=high),float64,30,132,5,5,2.5,4.167,81.481,0.0,3.439,3.5,0.476,0.176,-0.884
CPIA trade rating (1=low to 6=high),float64,30,132,4,4,3.0,4.5,81.481,0.0,3.95,4.0,0.422,0.813,-0.904
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",float64,30,132,4,4,3.0,4.5,81.481,0.0,3.75,3.75,0.41,-0.347,0.0
CRVS (WDI),float64,162,0,3,3,0.0,1.0,0.0,24.074,0.713,1.0,0.427,-0.961,-0.945
Capture fisheries production (metric tons),float64,103,59,99,3,0.0,13179077.02,36.42,1.852,703609.017,32130.0,2199088.832,20.769,4.444
Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),float64,147,15,147,0,-82.662,6029.677,9.259,0.0,292.759,137.124,876.923,29.261,5.319
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),float64,153,9,148,1,0.0,13259.639,5.556,3.704,356.195,20.243,1775.578,46.72,6.898
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),float64,153,9,148,1,0.0,12.402,5.556,3.704,3.623,2.667,2.664,0.817,1.144
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),float64,102,60,100,1,0.003,15.915,37.037,0.0,1.672,0.448,3.397,9.584,3.172
Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),float64,147,15,144,3,0.006,655.427,9.259,0.0,25.4,1.923,90.718,37.278,6.008
Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),float64,144,18,111,3,0.0,706.716,11.111,18.519,25.543,1.341,99.865,41.008,6.392
Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),float64,147,15,146,1,0.005,2874.023,9.259,0.0,73.38,1.766,397.756,45.105,6.795
Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),float64,153,9,131,10,0.0,1561.976,5.556,3.704,37.993,1.09,207.608,47.217,6.946
Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),float64,147,15,143,3,0.0,6472.947,9.259,1.852,160.172,4.63,872.95,45.427,6.82
Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),float64,147,15,147,0,0.025,1077.762,9.259,0.0,45.96,5.707,144.3,37.629,5.98
Carbon dioxide (CO2) emissions from Waste (Mt CO2e),float64,93,69,53,14,0.0,3.636,42.593,3.704,0.153,0.003,0.634,25.985,5.171
Carbon intensity of GDP (kg CO2e per 2021 PPP $),float64,149,13,144,1,0.0,0.689,8.025,3.704,0.204,0.167,0.146,1.339,1.304
Carbon intensity of GDP (kg CO2e per constant 2021 US$ of GDP),float64,152,10,147,1,0.0,1.913,6.173,3.704,0.567,0.415,0.437,1.121,1.222
Central government accounting status,float64,159,3,3,3,0.0,1.0,1.852,47.531,0.387,0.5,0.417,-1.42,0.447
"Central government debt, total (% of GDP)",float64,39,123,39,0,16.822,101.704,75.926,0.0,54.691,54.727,20.44,-0.601,0.106
"Central government debt, total (current LCU)",float64,39,123,39,0,15679040000.0,8880565529776930.0,75.926,0.0,478486716986640.1,5073987524917.23,1840678852282678.0,16.803,4.188
Cereal production (metric tons),float64,96,66,96,0,191.3,633293471.19,40.741,0.0,25394481.105,1415922.5,92821076.707,38.106,6.056
Cereal yield (kg per hectare),float64,96,66,96,0,494.0,31620.7,40.741,0.0,3951.028,3385.95,4337.606,31.066,5.196
Changes in inventories (constant LCU),float64,100,62,100,0,-389000000000.0,2270623664696800.0,38.272,0.617,47777112725106.71,4544298850.0,311617456945713.44,47.289,6.941
Changes in inventories (current LCU),float64,132,30,130,2,-59417000000000.0,1.3852045646007e+16,18.519,0.617,278058819583279.1,4342015800.0,1842026128580209.8,47.106,6.868
Changes in inventories (current US$),float64,130,32,130,0,-21162573122.572,222031231106.648,19.753,0.617,8250479219.515,483762369.085,30412189756.631,35.42,5.688
"Charges for the use of intellectual property, payments (BoP, current US$)",float64,131,31,129,1,13585.651,46894697500.69,19.136,0.0,1823782602.175,111820409.21,6775352216.073,36.049,5.968
"Charges for the use of intellectual property, receipts (BoP, current US$)",float64,112,50,112,0,7394.366,13306961003.81,30.864,0.0,418613394.337,7312922.817,1946695109.216,34.358,5.931
Chemicals (% of value added in manufacturing),float64,27,135,27,0,0.059,12.755,83.333,0.0,4.107,2.455,3.776,0.502,1.259
Children (0-14) living with HIV,float64,56,106,24,9,100.0,250000.0,65.432,0.0,10712.143,1000.0,44714.462,25.192,5.105
Children (ages 0-14) newly infected with HIV,float64,52,110,10,3,100.0,8000.0,67.901,0.0,643.654,200.0,1546.366,17.356,4.153
Children out of school (% of primary school age),float64,110,52,109,1,0.084,48.947,32.099,0.0,6.276,4.704,6.453,16.355,2.952
"Children out of school, female (% of female primary school age)",float64,77,85,77,0,0.164,82.811,52.469,0.0,8.716,7.5,9.816,43.258,5.792
"Children out of school, male (% of male primary school age)",float64,77,85,77,0,1.148,19.291,52.469,0.0,8.245,7.376,4.659,-0.768,0.549
"Children out of school, primary",float64,109,53,109,0,14.0,919817.0,32.716,0.0,74594.512,20873.0,148974.954,14.71,3.609
"Children out of school, primary, female",float64,76,86,76,0,15.0,408419.0,53.086,0.0,39244.118,12308.0,73818.737,15.183,3.699
"Children out of school, primary, male",float64,76,86,76,0,19.0,524454.0,53.086,0.0,49392.276,11787.0,96508.769,12.827,3.479
Claims on central government (annual growth as % of broad money),float64,139,23,139,0,-90.729,341.373,14.198,0.0,4.028,1.601,31.253,100.487,9.103
"Claims on central government, etc. (% GDP)",float64,141,21,141,0,-24.617,58.173,12.963,0.0,13.68,11.355,17.407,0.041,0.568
Claims on other sectors of the domestic economy (% of GDP),float64,73,89,73,0,18.839,170.243,54.938,0.0,57.262,51.016,33.996,2.953,1.779
Claims on other sectors of the domestic economy (annual growth as % of broad money),float64,133,29,133,0,-7.749,64.226,17.901,0.0,7.846,5.347,9.713,15.065,3.406
Claims on private sector (annual growth as % of broad money),float64,139,23,139,0,-25.95,52.39,14.198,0.0,6.627,4.441,8.96,12.398,2.537
Classification of household consumption,float64,159,3,2,2,0.0,1.0,1.852,17.284,0.824,1.0,0.382,0.96,-1.717
Classification of national industry,float64,159,3,3,3,0.0,1.0,1.852,9.259,0.755,1.0,0.332,-0.133,-1.019
Classification of status of employment,float64,159,3,2,2,0.0,1.0,1.852,14.198,0.855,1.0,0.353,2.188,-2.04
Coal rents (% of GDP),float64,50,112,25,1,0.0,4.893,69.136,16.049,0.257,0.0,0.788,25.938,4.818
"Commercial bank branches (per 100,000 adults)",float64,135,27,135,0,0.382,61.581,16.667,0.0,15.627,12.825,10.636,5.738,2.003
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",float64,112,50,110,1,-20863224000.0,68209819000.0,30.864,1.852,1006856517.857,13814000.0,7846663774.311,51.391,6.196
Commercial service exports (current US$),float64,141,21,141,0,1059451.586,370802235793.21,12.963,0.0,16975240232.365,3769611938.765,51490131395.772,35.176,5.802
Commercial service imports (current US$),float64,141,21,141,0,25656886.012,536911378461.7,12.963,0.0,21311048083.904,3437411166.195,70099998236.026,39.074,6.136
"Communications, computer, etc. (% of service exports, BoP)",float64,139,23,139,0,1.319,93.823,14.198,0.0,38.066,35.426,20.108,-0.879,0.188
"Communications, computer, etc. (% of service imports, BoP)",float64,139,23,139,0,7.291,86.302,14.198,0.0,36.903,36.699,15.223,0.126,0.395
Compensation of employees (% of expense),float64,71,91,71,0,5.163,50.384,56.173,0.0,23.08,21.179,12.553,-0.791,0.547
