CountryShortName,Year,IndicatorName,Value
Slovenia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",4.57
Spain,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",3.01
Sweden,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",0.64
Thailand,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",1.49
Togo,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",1.52
Tonga,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",7.79
Tunisia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",0.79
"Türkiye",2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",2.9
"United Kingdom",2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",0.85
Austria,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",0.35
Belgium,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",2.08
Benin,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",2.31
Bolivia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",0.69
Bulgaria,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",5.77
"Burkina Faso",2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",-1.1
Colombia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",0.73
"Côte d'Ivoire",2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",-0.67
Croatia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",5.81
Cyprus,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",3.11
Czechia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",3.97
Denmark,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",1.75
Estonia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",6.9
Finland,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",1.48
France,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",-0.48
Greece,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",3.79
Guinea-Bissau,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",-2.35
Hungary,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",6.15
Ireland,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",3.55
Israel,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",1.03
Italy,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",1.86
Jamaica,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",2.14
Kazakhstan,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",4.22
Kenya,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",-3.09
Korea,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",3.71
Latvia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",6.68
Lithuania,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",8.11
Luxembourg,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",3.14
Malaysia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",3.06
Mali,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",-3.99
Moldova,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",1.12
Montenegro,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",1.31
Netherlands,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",1.77
Niger,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",-1.97
Philippines,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",0.79
Poland,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",5.56
Portugal,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",3.32
Romania,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",13.46
Senegal,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",-1.09
Serbia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",7.83
"Slovak Republic",2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",1.29
Slovenia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",4.18
Spain,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",1.82
Sweden,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",0.99
Thailand,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",0.55
Togo,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",-2.59
Tonga,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",5.12
Tunisia,2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",0.94
"Türkiye",2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",3.49
"United Kingdom",2021.0,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",0.56
Argentina,2021.0,"Gini index",42.4
Armenia,2021.0,"Gini index",27.9
Austria,2021.0,"Gini index",30.7
Belgium,2021.0,"Gini index",26.6
Benin,2021.0,"Gini index",34.4
Bolivia,2021.0,"Gini index",40.9
Brazil,2021.0,"Gini index",52.9
Bulgaria,2021.0,"Gini index",39.0
"Burkina Faso",2021.0,"Gini index",37.4
Cameroon,2021.0,"Gini index",42.2
"Central African Republic",2021.0,"Gini index",43.0
China,2021.0,"Gini index",35.7
Colombia,2021.0,"Gini index",55.1
"Costa Rica",2021.0,"Gini index",48.7
"Côte d'Ivoire",2021.0,"Gini index",35.3
Croatia,2021.0,"Gini index",28.9
Cyprus,2021.0,"Gini index",31.3
Czechia,2021.0,"Gini index",26.2
Denmark,2021.0,"Gini index",28.3
"Dominican Republic",2021.0,"Gini index",38.5
Ecuador,2021.0,"Gini index",45.8
"El Salvador",2021.0,"Gini index",39.0
Estonia,2021.0,"Gini index",31.8
Finland,2021.0,"Gini index",27.7
France,2021.0,"Gini index",31.5
Georgia,2021.0,"Gini index",34.2
Greece,2021.0,"Gini index",32.9
Guinea-Bissau,2021.0,"Gini index",33.4
Hungary,2021.0,"Gini index",29.2
India,2021.0,"Gini index",32.8
Indonesia,2021.0,"Gini index",35.5
Iran,2021.0,"Gini index",35.5
Ireland,2021.0,"Gini index",30.1
Israel,2021.0,"Gini index",37.9
Italy,2021.0,"Gini index",34.8
Jamaica,2021.0,"Gini index",40.2
Kazakhstan,2021.0,"Gini index",29.2
Kenya,2021.0,"Gini index",38.7
Korea,2021.0,"Gini index",32.9
"Kyrgyz Republic",2021.0,"Gini index",28.8
Latvia,2021.0,"Gini index",34.3
Lithuania,2021.0,"Gini index",36.7
Luxembourg,2021.0,"Gini index",32.7
Malaysia,2021.0,"Gini index",40.7
Mali,2021.0,"Gini index",35.7
Moldova,2021.0,"Gini index",25.7
Montenegro,2021.0,"Gini index",34.3
Netherlands,2021.0,"Gini index",25.7
Niger,2021.0,"Gini index",32.9
Panama,2021.0,"Gini index",50.9
Paraguay,2021.0,"Gini index",42.9
Peru,2021.0,"Gini index",40.1
Philippines,2021.0,"Gini index",40.7
Poland,2021.0,"Gini index",28.5
Portugal,2021.0,"Gini index",34.6
Romania,2021.0,"Gini index",33.9
Russia,2021.0,"Gini index",35.1
Senegal,2021.0,"Gini index",36.2
Serbia,2021.0,"Gini index",33.1
"Slovak Republic",2021.0,"Gini index",24.1
Slovenia,2021.0,"Gini index",24.3
Spain,2021.0,"Gini index",33.9
Sweden,2021.0,"Gini index",29.8
Thailand,2021.0,"Gini index",34.9
Togo,2021.0,"Gini index",37.9
Tonga,2021.0,"Gini index",27.1
Tunisia,2021.0,"Gini index",33.7
"Türkiye",2021.0,"Gini index",44.4
"United Kingdom",2021.0,"Gini index",32.4
"United States",2021.0,"Gini index",39.7
Uruguay,2021.0,"Gini index",40.8
Argentina,2021.0,"Income share held by fourth 20%",22.5
Armenia,2021.0,"Income share held by fourth 20%",21.8
Austria,2021.0,"Income share held by fourth 20%",22.9
Belgium,2021.0,"Income share held by fourth 20%",22.4
Benin,2021.0,"Income share held by fourth 20%",22.1
Bolivia,2021.0,"Income share held by fourth 20%",22.4
Brazil,2021.0,"Income share held by fourth 20%",19.6
Bulgaria,2021.0,"Income share held by fourth 20%",21.9
"Burkina Faso",2021.0,"Income share held by fourth 20%",21.1
Cameroon,2021.0,"Income share held by fourth 20%",22.5
"Central African Republic",2021.0,"Income share held by fourth 20%",21.4
China,2021.0,"Income share held by fourth 20%",21.9
Colombia,2021.0,"Income share held by fourth 20%",18.8
"Costa Rica",2021.0,"Income share held by fourth 20%",20.6
"Côte d'Ivoire",2021.0,"Income share held by fourth 20%",21.8
Croatia,2021.0,"Income share held by fourth 20%",23.2
Cyprus,2021.0,"Income share held by fourth 20%",21.8
Czechia,2021.0,"Income share held by fourth 20%",22.0
Denmark,2021.0,"Income share held by fourth 20%",21.8
"Dominican Republic",2021.0,"Income share held by fourth 20%",21.5
Ecuador,2021.0,"Income share held by fourth 20%",21.2
"El Salvador",2021.0,"Income share held by fourth 20%",22.7
Estonia,2021.0,"Income share held by fourth 20%",23.1
Finland,2021.0,"Income share held by fourth 20%",22.3
France,2021.0,"Income share held by fourth 20%",22.5
Georgia,2021.0,"Income share held by fourth 20%",22.5
Greece,2021.0,"Income share held by fourth 20%",23.1
Guinea-Bissau,2021.0,"Income share held by fourth 20%",22.4
Hungary,2021.0,"Income share held by fourth 20%",22.0
India,2021.0,"Income share held by fourth 20%",22.5
Indonesia,2021.0,"Income share held by fourth 20%",21.7
Iran,2021.0,"Income share held by fourth 20%",22.5
Ireland,2021.0,"Income share held by fourth 20%",21.9
Israel,2021.0,"Income share held by fourth 20%",23.8
Italy,2021.0,"Income share held by fourth 20%",22.9
Jamaica,2021.0,"Income share held by fourth 20%",22.7
Kazakhstan,2021.0,"Income share held by fourth 20%",21.5
Kenya,2021.0,"Income share held by fourth 20%",20.6
Korea,2021.0,"Income share held by fourth 20%",23.2
"Kyrgyz Republic",2021.0,"Income share held by fourth 20%",21.9
Latvia,2021.0,"Income share held by fourth 20%",22.7
Lithuania,2021.0,"Income share held by fourth 20%",21.6
Luxembourg,2021.0,"Income share held by fourth 20%",23.1
Malaysia,2021.0,"Income share held by fourth 20%",22.1
Mali,2021.0,"Income share held by fourth 20%",21.6
Moldova,2021.0,"Income share held by fourth 20%",22.1
Montenegro,2021.0,"Income share held by fourth 20%",24.0
Netherlands,2021.0,"Income share held by fourth 20%",22.5
Niger,2021.0,"Income share held by fourth 20%",20.8
Panama,2021.0,"Income share held by fourth 20%",20.2
Paraguay,2021.0,"Income share held by fourth 20%",21.5
Peru,2021.0,"Income share held by fourth 20%",22.1
Philippines,2021.0,"Income share held by fourth 20%",20.8
Poland,2021.0,"Income share held by fourth 20%",22.6
Portugal,2021.0,"Income share held by fourth 20%",21.7
Romania,2021.0,"Income share held by fourth 20%",24.0
Russia,2021.0,"Income share held by fourth 20%",22.7
Senegal,2021.0,"Income share held by fourth 20%",21.6
Serbia,2021.0,"Income share held by fourth 20%",22.6
"Slovak Republic",2021.0,"Income share held by fourth 20%",23.4
Slovenia,2021.0,"Income share held by fourth 20%",22.4
Spain,2021.0,"Income share held by fourth 20%",23.6
Sweden,2021.0,"Income share held by fourth 20%",23.2
Thailand,2021.0,"Income share held by fourth 20%",22.5
Togo,2021.0,"Income share held by fourth 20%",21.6
Tonga,2021.0,"Income share held by fourth 20%",22.7
Tunisia,2021.0,"Income share held by fourth 20%",21.9
"Türkiye",2021.0,"Income share held by fourth 20%",21.0
"United Kingdom",2021.0,"Income share held by fourth 20%",23.0
"United States",2021.0,"Income share held by fourth 20%",22.2
Uruguay,2021.0,"Income share held by fourth 20%",22.2
Argentina,2021.0,"Income share held by highest 10%",31.2
Armenia,2021.0,"Income share held by highest 10%",23.6
Austria,2021.0,"Income share held by highest 10%",23.8
Belgium,2021.0,"Income share held by highest 10%",21.9
Benin,2021.0,"Income share held by highest 10%",27.2
Bolivia,2021.0,"Income share held by highest 10%",30.3
Brazil,2021.0,"Income share held by highest 10%",41.6
Bulgaria,2021.0,"Income share held by highest 10%",29.9
"Burkina Faso",2021.0,"Income share held by highest 10%",30.2
Cameroon,2021.0,"Income share held by highest 10%",31.1
"Central African Republic",2021.0,"Income share held by highest 10%",33.1
China,2021.0,"Income share held by highest 10%",28.2
Colombia,2021.0,"Income share held by highest 10%",43.7
"Costa Rica",2021.0,"Income share held by highest 10%",37.2
"Côte d'Ivoire",2021.0,"Income share held by highest 10%",27.8
Croatia,2021.0,"Income share held by highest 10%",22.3
Cyprus,2021.0,"Income share held by highest 10%",25.7
Czechia,2021.0,"Income share held by highest 10%",22.2
Denmark,2021.0,"Income share held by highest 10%",23.8
"Dominican Republic",2021.0,"Income share held by highest 10%",30.2
Ecuador,2021.0,"Income share held by highest 10%",34.7
"El Salvador",2021.0,"Income share held by highest 10%",29.0
Estonia,2021.0,"Income share held by highest 10%",24.3
Finland,2021.0,"Income share held by highest 10%",22.9
France,2021.0,"Income share held by highest 10%",24.9
Georgia,2021.0,"Income share held by highest 10%",26.2
Greece,2021.0,"Income share held by highest 10%",24.8
Guinea-Bissau,2021.0,"Income share held by highest 10%",26.1
Hungary,2021.0,"Income share held by highest 10%",24.1
India,2021.0,"Income share held by highest 10%",25.5
Indonesia,2021.0,"Income share held by highest 10%",28.3
Iran,2021.0,"Income share held by highest 10%",27.2
Ireland,2021.0,"Income share held by highest 10%",24.8
Israel,2021.0,"Income share held by highest 10%",26.6
Italy,2021.0,"Income share held by highest 10%",26.2
Jamaica,2021.0,"Income share held by highest 10%",29.9
Kazakhstan,2021.0,"Income share held by highest 10%",24.8
Kenya,2021.0,"Income share held by highest 10%",31.8
Korea,2021.0,"Income share held by highest 10%",24.6
"Kyrgyz Republic",2021.0,"Income share held by highest 10%",24.2
Latvia,2021.0,"Income share held by highest 10%",26.2
Lithuania,2021.0,"Income share held by highest 10%",29.1
Luxembourg,2021.0,"Income share held by highest 10%",24.5
Malaysia,2021.0,"Income share held by highest 10%",30.9
Mali,2021.0,"Income share held by highest 10%",28.3
Moldova,2021.0,"Income share held by highest 10%",22.1
Montenegro,2021.0,"Income share held by highest 10%",24.7
Netherlands,2021.0,"Income share held by highest 10%",21.4
Niger,2021.0,"Income share held by highest 10%",27.8
Panama,2021.0,"Income share held by highest 10%",39.3
Paraguay,2021.0,"Income share held by highest 10%",33.1
Peru,2021.0,"Income share held by highest 10%",30.5
Philippines,2021.0,"Income share held by highest 10%",32.5
Poland,2021.0,"Income share held by highest 10%",22.8
Portugal,2021.0,"Income share held by highest 10%",27.5
Romania,2021.0,"Income share held by highest 10%",24.0
Russia,2021.0,"Income share held by highest 10%",26.6
Senegal,2021.0,"Income share held by highest 10%",28.8
Serbia,2021.0,"Income share held by highest 10%",25.9
"Slovak Republic",2021.0,"Income share held by highest 10%",19.1
Slovenia,2021.0,"Income share held by highest 10%",20.6
Spain,2021.0,"Income share held by highest 10%",24.7
Sweden,2021.0,"Income share held by highest 10%",22.7
Thailand,2021.0,"Income share held by highest 10%",27.1
Togo,2021.0,"Income share held by highest 10%",29.6
Tonga,2021.0,"Income share held by highest 10%",22.0
Tunisia,2021.0,"Income share held by highest 10%",27.0
"Türkiye",2021.0,"Income share held by highest 10%",34.7
"United Kingdom",2021.0,"Income share held by highest 10%",24.6
"United States",2021.0,"Income share held by highest 10%",29.7
Uruguay,2021.0,"Income share held by highest 10%",30.8
Argentina,2021.0,"Income share held by highest 20%",47.8
Armenia,2021.0,"Income share held by highest 20%",37.7
Austria,2021.0,"Income share held by highest 20%",38.4
Belgium,2021.0,"Income share held by highest 20%",36.0
Benin,2021.0,"Income share held by highest 20%",42.3
Bolivia,2021.0,"Income share held by highest 20%",46.7
Brazil,2021.0,"Income share held by highest 20%",57.5
Bulgaria,2021.0,"Income share held by highest 20%",45.6
"Burkina Faso",2021.0,"Income share held by highest 20%",45.3
Cameroon,2021.0,"Income share held by highest 20%",47.9
"Central African Republic",2021.0,"Income share held by highest 20%",49.2
China,2021.0,"Income share held by highest 20%",43.6
Colombia,2021.0,"Income share held by highest 20%",59.8
"Costa Rica",2021.0,"Income share held by highest 20%",54.1
"Côte d'Ivoire",2021.0,"Income share held by highest 20%",43.3
Croatia,2021.0,"Income share held by highest 20%",37.1
Cyprus,2021.0,"Income share held by highest 20%",40.1
Czechia,2021.0,"Income share held by highest 20%",36.3
Denmark,2021.0,"Income share held by highest 20%",37.8
"Dominican Republic",2021.0,"Income share held by highest 20%",45.7
Ecuador,2021.0,"Income share held by highest 20%",51.3
"El Salvador",2021.0,"Income share held by highest 20%",45.0
Estonia,2021.0,"Income share held by highest 20%",39.9
Finland,2021.0,"Income share held by highest 20%",37.1
France,2021.0,"Income share held by highest 20%",39.4
Georgia,2021.0,"Income share held by highest 20%",41.5
Greece,2021.0,"Income share held by highest 20%",40.1
Guinea-Bissau,2021.0,"Income share held by highest 20%",41.6
Hungary,2021.0,"Income share held by highest 20%",38.1
India,2021.0,"Income share held by highest 20%",41.0
Indonesia,2021.0,"Income share held by highest 20%",43.5
Iran,2021.0,"Income share held by highest 20%",42.8
Ireland,2021.0,"Income share held by highest 20%",39.2
Israel,2021.0,"Income share held by highest 20%",43.0
Italy,2021.0,"Income share held by highest 20%",41.5
Jamaica,2021.0,"Income share held by highest 20%",46.1
Kazakhstan,2021.0,"Income share held by highest 20%",39.3
Kenya,2021.0,"Income share held by highest 20%",46.6
Korea,2021.0,"Income share held by highest 20%",40.0
"Kyrgyz Republic",2021.0,"Income share held by highest 20%",38.5
Latvia,2021.0,"Income share held by highest 20%",41.5
Lithuania,2021.0,"Income share held by highest 20%",44.1
Luxembourg,2021.0,"Income share held by highest 20%",40.0
Malaysia,2021.0,"Income share held by highest 20%",46.9
Mali,2021.0,"Income share held by highest 20%",43.9
Moldova,2021.0,"Income share held by highest 20%",36.0
Montenegro,2021.0,"Income share held by highest 20%",40.4
Netherlands,2021.0,"Income share held by highest 20%",35.2
Niger,2021.0,"Income share held by highest 20%",42.2
Panama,2021.0,"Income share held by highest 20%",55.6
Paraguay,2021.0,"Income share held by highest 20%",48.9
Peru,2021.0,"Income share held by highest 20%",46.3
Philippines,2021.0,"Income share held by highest 20%",48.0
Poland,2021.0,"Income share held by highest 20%",37.3
Portugal,2021.0,"Income share held by highest 20%",42.6
Romania,2021.0,"Income share held by highest 20%",39.9
Russia,2021.0,"Income share held by highest 20%",42.4
Senegal,2021.0,"Income share held by highest 20%",43.9
Serbia,2021.0,"Income share held by highest 20%",40.3
"Slovak Republic",2021.0,"Income share held by highest 20%",33.3
Slovenia,2021.0,"Income share held by highest 20%",34.6
Spain,2021.0,"Income share held by highest 20%",40.4
Sweden,2021.0,"Income share held by highest 20%",37.7
Thailand,2021.0,"Income share held by highest 20%",42.7
Togo,2021.0,"Income share held by highest 20%",45.2
Tonga,2021.0,"Income share held by highest 20%",36.6
Tunisia,2021.0,"Income share held by highest 20%",41.6
"Türkiye",2021.0,"Income share held by highest 20%",50.1
"United Kingdom",2021.0,"Income share held by highest 20%",39.7
"United States",2021.0,"Income share held by highest 20%",45.7
Uruguay,2021.0,"Income share held by highest 20%",46.8
Argentina,2021.0,"Income share held by lowest 10%",1.8
Armenia,2021.0,"Income share held by lowest 10%",4.0
Austria,2021.0,"Income share held by lowest 10%",2.8
Belgium,2021.0,"Income share held by lowest 10%",3.6
Benin,2021.0,"Income share held by lowest 10%",3.1
Bolivia,2021.0,"Income share held by lowest 10%",1.8
Brazil,2021.0,"Income share held by lowest 10%",1.0
Bulgaria,2021.0,"Income share held by lowest 10%",2.0
"Burkina Faso",2021.0,"Income share held by lowest 10%",3.0
Cameroon,2021.0,"Income share held by lowest 10%",2.1
"Central African Republic",2021.0,"Income share held by lowest 10%",2.1
China,2021.0,"Income share held by lowest 10%",3.2
Colombia,2021.0,"Income share held by lowest 10%",1.0
"Costa Rica",2021.0,"Income share held by lowest 10%",1.6
"Côte d'Ivoire",2021.0,"Income share held by lowest 10%",3.1
Croatia,2021.0,"Income share held by lowest 10%",3.1
Cyprus,2021.0,"Income share held by lowest 10%",3.5
Czechia,2021.0,"Income share held by lowest 10%",3.9
Denmark,2021.0,"Income share held by lowest 10%",3.7
"Dominican Republic",2021.0,"Income share held by lowest 10%",2.6
Ecuador,2021.0,"Income share held by lowest 10%",1.6
"El Salvador",2021.0,"Income share held by lowest 10%",1.9
Estonia,2021.0,"Income share held by lowest 10%",3.1
Finland,2021.0,"Income share held by lowest 10%",3.8
France,2021.0,"Income share held by lowest 10%",2.9
Georgia,2021.0,"Income share held by lowest 10%",2.7
Greece,2021.0,"Income share held by lowest 10%",2.6
Guinea-Bissau,2021.0,"Income share held by lowest 10%",3.4
Hungary,2021.0,"Income share held by lowest 10%",3.5
India,2021.0,"Income share held by lowest 10%",3.3
Indonesia,2021.0,"Income share held by lowest 10%",3.2
Iran,2021.0,"Income share held by lowest 10%",2.7
Ireland,2021.0,"Income share held by lowest 10%",3.6
Israel,2021.0,"Income share held by lowest 10%",2.0
Italy,2021.0,"Income share held by lowest 10%",2.3
Jamaica,2021.0,"Income share held by lowest 10%",2.2
Kazakhstan,2021.0,"Income share held by lowest 10%",4.3
Kenya,2021.0,"Income share held by lowest 10%",2.9
Korea,2021.0,"Income share held by lowest 10%",2.9
"Kyrgyz Republic",2021.0,"Income share held by lowest 10%",4.1
Latvia,2021.0,"Income share held by lowest 10%",2.6
Lithuania,2021.0,"Income share held by lowest 10%",2.6
Luxembourg,2021.0,"Income share held by lowest 10%",2.8
Malaysia,2021.0,"Income share held by lowest 10%",2.3
Mali,2021.0,"Income share held by lowest 10%",3.2
Moldova,2021.0,"Income share held by lowest 10%",4.3
Montenegro,2021.0,"Income share held by lowest 10%",2.1
Netherlands,2021.0,"Income share held by lowest 10%",3.6
Niger,2021.0,"Income share held by lowest 10%",3.8
Panama,2021.0,"Income share held by lowest 10%",1.2
Paraguay,2021.0,"Income share held by lowest 10%",2.1
Peru,2021.0,"Income share held by lowest 10%",2.1
Philippines,2021.0,"Income share held by lowest 10%",2.7
Poland,2021.0,"Income share held by lowest 10%",3.4
Portugal,2021.0,"Income share held by lowest 10%",2.8
Romania,2021.0,"Income share held by lowest 10%",1.9
Russia,2021.0,"Income share held by lowest 10%",2.7
Senegal,2021.0,"Income share held by lowest 10%",3.0
Serbia,2021.0,"Income share held by lowest 10%",2.5
"Slovak Republic",2021.0,"Income share held by lowest 10%",3.4
Slovenia,2021.0,"Income share held by lowest 10%",4.2
Spain,2021.0,"Income share held by lowest 10%",2.2
Sweden,2021.0,"Income share held by lowest 10%",2.8
Thailand,2021.0,"Income share held by lowest 10%",3.2
Togo,2021.0,"Income share held by lowest 10%",2.8
Tonga,2021.0,"Income share held by lowest 10%",4.0
Tunisia,2021.0,"Income share held by lowest 10%",3.1
"Türkiye",2021.0,"Income share held by lowest 10%",2.0
"United Kingdom",2021.0,"Income share held by lowest 10%",3.0
