Column,missing_count,missing_percent,Source Table
GOAL 5: Gender Equality (5 year moving average),0,0.0,SPIIndicator
GOAL 6: Clean Water and Sanitation (5 year moving average),0,0.0,SPIIndicator
GOAL 7: Affordable and Clean Energy (5 year moving average),0,0.0,SPIIndicator
GOAL 8: Decent Work and Economic Growth (5 year moving average),0,0.0,SPIIndicator
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",0,0.0,SPIIndicator
Health/Demographic survey (Availability score over 10 years),0,0.0,SPIIndicator
Labor Force Survey (Availability score over 10 years),0,0.0,SPIIndicator
Labor force participation rate by sex and age (%),0,0.0,SPIIndicator
Pillar 3 - Data Products - Score,144,4.98960498960499,SPIIndicator
Population & Housing census (Availability score over 20 years),0,0.0,SPIIndicator
Quality of Debt service data according to World Bank,0,0.0,SPIIndicator
Safely Managed Drinking Water,0,0.0,SPIIndicator
Adjusted net national income (current US$),49,1.6978516978516978,WDIEconomicIndicator
Adjusted net national income per capita (current US$),49,1.6978516978516978,WDIEconomicIndicator
Adjusted savings: carbon dioxide damage (% of GNI),4,0.1386001386001386,WDIEconomicIndicator
Adjusted savings: consumption of fixed capital (% of GNI),4,0.1386001386001386,WDIEconomicIndicator
Adjusted savings: education expenditure (% of GNI),29,1.0048510048510049,WDIEconomicIndicator
Adjusted savings: energy depletion (% of GNI),13,0.45045045045045046,WDIEconomicIndicator
Adjusted savings: mineral depletion (% of GNI),4,0.1386001386001386,WDIEconomicIndicator
Adjusted savings: mineral depletion (current US$),0,0.0,WDIEconomicIndicator
Adjusted savings: natural resources depletion (% of GNI),49,1.6978516978516978,WDIEconomicIndicator
Adjusted savings: net forest depletion (% of GNI),40,1.386001386001386,WDIEconomicIndicator
Adjusted savings: particulate emission damage (% of GNI),26,0.9009009009009009,WDIEconomicIndicator
"Agriculture, forestry, and fishing, value added (% of GDP)",12,0.4158004158004158,WDIEconomicIndicator
"Agriculture, forestry, and fishing, value added (annual % growth)",39,1.3513513513513513,WDIEconomicIndicator
"Agriculture, forestry, and fishing, value added (constant 2015 US$)",41,1.4206514206514207,WDIEconomicIndicator
"Agriculture, forestry, and fishing, value added (current US$)",12,0.4158004158004158,WDIEconomicIndicator
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",41,1.4206514206514207,WDIEconomicIndicator
"Charges for the use of intellectual property, payments (BoP, current US$)",553,19.16146916146916,WDIEconomicIndicator
"Communications, computer, etc. (% of service exports, BoP)",114,3.9501039501039505,WDIEconomicIndicator
"Communications, computer, etc. (% of service imports, BoP)",119,4.123354123354123,WDIEconomicIndicator
Exports of goods and services (% of GDP),217,7.519057519057519,WDIEconomicIndicator
"Exports of goods and services (BoP, current US$)",72,2.494802494802495,WDIEconomicIndicator
Exports of goods and services (annual % growth),352,12.196812196812196,WDIEconomicIndicator
Exports of goods and services (constant 2015 US$),369,12.785862785862786,WDIEconomicIndicator
Exports of goods and services (current US$),217,7.519057519057519,WDIEconomicIndicator
"Exports of goods, services and primary income (BoP, current US$)",74,2.564102564102564,WDIEconomicIndicator
External balance on goods and services (% of GDP),217,7.519057519057519,WDIEconomicIndicator
Final consumption expenditure (annual % growth),349,12.092862092862093,WDIEconomicIndicator
Final consumption expenditure (constant 2015 US$),357,12.37006237006237,WDIEconomicIndicator
Final consumption expenditure (current US$),230,7.969507969507969,WDIEconomicIndicator
"Foreign direct investment, net inflows (% of GDP)",30,1.0395010395010396,WDIEconomicIndicator
"Foreign direct investment, net inflows (BoP, current US$)",30,1.0395010395010396,WDIEconomicIndicator
"Foreign direct investment, net outflows (% of GDP)",263,9.112959112959112,WDIEconomicIndicator
"Foreign direct investment, net outflows (BoP, current US$)",263,9.112959112959112,WDIEconomicIndicator
GDP (constant 2015 US$),9,0.31185031185031187,WDIEconomicIndicator
GDP (current US$),0,0.0,WDIEconomicIndicator
GDP growth (annual %),1,0.03465003465003465,WDIEconomicIndicator
GDP per capita (constant 2015 US$),9,0.31185031185031187,WDIEconomicIndicator
GDP per capita (current US$),0,0.0,WDIEconomicIndicator
GDP per capita growth (annual %),1,0.03465003465003465,WDIEconomicIndicator
"GDP per capita, PPP (constant 2021 international $)",21,0.7276507276507277,WDIEconomicIndicator
"GDP per capita, PPP (current international $)",12,0.4158004158004158,WDIEconomicIndicator
"GDP, PPP (constant 2021 international $)",21,0.7276507276507277,WDIEconomicIndicator
"GDP, PPP (current international $)",12,0.4158004158004158,WDIEconomicIndicator
GNI (current US$),3,0.10395010395010396,WDIEconomicIndicator
"GNI per capita, Atlas method (current US$)",5,0.17325017325017325,WDIEconomicIndicator
"GNI per capita, PPP (current international $)",15,0.5197505197505198,WDIEconomicIndicator
"GNI, Atlas method (current US$)",5,0.17325017325017325,WDIEconomicIndicator
"GNI, PPP (current international $)",15,0.5197505197505198,WDIEconomicIndicator
General government final consumption expenditure (% of GDP),246,8.523908523908524,WDIEconomicIndicator
General government final consumption expenditure (annual % growth),396,13.721413721413722,WDIEconomicIndicator
General government final consumption expenditure (constant 2015 US$),399,13.825363825363826,WDIEconomicIndicator
General government final consumption expenditure (current US$),246,8.523908523908524,WDIEconomicIndicator
"Goods exports (BoP, current US$)",72,2.494802494802495,WDIEconomicIndicator
"Goods imports (BoP, current US$)",72,2.494802494802495,WDIEconomicIndicator
Gross capital formation (% of GDP),225,7.796257796257796,WDIEconomicIndicator
Gross capital formation (current US$),225,7.796257796257796,WDIEconomicIndicator
Gross domestic savings (% of GDP),230,7.969507969507969,WDIEconomicIndicator
Gross domestic savings (current US$),230,7.969507969507969,WDIEconomicIndicator
Gross fixed capital formation (% of GDP),273,9.45945945945946,WDIEconomicIndicator
Gross fixed capital formation (current US$),273,9.45945945945946,WDIEconomicIndicator
Gross national expenditure (current US$),249,8.627858627858629,WDIEconomicIndicator
Gross savings (% of GDP),302,10.464310464310463,WDIEconomicIndicator
Gross savings (% of GNI),302,10.464310464310463,WDIEconomicIndicator
Gross value added at basic prices (GVA) (constant 2015 US$),175,6.063756063756063,WDIEconomicIndicator
Gross value added at basic prices (GVA) (current US$),131,4.53915453915454,WDIEconomicIndicator
Household and NPISHs Final consumption expenditure (annual % growth),378,13.097713097713099,WDIEconomicIndicator
Household and NPISHs Final consumption expenditure (current US$),246,8.523908523908524,WDIEconomicIndicator
Household final consumption expenditure per capita growth (annual %),407,14.102564102564102,WDIEconomicIndicator
Households and NPISHs Final consumption expenditure (constant 2015 US$),382,13.236313236313235,WDIEconomicIndicator
"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",434,15.038115038115038,WDIEconomicIndicator
"Households and NPISHs Final consumption expenditure, PPP (current international $)",284,9.84060984060984,WDIEconomicIndicator
Households and NPISHs final consumption expenditure (% of GDP),246,8.523908523908524,WDIEconomicIndicator
Households and NPISHs final consumption expenditure per capita (constant 2015 US$),382,13.236313236313235,WDIEconomicIndicator
Imports of goods and services (% of GDP),217,7.519057519057519,WDIEconomicIndicator
"Imports of goods and services (BoP, current US$)",72,2.494802494802495,WDIEconomicIndicator
Imports of goods and services (annual % growth),352,12.196812196812196,WDIEconomicIndicator
Imports of goods and services (constant 2015 US$),369,12.785862785862786,WDIEconomicIndicator
Imports of goods and services (current US$),217,7.519057519057519,WDIEconomicIndicator
"Imports of goods, services and primary income (BoP, current US$)",72,2.494802494802495,WDIEconomicIndicator
"Industry (including construction), value added (% of GDP)",21,0.7276507276507277,WDIEconomicIndicator
"Industry (including construction), value added (annual % growth)",47,1.6285516285516284,WDIEconomicIndicator
"Industry (including construction), value added (constant 2015 US$)",47,1.6285516285516284,WDIEconomicIndicator
"Industry (including construction), value added (current US$)",21,0.7276507276507277,WDIEconomicIndicator
"Industry (including construction), value added per worker (constant 2015 US$)",47,1.6285516285516284,WDIEconomicIndicator
"Insurance and financial services (% of service exports, BoP)",254,8.8011088011088,WDIEconomicIndicator
"Insurance and financial services (% of service imports, BoP)",130,4.504504504504505,WDIEconomicIndicator
"Manufacturing, value added (% of GDP)",144,4.98960498960499,WDIEconomicIndicator
"Manufacturing, value added (annual % growth)",195,6.756756756756757,WDIEconomicIndicator
"Manufacturing, value added (constant 2015 US$)",200,6.93000693000693,WDIEconomicIndicator
"Manufacturing, value added (current US$)",144,4.98960498960499,WDIEconomicIndicator
Net primary income (Net income from abroad) (current US$),31,1.074151074151074,WDIEconomicIndicator
"Personal remittances, paid (current US$)",152,5.2668052668052665,WDIEconomicIndicator
"Personal remittances, received (% of GDP)",21,0.7276507276507277,WDIEconomicIndicator
"Personal remittances, received (current US$)",21,0.7276507276507277,WDIEconomicIndicator
"Personal transfers, receipts (BoP, current US$)",568,19.68121968121968,WDIEconomicIndicator
"Portfolio equity, net inflows (BoP, current US$)",412,14.275814275814275,WDIEconomicIndicator
Price level ratio of PPP conversion factor (GDP) to market exchange rate,12,0.4158004158004158,WDIEconomicIndicator
"Primary income payments (BoP, current US$)",72,2.494802494802495,WDIEconomicIndicator
"Primary income receipts (BoP, current US$)",74,2.564102564102564,WDIEconomicIndicator
"Secondary income receipts (BoP, current US$)",140,4.851004851004851,WDIEconomicIndicator
"Secondary income, other sectors, payments (BoP, current US$)",149,5.162855162855163,WDIEconomicIndicator
"Service exports (BoP, current US$)",72,2.494802494802495,WDIEconomicIndicator
"Service imports (BoP, current US$)",72,2.494802494802495,WDIEconomicIndicator
"Services, value added (% of GDP)",22,0.7623007623007623,WDIEconomicIndicator
"Services, value added (annual % growth)",61,2.1136521136521136,WDIEconomicIndicator
"Services, value added (constant 2015 US$)",57,1.9750519750519753,WDIEconomicIndicator
"Services, value added (current US$)",22,0.7623007623007623,WDIEconomicIndicator
"Services, value added per worker (constant 2015 US$)",57,1.9750519750519753,WDIEconomicIndicator
Total reserves in months of imports,252,8.731808731808732,WDIEconomicIndicator
Trade (% of GDP),217,7.519057519057519,WDIEconomicIndicator
Trade in services (% of GDP),72,2.494802494802495,WDIEconomicIndicator
"Transport services (% of service exports, BoP)",137,4.747054747054747,WDIEconomicIndicator
"Transport services (% of service imports, BoP)",119,4.123354123354123,WDIEconomicIndicator
"Travel services (% of service exports, BoP)",122,4.227304227304227,WDIEconomicIndicator
"Travel services (% of service imports, BoP)",113,3.9154539154539156,WDIEconomicIndicator
"Compulsory education, duration (years)",216,7.484407484407485,WDIEducationIndicator
Lower secondary school starting age (years),2,0.0693000693000693,WDIEducationIndicator
"Preprimary education, duration (years)",410,14.206514206514207,WDIEducationIndicator
"Primary education, duration (years)",0,0.0,WDIEducationIndicator
"Primary education, pupils",281,9.736659736659735,WDIEducationIndicator
"Primary education, teachers",676,23.423423423423422,WDIEducationIndicator
Primary school starting age (years),0,0.0,WDIEducationIndicator
"School enrollment, primary (% gross)",335,11.607761607761608,WDIEducationIndicator
"School enrollment, primary, female (% gross)",340,11.781011781011781,WDIEducationIndicator
"School enrollment, primary, male (% gross)",340,11.781011781011781,WDIEducationIndicator
"School enrollment, primary, private (% of total primary)",585,20.27027027027027,WDIEducationIndicator
"School enrollment, secondary (% gross)",692,23.977823977823977,WDIEducationIndicator
"Secondary education, duration (years)",2,0.0693000693000693,WDIEducationIndicator
"Secondary education, pupils",628,21.76022176022176,WDIEducationIndicator
"Access to clean fuels and technologies for cooking, rural (% of rural population)",48,1.6632016632016633,WDIEnvironmentIndicator
"Access to clean fuels and technologies for cooking, urban (% of urban population)",48,1.6632016632016633,WDIEnvironmentIndicator
Access to electricity (% of population),0,0.0,WDIEnvironmentIndicator
"Access to electricity, rural (% of rural population)",92,3.187803187803188,WDIEnvironmentIndicator
"Access to electricity, urban (% of urban population)",0,0.0,WDIEnvironmentIndicator
Agricultural land (% of land area),8,0.2772002772002772,WDIEnvironmentIndicator
Agricultural land (sq. km),0,0.0,WDIEnvironmentIndicator
Aquaculture production (metric tons),104,3.6036036036036037,WDIEnvironmentIndicator
Arable land (% of land area),8,0.2772002772002772,WDIEnvironmentIndicator
Arable land (hectares per person),0,0.0,WDIEnvironmentIndicator
Capture fisheries production (metric tons),0,0.0,WDIEnvironmentIndicator
Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),25,0.8662508662508662,WDIEnvironmentIndicator
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),25,0.8662508662508662,WDIEnvironmentIndicator
Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),79,2.7373527373527375,WDIEnvironmentIndicator
Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),218,7.553707553707553,WDIEnvironmentIndicator
Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),218,7.553707553707553,WDIEnvironmentIndicator
Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),202,6.999306999307,WDIEnvironmentIndicator
Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),244,8.454608454608454,WDIEnvironmentIndicator
Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),218,7.553707553707553,WDIEnvironmentIndicator
Carbon intensity of GDP (kg CO2e per 2021 PPP $),46,1.593901593901594,WDIEnvironmentIndicator
Carbon intensity of GDP (kg CO2e per constant 2021 US$ of GDP),34,1.178101178101178,WDIEnvironmentIndicator
Cereal production (metric tons),94,3.2571032571032568,WDIEnvironmentIndicator
Cereal yield (kg per hectare),98,3.3957033957033955,WDIEnvironmentIndicator
Coal rents (% of GDP),17,0.589050589050589,WDIEnvironmentIndicator
Crop production index (2014-2016 = 100),8,0.2772002772002772,WDIEnvironmentIndicator
Energy intensity level of primary energy (MJ/$2017 PPP GDP),7,0.24255024255024255,WDIEnvironmentIndicator
Fertilizer consumption (kilograms per hectare of arable land),84,2.9106029106029108,WDIEnvironmentIndicator
Fluorinated greenhouse gases (F-gases) emissions from Industrial Processes (Mt CO2e),419,14.518364518364518,WDIEnvironmentIndicator
Food production index (2014-2016 = 100),8,0.2772002772002772,WDIEnvironmentIndicator
Forest area (% of land area),8,0.2772002772002772,WDIEnvironmentIndicator
Forest area (sq. km),8,0.2772002772002772,WDIEnvironmentIndicator
Forest rents (% of GDP),0,0.0,WDIEnvironmentIndicator
Land area (sq. km),8,0.2772002772002772,WDIEnvironmentIndicator
Land under cereal production (hectares),94,3.2571032571032568,WDIEnvironmentIndicator
Livestock production index (2014-2016 = 100),8,0.2772002772002772,WDIEnvironmentIndicator
Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),25,0.8662508662508662,WDIEnvironmentIndicator
Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Methane (CH4) emissions from Agriculture (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Methane (CH4) emissions from Building (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Methane (CH4) emissions from Transport (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Methane (CH4) emissions from Waste (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Mineral rents (% of GDP),0,0.0,WDIEnvironmentIndicator
Natural gas rents (% of GDP),29,1.0048510048510049,WDIEnvironmentIndicator
Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),25,0.8662508662508662,WDIEnvironmentIndicator
Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),61,2.1136521136521136,WDIEnvironmentIndicator
Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Nitrous oxide (N2O) emissions from Waste (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Oil rents (% of GDP),20,0.693000693000693,WDIEnvironmentIndicator
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",112,3.8808038808038807,WDIEnvironmentIndicator
Permanent cropland (% of land area),26,0.9009009009009009,WDIEnvironmentIndicator
Population density (people per sq. km of land area),8,0.2772002772002772,WDIEnvironmentIndicator
Population in the largest city (% of urban population),481,16.666666666666664,WDIEnvironmentIndicator
Renewable energy consumption (% of total final energy consumption),0,0.0,WDIEnvironmentIndicator
Renewable internal freshwater resources per capita (cubic meters),52,1.8018018018018018,WDIEnvironmentIndicator
"Renewable internal freshwater resources, total (billion cubic meters)",52,1.8018018018018018,WDIEnvironmentIndicator
Rural population,0,0.0,WDIEnvironmentIndicator
Rural population (% of total population),0,0.0,WDIEnvironmentIndicator
Rural population growth (annual %),34,1.178101178101178,WDIEnvironmentIndicator
Surface area (sq. km),0,0.0,WDIEnvironmentIndicator
Total fisheries production (metric tons),104,3.6036036036036037,WDIEnvironmentIndicator
Total greenhouse gas emissions excluding LULUCF (% change from 1990),25,0.8662508662508662,WDIEnvironmentIndicator
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),25,0.8662508662508662,WDIEnvironmentIndicator
Total greenhouse gas emissions including LULUCF (Mt CO2e),243,8.419958419958421,WDIEnvironmentIndicator
Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),25,0.8662508662508662,WDIEnvironmentIndicator
Total natural resources rents (% of GDP),9,0.31185031185031187,WDIEnvironmentIndicator
Urban population,0,0.0,WDIEnvironmentIndicator
Urban population (% of total population),0,0.0,WDIEnvironmentIndicator
Urban population growth (annual %),0,0.0,WDIEnvironmentIndicator
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",135,4.677754677754678,WDIEnvironmentIndicator
"Automated teller machines (ATMs) (per 100,000 adults)",298,10.325710325710325,WDIFinancialSectorIndicator
Broad money (% of GDP),462,16.008316008316008,WDIFinancialSectorIndicator
"Claims on central government, etc. (% GDP)",101,3.4996534996535,WDIFinancialSectorIndicator
"Commercial bank branches (per 100,000 adults)",110,3.8115038115038113,WDIFinancialSectorIndicator
Domestic credit to private sector (% of GDP),264,9.147609147609149,WDIFinancialSectorIndicator
Domestic credit to private sector by banks (% of GDP),100,3.465003465003465,WDIFinancialSectorIndicator
GDP deflator (base year varies by country),0,0.0,WDIFinancialSectorIndicator
GDP deflator: linked series (base year varies by country),0,0.0,WDIFinancialSectorIndicator
"Inflation, GDP deflator (annual %)",1,0.03465003465003465,WDIFinancialSectorIndicator
"Inflation, GDP deflator: linked series (annual %)",1,0.03465003465003465,WDIFinancialSectorIndicator
"Inflation, consumer prices (annual %)",66,2.2869022869022873,WDIFinancialSectorIndicator
Monetary Sector credit to private sector (% GDP),101,3.4996534996535,WDIFinancialSectorIndicator
"Official exchange rate (LCU per US$, period average)",19,0.6583506583506583,WDIFinancialSectorIndicator
Proportion of seats held by women in national parliaments (%),55,1.9057519057519057,WDIGenderIndicator
Women Business and the Law Index Score (scale 1-100),0,0.0,WDIGenderIndicator
"Adolescent fertility rate (births per 1,000 women ages 15-19)",0,0.0,WDIHealthIndicator
Age dependency ratio (% of working-age population),0,0.0,WDIHealthIndicator
"Age dependency ratio, old (% of working-age population)",0,0.0,WDIHealthIndicator
"Age dependency ratio, young (% of working-age population)",0,0.0,WDIHealthIndicator
"Birth rate, crude (per 1,000 people)",0,0.0,WDIHealthIndicator
Current health expenditure (% of GDP),18,0.6237006237006237,WDIHealthIndicator
Current health expenditure per capita (current US$),18,0.6237006237006237,WDIHealthIndicator
"Current health expenditure per capita, PPP (current international $)",18,0.6237006237006237,WDIHealthIndicator
"Death rate, crude (per 1,000 people)",0,0.0,WDIHealthIndicator
Domestic general government health expenditure (% of GDP),18,0.6237006237006237,WDIHealthIndicator
Domestic general government health expenditure (% of current health expenditure),18,0.6237006237006237,WDIHealthIndicator
Domestic general government health expenditure per capita (current US$),18,0.6237006237006237,WDIHealthIndicator
"Domestic general government health expenditure per capita, PPP (current international $)",18,0.6237006237006237,WDIHealthIndicator
Domestic private health expenditure (% of current health expenditure),18,0.6237006237006237,WDIHealthIndicator
Domestic private health expenditure per capita (current US$),18,0.6237006237006237,WDIHealthIndicator
"Domestic private health expenditure per capita, PPP (current international $)",18,0.6237006237006237,WDIHealthIndicator
"Fertility rate, total (births per woman)",0,0.0,WDIHealthIndicator
"Immunization, DPT (% of children ages 12-23 months)",0,0.0,WDIHealthIndicator
"Immunization, HepB3 (% of one-year-old children)",230,7.969507969507969,WDIHealthIndicator
"Immunization, measles (% of children ages 12-23 months)",0,0.0,WDIHealthIndicator
"Incidence of tuberculosis (per 100,000 people)",0,0.0,WDIHealthIndicator
"Life expectancy at birth, female (years)",0,0.0,WDIHealthIndicator
"Life expectancy at birth, male (years)",0,0.0,WDIHealthIndicator
"Life expectancy at birth, total (years)",0,0.0,WDIHealthIndicator
Lifetime risk of maternal death (%),112,3.8808038808038807,WDIHealthIndicator
Lifetime risk of maternal death (1 in: rate varies by country),112,3.8808038808038807,WDIHealthIndicator
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",112,3.8808038808038807,WDIHealthIndicator
"Mortality rate, adult, female (per 1,000 female adults)",33,1.1434511434511436,WDIHealthIndicator
"Mortality rate, adult, male (per 1,000 male adults)",33,1.1434511434511436,WDIHealthIndicator
"Mortality rate, infant (per 1,000 live births)",0,0.0,WDIHealthIndicator
"Mortality rate, infant, female (per 1,000 live births)",0,0.0,WDIHealthIndicator
"Mortality rate, infant, male (per 1,000 live births)",0,0.0,WDIHealthIndicator
"Mortality rate, neonatal (per 1,000 live births)",0,0.0,WDIHealthIndicator
"Mortality rate, under-5 (per 1,000 live births)",0,0.0,WDIHealthIndicator
"Mortality rate, under-5, female (per 1,000 live births)",0,0.0,WDIHealthIndicator
"Mortality rate, under-5, male (per 1,000 live births)",0,0.0,WDIHealthIndicator
Number of deaths ages 10-14 years,0,0.0,WDIHealthIndicator
Number of deaths ages 15-19 years,0,0.0,WDIHealthIndicator
Number of deaths ages 20-24 years,0,0.0,WDIHealthIndicator
Number of deaths ages 5-9 years,0,0.0,WDIHealthIndicator
Number of infant deaths,0,0.0,WDIHealthIndicator
Number of maternal deaths,112,3.8808038808038807,WDIHealthIndicator
Number of neonatal deaths,0,0.0,WDIHealthIndicator
Number of under-five deaths,0,0.0,WDIHealthIndicator
Out-of-pocket expenditure (% of current health expenditure),19,0.6583506583506583,WDIHealthIndicator
Out-of-pocket expenditure per capita (current US$),19,0.6583506583506583,WDIHealthIndicator
"Out-of-pocket expenditure per capita, PPP (current international $)",18,0.6237006237006237,WDIHealthIndicator
People practicing open defecation (% of population),36,1.2474012474012475,WDIHealthIndicator
"People practicing open defecation, rural (% of rural population)",268,9.286209286209287,WDIHealthIndicator
"People practicing open defecation, urban (% of urban population)",208,7.207207207207207,WDIHealthIndicator
People using at least basic drinking water services (% of population),37,1.282051282051282,WDIHealthIndicator
"People using at least basic drinking water services, rural (% of rural population)",262,9.07830907830908,WDIHealthIndicator
"People using at least basic drinking water services, urban (% of urban population)",218,7.553707553707553,WDIHealthIndicator
People using at least basic sanitation services (% of population),18,0.6237006237006237,WDIHealthIndicator
"People using at least basic sanitation services, rural (% of rural population)",254,8.8011088011088,WDIHealthIndicator
"People using at least basic sanitation services, urban (% of urban population)",207,7.172557172557173,WDIHealthIndicator
Population ages 0-14 (% of total population),0,0.0,WDIHealthIndicator
"Population ages 0-14, female",0,0.0,WDIHealthIndicator
"Population ages 0-14, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 0-14, male",0,0.0,WDIHealthIndicator
"Population ages 0-14, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 0-14, total",0,0.0,WDIHealthIndicator
"Population ages 00-04, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 00-04, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 05-09, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 05-09, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 10-14, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 10-14, male (% of male population)",0,0.0,WDIHealthIndicator
"Population ages 15-19, female (% of female population)",0,0.0,WDIHealthIndicator
"Population ages 15-19, male (% of male population)",0,0.0,WDIHealthIndicator
Population ages 15-64 (% of total population),0,0.0,WDIHealthIndicator
