Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
GOAL 12: Responsible Consumption and Production (5 year moving average),7,0.724,0.0,float64,960,7,7,0.333,1.0,0.587,0.5,0.218,-0.616,0.736
GOAL 15: Life on Land (5 year moving average),7,0.724,0.0,float64,960,17,14,0.583,1.0,0.917,0.889,0.089,0.988,-0.978
GOAL 16: Peace and Justice Strong Institutions (5 year moving average),7,0.724,4.55,float64,960,33,26,0.0,1.0,0.463,0.444,0.201,0.235,0.1
GOAL 17: Partnerships to achieve the Goal (5 year moving average),7,0.724,0.724,float64,960,58,48,0.0,0.938,0.667,0.667,0.175,1.334,-0.971
GOAL 1: No Poverty (5 year moving average),7,0.724,1.861,float64,960,23,22,0.0,1.0,0.622,0.667,0.276,-0.873,-0.253
GOAL 2: Zero Hunger (5 year moving average),7,0.724,0.207,float64,960,39,31,0.0,1.0,0.664,0.7,0.191,-0.022,-0.7
GOAL 3: Good Health and Well-being (5 year moving average),7,0.724,0.0,float64,960,64,54,0.188,1.0,0.681,0.688,0.108,1.498,-0.477
GOAL 4: Quality Education (5 year moving average),7,0.724,4.137,float64,960,32,30,0.0,1.0,0.428,0.4,0.217,0.764,0.648
GOAL 5: Gender Equality (5 year moving average),7,0.724,1.965,float64,960,23,22,0.0,1.0,0.357,0.286,0.21,0.322,0.862
GOAL 6: Clean Water and Sanitation (5 year moving average),7,0.724,0.62,float64,960,15,13,0.0,1.0,0.824,0.8,0.158,4.041,-1.261
GOAL 7: Affordable and Clean Energy (5 year moving average),7,0.724,0.0,float64,960,11,10,0.6,1.0,0.864,0.833,0.084,0.456,-0.538
GOAL 8: Decent Work and Economic Growth (5 year moving average),7,0.724,0.0,float64,960,46,44,0.083,0.889,0.389,0.333,0.203,-0.01,0.862
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",7,0.724,0.103,float64,960,35,30,0.0,1.0,0.384,0.375,0.188,-0.411,0.346
Health/Demographic survey (Availability score over 10 years),7,0.724,4.137,float64,960,4,4,0.0,1.0,0.808,1.0,0.287,0.7,-1.33
"Household Survey on income, etc  (Availability score over 10 years)",7,0.724,6.825,float64,960,4,4,0.0,1.0,0.684,0.67,0.324,-0.894,-0.567
Labor Force Survey (Availability score over 10 years),7,0.724,42.192,float64,960,4,4,0.0,1.0,0.353,0.33,0.373,-1.037,0.618
Labor force participation rate by sex and age (%),7,0.724,49.328,float64,960,3,3,0.0,1.0,0.419,0.5,0.449,-1.685,0.323
Lower secondary school starting age (years),7,0.724,0.0,float64,960,5,5,10.0,14.0,12.395,12.0,0.75,0.151,0.34
Net migration,7,0.724,0.31,float64,960,907,44,-1349998.0,641150.0,-9137.643,-3216.5,98588.609,50.65,-3.153
Pillar 1  - Data Use - Score,7,0.724,2.378,float64,960,22,21,0.0,100.0,47.863,40.0,27.345,-1.175,0.362
Population & Housing census (Availability score over 20 years),7,0.724,11.582,float64,960,3,3,0.0,1.0,0.83,1.0,0.338,1.394,-1.729
Population ages 0-14 (% of total population),7,0.724,0.0,float64,960,960,0,15.124,50.082,41.434,42.835,6.121,3.957,-1.849
"Population ages 0-14, female",7,0.724,0.0,float64,960,959,1,9414.0,46599425.0,4409918.792,2535473.5,6807215.645,15.184,3.556
"Population ages 0-14, female (% of female population)",7,0.724,0.0,float64,960,960,0,15.332,49.381,40.8,41.959,5.967,3.595,-1.76
"Population ages 0-14, male",7,0.724,0.0,float64,960,960,0,9970.0,47954288.0,4497302.615,2583324.5,6983039.025,15.428,3.588
"Population ages 0-14, male (% of male population)",7,0.724,0.0,float64,960,960,0,14.917,51.747,42.101,43.702,6.324,4.199,-1.9
"Population ages 0-14, total",7,0.724,0.0,float64,960,960,0,19385.0,94553713.0,8907221.393,5122148.5,13789952.623,15.308,3.572
"Population ages 00-04, female (% of female population)",7,0.724,0.0,float64,960,960,0,4.831,20.548,15.381,16.013,2.897,1.862,-1.222
"Population ages 00-04, male (% of male population)",7,0.724,0.0,float64,960,960,0,4.666,20.682,15.909,16.541,3.015,2.293,-1.367
"Population ages 05-09, female (% of female population)",7,0.724,0.0,float64,960,960,0,4.856,16.444,13.499,13.992,1.978,3.675,-1.785
"Population ages 05-09, male (% of male population)",7,0.724,0.0,float64,960,960,0,4.796,17.28,13.92,14.474,2.099,4.24,-1.908
"Population ages 10-14, female (% of female population)",7,0.724,0.0,float64,960,960,0,5.645,14.28,11.919,12.229,1.345,4.487,-1.929
"Population ages 10-14, male (% of male population)",7,0.724,0.0,float64,960,960,0,5.442,15.742,12.272,12.597,1.482,5.157,-1.986
"Population ages 15-19, female (% of female population)",7,0.724,0.0,float64,960,960,0,6.471,12.668,10.47,10.57,0.946,3.247,-1.323
"Population ages 15-19, male (% of male population)",7,0.724,0.0,float64,960,960,0,5.657,13.104,10.735,10.847,1.022,3.722,-1.276
Population ages 15-64 (% of total population),7,0.724,0.0,float64,960,960,0,47.599,72.258,55.247,54.099,5.002,2.543,1.532
"Population ages 15-64, female",7,0.724,0.0,float64,960,960,0,26095.0,62449038.0,5647517.689,3112353.5,8615770.745,14.208,3.41
"Population ages 15-64, female (% of female population)",7,0.724,0.0,float64,960,960,0,47.844,71.238,55.465,54.569,4.577,2.006,1.336
"Population ages 15-64, male",7,0.724,0.0,float64,960,960,0,29276.0,63979528.0,5523573.464,2984324.0,8617436.75,15.552,3.564
"Population ages 15-64, male (% of male population)",7,0.724,0.0,float64,960,960,0,46.384,74.786,55.0,53.553,5.482,2.948,1.651
"Population ages 15-64, total",7,0.724,0.0,float64,960,960,0,55371.0,126428565.0,11171091.136,6078885.0,17230493.721,14.877,3.487
"Population ages 20-24, female (% of female population)",7,0.724,0.0,float64,960,960,0,6.421,12.672,9.131,9.071,0.783,2.03,0.544
"Population ages 20-24, male (% of male population)",7,0.724,0.0,float64,960,960,0,6.761,11.979,9.283,9.2,0.793,1.168,0.685
"Population ages 25-29, female (% of female population)",7,0.724,0.0,float64,960,960,0,5.802,10.566,7.868,7.77,0.777,1.061,0.805
"Population ages 25-29, male (% of male population)",7,0.724,0.0,float64,960,960,0,5.65,10.978,7.938,7.824,0.902,0.532,0.704
"Population ages 30-34, female (% of female population)",7,0.724,0.0,float64,960,960,0,4.971,9.043,6.642,6.504,0.805,0.298,0.653
"Population ages 30-34, male (% of male population)",7,0.724,0.0,float64,960,960,0,4.376,10.487,6.676,6.507,1.025,1.229,0.967
"Population ages 35-39, female (% of female population)",7,0.724,0.0,float64,960,960,0,3.78,8.606,5.529,5.418,0.823,1.31,0.982
"Population ages 35-39, male (% of male population)",7,0.724,0.0,float64,960,960,0,3.104,10.406,5.516,5.262,1.034,2.828,1.362
"Population ages 40-44, female (% of female population)",7,0.724,0.0,float64,960,960,0,2.699,8.209,4.573,4.42,0.869,4.551,1.758
"Population ages 40-44, male (% of male population)",7,0.724,0.0,float64,960,960,0,2.372,9.159,4.484,4.247,1.007,4.761,1.857
"Population ages 45-49, female (% of female population)",7,0.724,0.0,float64,960,960,0,2.233,7.853,3.768,3.628,0.868,7.262,2.374
"Population ages 45-49, male (% of male population)",7,0.724,0.0,float64,960,960,0,1.877,8.149,3.602,3.42,0.943,7.219,2.386
"Population ages 50-54, female (% of female population)",7,0.724,0.0,float64,960,960,0,1.833,7.392,3.087,2.953,0.845,9.535,2.788
"Population ages 50-54, male (% of male population)",7,0.724,0.0,float64,960,960,0,1.701,7.482,2.861,2.71,0.858,10.29,2.889
"Population ages 55-59, female (% of female population)",7,0.724,0.0,float64,960,960,0,1.287,6.931,2.471,2.346,0.776,12.672,3.159
"Population ages 55-59, male (% of male population)",7,0.724,0.0,float64,960,960,0,1.219,6.79,2.225,2.109,0.744,14.911,3.426
"Population ages 60-64, female (% of female population)",7,0.724,0.0,float64,960,960,0,1.008,6.366,1.925,1.836,0.636,15.917,3.376
"Population ages 60-64, male (% of male population)",7,0.724,0.0,float64,960,960,0,0.851,6.027,1.681,1.607,0.585,20.64,3.896
Population ages 65 and above (% of total population),7,0.724,0.0,float64,960,960,0,1.738,12.942,3.318,3.032,1.297,13.684,3.107
"Population ages 65 and above, female",7,0.724,0.0,float64,960,959,1,3468.0,3627550.0,347648.524,171500.0,551782.265,10.991,3.168
"Population ages 65 and above, female (% of female population)",7,0.724,0.0,float64,960,960,0,1.819,14.14,3.735,3.353,1.586,10.127,2.844
"Population ages 65 and above, male",7,0.724,0.0,float64,960,956,4,2360.0,3273116.0,276105.131,128757.0,456543.566,15.198,3.598
"Population ages 65 and above, male (% of male population)",7,0.724,0.0,float64,960,960,0,1.411,11.742,2.899,2.717,1.064,19.06,3.444
"Population ages 65 and above, total",7,0.724,0.0,float64,960,960,0,6056.0,6900667.0,623753.685,298783.5,1004560.134,12.728,3.343
"Population ages 65-69, female (% of female population)",7,0.724,0.0,float64,960,960,0,0.725,5.179,1.449,1.374,0.5,16.573,3.261
"Population ages 65-69, male (% of male population)",7,0.724,0.0,float64,960,960,0,0.575,4.781,1.215,1.155,0.423,25.746,4.107
"Population ages 70-74, female (% of female population)",7,0.724,0.0,float64,960,960,0,0.483,4.043,1.033,0.948,0.401,11.668,2.776
"Population ages 70-74, male (% of male population)",7,0.724,0.0,float64,960,960,0,0.375,3.455,0.822,0.768,0.292,20.855,3.418
"Population ages 75-79, female (% of female population)",7,0.724,0.0,float64,960,960,0,0.278,2.426,0.668,0.578,0.312,6.321,2.388
"Population ages 75-79, male (% of male population)",7,0.724,0.0,float64,960,960,0,0.216,1.876,0.496,0.453,0.19,8.743,2.322
"Population ages 80 and above, female (% of female population)",7,0.724,0.0,float64,960,960,0,0.158,2.665,0.586,0.458,0.436,8.159,2.782
"Population ages 80 and above, male (% of male population)",7,0.724,0.0,float64,960,960,0,0.109,1.63,0.366,0.314,0.197,8.454,2.479
"Population, female",7,0.724,0.0,float64,960,960,0,40042.0,112676013.0,10405084.999,5839724.5,15888037.643,14.677,3.472
"Population, female (% of total population)",7,0.724,0.0,float64,960,960,0,44.818,52.762,50.309,50.289,1.023,5.322,-1.26
"Population, male",7,0.724,0.0,float64,960,960,0,42433.0,115206932.0,10296981.181,5698978.5,15996225.692,15.63,3.586
"Population, male (% of total population)",7,0.724,0.0,float64,960,960,0,47.238,55.182,49.691,49.711,1.023,5.322,1.26
"Population, total",7,0.724,0.0,float64,960,960,0,82475.0,227882945.0,20702066.18,11503428.0,31881396.116,15.155,3.529
"Primary education, duration (years)",7,0.724,0.0,float64,960,4,4,4.0,7.0,6.143,6.0,0.512,1.362,0.02
Primary school starting age (years),7,0.724,0.0,float64,960,3,3,5.0,7.0,6.252,6.0,0.48,-0.364,0.562
Quality of Debt service data according to World Bank,7,0.724,62.254,float64,960,4,4,0.0,1.0,0.342,0.0,0.462,-1.488,0.678
Rural population,7,0.724,0.0,float64,960,960,0,40045.0,104181246.0,12749248.28,8022075.0,19056051.323,9.614,2.983
Rural population (% of total population),7,0.724,0.0,float64,960,953,7,8.971,90.861,58.987,59.53,16.866,-0.219,-0.418
Safely Managed Drinking Water,7,0.724,54.602,float64,960,3,3,0.0,1.0,0.43,0.0,0.485,-1.881,0.282
"Secondary education, duration (years)",7,0.724,0.0,float64,960,4,3,5.0,8.0,6.236,6.0,0.733,-1.038,-0.385
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),7,0.724,2.378,float64,960,22,21,0.0,100.0,47.863,40.0,27.345,-1.175,0.362
Urban population,7,0.724,0.0,float64,960,960,0,42382.0,123701699.0,7952817.9,3184868.5,14349731.204,25.574,4.533
Urban population (% of total population),7,0.724,0.0,float64,960,953,7,9.139,91.029,41.013,40.47,16.866,-0.219,0.418
Women Business and the Law Index Score (scale 1-100),7,0.724,0.0,float64,960,77,69,26.25,97.5,65.161,66.875,14.694,-0.663,-0.379
Population growth (annual %),8,0.827,0.0,float64,959,959,0,-5.416,5.958,2.435,2.601,1.05,4.669,-1.102
Rural population growth (annual %),8,0.827,0.0,float64,959,959,0,-5.73,7.31,1.434,1.641,1.272,1.749,-0.485
Urban population growth (annual %),8,0.827,0.0,float64,959,959,0,-4.431,9.087,3.662,3.809,1.468,2.213,-0.704
DEC alternative conversion factor (LCU per US$),11,1.138,0.0,float64,956,646,43,0.899,31558.905,1045.373,375.018,3454.861,41.57,6.2
Control of Corruption: Estimate,13,1.344,0.0,float64,954,954,0,-1.97,1.699,-0.657,-0.746,0.664,0.156,0.712
Control of Corruption: Number of Sources,13,1.344,0.0,float64,954,15,14,1.0,16.0,10.645,11.0,3.152,-0.761,-0.305
Control of Corruption: Percentile Rank,13,1.344,2.068,float64,954,618,189,0.0,94.34,30.394,25.721,22.603,-0.617,0.62
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",13,1.344,13.133,float64,954,455,170,0.0,84.434,21.696,15.566,21.286,-0.153,0.94
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",13,1.344,0.0,float64,954,544,225,1.887,98.585,39.567,38.316,22.452,-0.807,0.366
Control of Corruption: Standard Error,13,1.344,0.0,float64,954,688,118,0.124,0.738,0.172,0.163,0.038,51.774,4.257
Government Effectiveness: Estimate,14,1.448,0.0,float64,953,953,0,-2.44,1.15,-0.821,-0.841,0.652,0.294,0.432
Government Effectiveness: Number of Sources,14,1.448,0.0,float64,953,13,11,1.0,13.0,8.684,9.0,2.472,-0.445,-0.622
Government Effectiveness: Percentile Rank,14,1.448,1.965,float64,953,613,188,0.0,84.615,25.232,20.476,20.154,0.012,0.926
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",14,1.448,6.515,float64,953,408,179,0.0,75.0,16.334,10.945,17.473,1.153,1.407
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",14,1.448,0.31,float64,953,532,223,0.0,90.385,35.255,33.824,21.206,-0.434,0.515
Government Effectiveness: Standard Error,14,1.448,0.0,float64,953,557,131,0.162,0.376,0.202,0.197,0.031,3.861,1.573
"Immunization, DPT (% of children ages 12-23 months)",14,1.448,0.0,float64,953,72,64,19.0,99.0,77.965,82.0,17.102,0.151,-0.948
"Immunization, measles (% of children ages 12-23 months)",14,1.448,0.0,float64,953,70,65,16.0,99.0,75.151,78.0,16.999,-0.431,-0.6
"Incidence of tuberculosis (per 100,000 people)",14,1.448,0.0,float64,953,442,211,7.5,1590.0,276.942,219.0,255.058,6.181,2.231
Political Stability and Absence of Violence/Terrorism: Estimate,14,1.448,0.0,float64,953,953,0,-3.313,1.201,-0.59,-0.428,0.921,-0.382,-0.412
Political Stability and Absence of Violence/Terrorism: Number of Sources,14,1.448,0.0,float64,953,8,8,2.0,9.0,5.735,6.0,1.5,-0.494,-0.281
Political Stability and Absence of Violence/Terrorism: Percentile Rank,14,1.448,0.931,float64,953,565,241,0.0,93.75,32.309,30.952,22.485,-0.553,0.515
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",14,1.448,4.24,float64,953,427,210,0.0,72.115,22.188,19.34,18.048,-0.089,0.831
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",14,1.448,0.31,float64,953,524,250,0.0,100.0,43.572,45.238,26.595,-0.756,0.275
Political Stability and Absence of Violence/Terrorism: Standard Error,14,1.448,0.0,float64,953,279,150,0.192,0.42,0.249,0.242,0.036,2.067,1.319
Regulatory Quality: Estimate,14,1.448,0.0,float64,953,953,0,-2.548,1.197,-0.741,-0.739,0.644,0.535,0.051
Regulatory Quality: Number of Sources,14,1.448,0.0,float64,953,11,9,1.0,12.0,8.142,9.0,2.047,-0.373,-0.575
Regulatory Quality: Percentile Rank,14,1.448,0.414,float64,953,607,211,0.0,86.058,27.547,24.762,18.899,-0.041,0.702
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",14,1.448,4.447,float64,953,429,197,0.0,76.442,18.849,13.876,16.264,1.213,1.219
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",14,1.448,0.103,float64,953,528,224,0.0,93.81,36.871,35.238,20.376,-0.429,0.311
Regulatory Quality: Standard Error,14,1.448,0.0,float64,953,493,146,0.146,0.349,0.185,0.175,0.032,3.465,1.777
Rule of Law: Estimate,14,1.448,0.0,float64,953,953,0,-2.591,1.024,-0.735,-0.721,0.656,0.02,0.128
Rule of Law: Number of Sources,14,1.448,0.0,float64,953,15,14,4.0,18.0,12.236,13.0,3.054,-0.573,-0.266
Rule of Law: Percentile Rank,14,1.448,1.861,float64,953,586,227,0.0,81.69,28.396,26.19,20.145,-0.668,0.512
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",14,1.448,5.998,float64,953,443,202,0.0,75.481,20.89,16.667,18.513,-0.276,0.835
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",14,1.448,1.138,float64,953,515,232,0.0,88.038,36.464,36.667,20.902,-0.727,0.235
Rule of Law: Standard Error,14,1.448,0.0,float64,953,663,115,0.126,0.324,0.16,0.151,0.026,3.37,1.646
Voice and Accountability: Estimate,14,1.448,0.0,float64,953,953,0,-2.226,0.975,-0.593,-0.597,0.755,-0.764,0.034
Voice and Accountability: Number of Sources,14,1.448,0.0,float64,953,15,15,6.0,20.0,12.586,13.0,3.042,-0.598,0.149
Voice and Accountability: Percentile Rank,14,1.448,0.103,float64,953,604,244,0.0,79.126,32.018,30.392,20.056,-0.788,0.372
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",14,1.448,4.137,float64,953,474,225,0.0,70.936,26.377,24.631,18.896,-0.719,0.474
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",14,1.448,0.0,float64,953,514,242,0.966,89.671,37.804,34.483,21.321,-0.665,0.356
Voice and Accountability: Standard Error,14,1.448,0.0,float64,953,669,120,0.104,0.22,0.131,0.126,0.019,3.056,1.559
Newborns protected against tetanus (%),16,1.655,0.0,float64,951,55,44,35.0,100.0,82.323,85.0,10.454,0.959,-0.909
"Personal remittances, received (current US$)",17,1.758,13.03,float64,950,805,10,0.0,24311022415.607,777586855.133,136632903.477,2816045771.707,42.622,6.474
"PPP conversion factor, GDP (LCU per international $)",18,1.861,0.0,float64,949,949,0,0.292,10837.687,407.837,161.72,1331.68,37.138,5.98
Price level ratio of PPP conversion factor (GDP) to market exchange rate,18,1.861,0.0,float64,949,949,0,0.173,0.935,0.428,0.416,0.103,1.645,0.848
Refugee population by country or territory of origin,18,1.861,0.0,float64,949,826,71,5.0,2439888.0,105513.793,7595.0,279274.352,29.291,4.761
Merchandise exports (current US$),22,2.275,0.0,float64,945,855,64,5000000.0,123572000000.0,7069684656.085,2196000000.0,16968029594.94,19.756,4.321
Merchandise imports (current US$),24,2.482,0.0,float64,943,889,53,41000000.0,136207000000.0,7235182396.607,3074000000.0,16062497806.972,32.263,5.396
Merchandise trade (% of GDP),24,2.482,0.0,float64,943,943,0,11.257,175.377,53.577,46.289,26.844,1.833,1.318
Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),27,2.792,0.0,float64,940,940,0,-54.388,9937.131,434.574,178.669,1123.022,37.73,5.942
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),27,2.792,0.0,float64,940,937,3,0.083,487.909,16.756,3.39,66.322,37.441,6.13
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),27,2.792,0.0,float64,940,940,0,0.024,12.863,1.029,0.305,2.044,13.05,3.563
Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),27,2.792,0.103,float64,940,839,87,0.0,42.649,1.171,0.168,4.371,44.318,6.494
Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),27,2.792,0.0,float64,940,872,58,0.004,61.096,1.897,0.299,7.248,38.69,6.213
Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),27,2.792,0.0,float64,940,776,86,0.001,18.579,1.051,0.211,2.789,24.067,4.841
Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),27,2.792,0.0,float64,940,872,53,0.002,253.682,6.007,0.313,32.72,42.768,6.654
Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),27,2.792,0.0,float64,940,919,20,0.041,59.682,3.706,1.071,9.281,19.695,4.45
Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),27,2.792,0.0,float64,940,939,1,-34.517,11125.49,233.357,62.946,1158.827,55.763,7.43
Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),27,2.792,0.0,float64,940,938,2,0.052,262.057,22.173,9.433,38.021,16.664,3.77
Methane (CH4) emissions from Agriculture (Mt CO2e),27,2.792,0.0,float64,940,904,29,0.002,83.769,10.9,3.932,16.343,4.335,2.188
Methane (CH4) emissions from Building (Energy) (Mt CO2e),27,2.792,0.0,float64,940,846,63,0.001,38.254,1.948,0.681,4.994,31.399,5.418
Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),27,2.792,2.172,float64,940,845,43,0.0,184.509,6.888,1.299,19.386,35.843,5.648
Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),27,2.792,5.377,float64,940,288,89,0.0,0.28,0.019,0.002,0.043,10.347,3.151
Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),27,2.792,8.066,float64,940,126,71,0.0,0.057,0.003,0.001,0.008,28.809,5.217
Methane (CH4) emissions from Transport (Energy) (Mt CO2e),27,2.792,0.0,float64,940,326,159,0.0,0.543,0.025,0.006,0.07,26.385,4.994
Methane (CH4) emissions from Waste (Mt CO2e),27,2.792,0.0,float64,940,931,9,0.013,31.886,2.386,0.883,4.645,14.159,3.648
Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),27,2.792,0.0,float64,940,932,8,-37.406,410.607,68.544,57.52,64.734,3.391,1.48
Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),27,2.792,0.0,float64,940,927,13,0.011,38.975,5.213,2.292,7.513,4.992,2.298
Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),27,2.792,0.0,float64,940,887,33,0.002,33.207,4.049,1.577,6.076,5.348,2.329
Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),27,2.792,0.0,float64,940,729,129,0.001,4.774,0.269,0.088,0.677,23.523,4.766
Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),27,2.792,6.205,float64,940,439,175,0.0,0.26,0.03,0.011,0.048,9.062,2.948
Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),27,2.792,2.482,float64,940,314,95,0.0,0.352,0.024,0.002,0.054,10.36,3.194
Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),27,2.792,0.0,float64,940,865,58,0.002,4.647,0.559,0.216,0.861,3.712,2.117
Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),27,2.792,3.206,float64,940,196,83,0.0,1.018,0.031,0.001,0.143,30.173,5.507
Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),27,2.792,0.0,float64,940,447,188,0.0,0.809,0.043,0.012,0.112,23.768,4.805
Nitrous oxide (N2O) emissions from Waste (Mt CO2e),27,2.792,1.448,float64,940,792,102,0.0,2.164,0.208,0.112,0.32,13.168,3.339
Total greenhouse gas emissions excluding LULUCF (% change from 1990),27,2.792,0.0,float64,940,940,0,-31.292,9698.486,251.09,86.445,1030.152,51.04,7.117
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),27,2.792,0.0,float64,940,938,2,0.147,608.852,44.657,18.303,97.304,18.641,4.255
Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),27,2.792,0.0,float64,940,940,0,0.414,19.624,2.636,1.536,2.919,7.622,2.688
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",28,2.896,0.0,float64,939,939,0,0.447,76.901,22.017,17.554,17.697,-0.061,0.822
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",28,2.896,0.0,float64,939,939,0,0.288,40.116,11.361,9.862,8.755,-0.042,0.834
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",28,2.896,0.0,float64,939,939,0,0.43,48.721,16.188,13.79,12.518,-0.477,0.701
"Employers, female (% of female employment) (modeled ILO estimate)",28,2.896,0.0,float64,939,939,0,0.064,10.282,2.024,1.307,2.063,3.71,1.883
"Employers, male (% of male employment) (modeled ILO estimate)",28,2.896,0.0,float64,939,939,0,0.155,26.382,4.076,2.765,4.252,12.415,3.138
"Employers, total (% of total employment) (modeled ILO estimate)",28,2.896,0.0,float64,939,939,0,0.134,18.644,3.19,2.318,3.137,8.891,2.606
Employment in agriculture (% of total employment) (modeled ILO estimate),28,2.896,0.0,float64,939,939,0,5.318,90.784,48.494,47.613,20.105,-0.908,-0.134
