Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Population ages 55-59, male (% of male population)",42,3.494,0.0,float64,1160,1160,0,1.556,9.081,6.196,6.449,1.271,1.512,-1.179
"Population ages 60-64, female (% of female population)",42,3.494,0.0,float64,1160,1160,0,1.102,8.206,5.565,5.811,1.407,0.511,-0.886
"Population ages 60-64, male (% of male population)",42,3.494,0.0,float64,1160,1160,0,1.144,7.917,5.303,5.619,1.418,0.471,-0.966
Population ages 65 and above (% of total population),42,3.494,0.0,float64,1160,1160,0,2.949,37.319,15.271,16.15,5.304,1.321,-0.118
"Population ages 65 and above, female",42,3.494,0.0,float64,1160,1158,2,1618.0,15815701.0,1441021.909,409699.0,2623805.391,8.469,2.845
"Population ages 65 and above, female (% of female population)",42,3.494,0.0,float64,1160,1160,0,3.233,38.286,17.344,18.614,5.868,0.518,-0.378
"Population ages 65 and above, male",42,3.494,0.0,float64,1160,1160,0,1480.0,8397551.0,973610.406,285050.0,1706456.226,5.292,2.461
"Population ages 65 and above, male (% of male population)",42,3.494,0.0,float64,1160,1160,0,2.525,36.313,13.047,13.442,4.913,2.406,0.356
"Population ages 65 and above, total",42,3.494,0.0,float64,1160,1159,1,3097.0,23881815.0,2414632.324,682743.0,4300841.684,6.504,2.615
"Population ages 65-69, female (% of female population)",42,3.494,0.0,float64,1160,1160,0,0.887,8.028,4.88,5.154,1.414,-0.006,-0.641
"Population ages 65-69, male (% of male population)",42,3.494,0.0,float64,1160,1160,0,0.847,7.339,4.383,4.596,1.344,-0.01,-0.644
"Population ages 70-74, female (% of female population)",42,3.494,0.0,float64,1160,1160,0,0.671,7.162,4.172,4.29,1.333,-0.251,-0.576
"Population ages 70-74, male (% of male population)",42,3.494,0.0,float64,1160,1160,0,0.492,6.774,3.459,3.57,1.207,-0.084,-0.325
"Population ages 75-79, female (% of female population)",42,3.494,0.0,float64,1160,1160,0,0.448,6.329,3.419,3.583,1.185,-0.28,-0.52
"Population ages 75-79, male (% of male population)",42,3.494,0.0,float64,1160,1160,0,0.191,6.465,2.521,2.587,0.997,0.889,0.129
"Population ages 80 and above, female (% of female population)",42,3.494,0.0,float64,1160,1160,0,0.512,19.494,4.873,5.178,2.455,6.847,1.272
"Population ages 80 and above, male (% of male population)",42,3.494,0.0,float64,1160,1160,0,0.229,16.273,2.684,2.677,1.771,20.473,3.215
Population growth (annual %),42,3.494,0.0,float64,1160,1160,0,-8.423,6.732,0.365,0.292,1.089,7.352,-0.505
"Population, female",42,3.494,0.0,float64,1160,1158,2,14395.0,77910513.0,8026826.944,2777432.0,13797605.311,9.668,2.907
"Population, female (% of total population)",42,3.494,0.0,float64,1160,1160,0,46.696,54.323,51.216,51.032,1.429,0.433,-0.059
"Population, male",42,3.494,0.0,float64,1160,1160,0,14196.0,67542778.0,7525814.191,2688732.0,12636828.358,7.544,2.658
"Population, male (% of total population)",42,3.494,0.0,float64,1160,1160,0,45.677,53.304,48.784,48.968,1.429,0.433,0.059
"Population, total",42,3.494,0.0,float64,1160,1160,0,28715.0,145453291.0,15552641.133,5449419.5,26420259.25,8.596,2.782
Quality of Debt service data according to World Bank,42,3.494,58.486,float64,1160,4,4,0.0,1.0,0.388,0.0,0.485,-1.779,0.462
Safely Managed Drinking Water,42,3.494,53.078,float64,1160,3,3,0.0,1.0,0.431,0.0,0.486,-1.886,0.277
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),42,3.494,5.657,float64,1160,14,14,0.0,100.0,59.787,60.0,30.178,-0.937,-0.079
Rural population,62,5.158,3.328,float64,1140,1101,1,0.0,38295974.0,4519547.885,1751756.0,6945356.354,7.325,2.516
Rural population (% of total population),62,5.158,3.328,float64,1140,1088,14,0.0,85.697,33.044,32.053,18.523,0.02,0.373
Urban population,62,5.158,0.0,float64,1140,1140,0,5096.0,108576558.0,11274438.623,3221559.0,20021872.886,8.26,2.779
Urban population (% of total population),62,5.158,0.0,float64,1140,1088,14,14.303,100.0,66.956,67.947,18.523,0.02,-0.373
Urban population growth (annual %),62,5.158,0.0,float64,1140,1140,0,-8.172,6.232,0.67,0.623,1.123,6.443,-0.581
DEC alternative conversion factor (LCU per US$),68,5.657,0.0,float64,1134,722,85,0.214,11734.833,104.472,0.95,775.454,157.166,12.145
GDP (current LCU),73,6.073,0.0,float64,1129,1129,0,1249000000.0,1192162494300000.0,9374075929857.346,214298875000.0,63863915625403.266,195.88,13.058
GDP (current US$),73,6.073,0.0,float64,1129,1129,0,1419401070.56,4525703903627.53,390521091733.179,59612144078.413,765758183649.712,7.928,2.841
GDP per capita (current LCU),73,6.073,0.0,float64,1129,1129,0,513.783,33438579.285,528590.826,37377.221,2110352.16,106.488,9.049
GDP per capita (current US$),73,6.073,0.0,float64,1129,1129,0,305.745,256580.515,33449.17,20593.427,36815.589,6.197,2.174
Dimension 3.1: Social Statistics,82,6.822,0.166,float64,1120,721,224,0.0,0.94,0.569,0.601,0.204,0.633,-1.06
Dimension 3.2: Economic Statistics,82,6.822,0.0,float64,1120,625,226,0.067,1.0,0.509,0.494,0.22,-0.504,-0.051
Dimension 3.4: Institutional Statistics,82,6.822,0.666,float64,1120,253,145,0.0,1.0,0.529,0.521,0.215,-0.335,-0.204
GOAL 10: Reduced Inequality (5 year moving average),82,6.822,5.158,float64,1120,25,25,0.0,1.0,0.494,0.5,0.214,0.525,-0.131
GOAL 11: Sustainable Cities and Communities (5 year moving average),82,6.822,36.855,float64,1120,23,23,0.0,1.0,0.358,0.4,0.341,-1.318,0.305
GOAL 12: Responsible Consumption and Production (5 year moving average),82,6.822,27.953,float64,1120,11,11,0.0,1.0,0.415,0.367,0.332,-1.244,0.096
GOAL 15: Life on Land (5 year moving average),82,6.822,0.166,float64,1120,39,31,0.0,1.0,0.816,0.889,0.201,0.917,-1.165
GOAL 16: Peace and Justice Strong Institutions (5 year moving average),82,6.822,3.411,float64,1120,38,33,0.0,1.0,0.583,0.6,0.222,0.655,-0.6
GOAL 17: Partnerships to achieve the Goal (5 year moving average),82,6.822,5.075,float64,1120,71,58,0.0,1.0,0.475,0.455,0.252,-0.881,-0.002
GOAL 1: No Poverty (5 year moving average),82,6.822,7.903,float64,1120,23,22,0.0,1.0,0.606,0.667,0.3,-0.563,-0.495
GOAL 2: Zero Hunger (5 year moving average),82,6.822,8.319,float64,1120,36,36,0.0,1.0,0.552,0.571,0.249,0.021,-0.799
GOAL 3: Good Health and Well-being (5 year moving average),82,6.822,2.912,float64,1120,76,67,0.0,1.0,0.704,0.765,0.242,2.467,-1.859
GOAL 4: Quality Education (5 year moving average),82,6.822,8.985,float64,1120,30,30,0.0,1.0,0.45,0.444,0.236,0.042,-0.013
GOAL 5: Gender Equality (5 year moving average),82,6.822,6.739,float64,1120,21,19,0.0,1.0,0.374,0.375,0.203,0.346,0.385
GOAL 6: Clean Water and Sanitation (5 year moving average),82,6.822,0.749,float64,1120,21,21,0.0,1.0,0.728,0.75,0.209,0.721,-0.779
GOAL 7: Affordable and Clean Energy (5 year moving average),82,6.822,0.0,float64,1120,13,12,0.2,1.0,0.7,0.8,0.17,0.709,-0.993
GOAL 8: Decent Work and Economic Growth (5 year moving average),82,6.822,4.742,float64,1120,55,53,0.0,1.0,0.514,0.545,0.26,-0.489,-0.184
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",82,6.822,6.24,float64,1120,33,28,0.0,1.0,0.571,0.571,0.27,-0.219,-0.285
GDP (constant LCU),94,7.82,0.0,float64,1108,1108,0,1131000000.0,172234434135977.0,5105223266583.9,229231239500.0,18637922026642.098,30.454,5.281
GDP deflator (base year varies by country),94,7.82,0.0,float64,1108,1057,1,6.944,1351.703,125.529,100.0,126.839,41.956,5.978
GDP deflator: linked series (base year varies by country),94,7.82,0.0,float64,1108,1057,1,6.944,1351.703,125.59,100.0,126.802,41.997,5.982
GDP per capita (constant LCU),94,7.82,0.0,float64,1108,1108,0,391.129,7795926.627,394201.205,38318.866,1129318.042,21.211,4.481
GDP: linked series (current LCU),94,7.82,0.0,float64,1108,1108,0,1249000000.0,1192162494300000.0,9561552973355.127,233113804000.0,64457555057933.15,192.158,12.934
GDP growth (annual %),97,8.07,0.0,float64,1105,1105,0,-28.759,34.5,2.936,2.881,4.689,6.244,-0.197
GDP per capita growth (annual %),97,8.07,0.0,float64,1105,1105,0,-22.746,33.03,2.593,2.555,4.655,4.755,-0.034
"Inflation, GDP deflator (annual %)",97,8.07,0.0,float64,1105,1105,0,-18.845,96.036,5.076,2.772,7.718,35.866,4.53
"Inflation, GDP deflator: linked series (annual %)",97,8.07,0.0,float64,1105,1105,0,-18.845,96.036,5.036,2.772,7.618,37.261,4.588
GDP (constant 2015 US$),99,8.236,0.0,float64,1103,1103,0,1387604046.662,3702230996916.9,369635620123.063,55477349852.563,714077094436.986,7.453,2.79
GDP per capita (constant 2015 US$),99,8.236,0.0,float64,1103,1103,0,590.957,224582.45,29166.418,17722.156,31278.867,6.526,2.124
"Adolescent fertility rate (births per 1,000 women ages 15-19)",100,8.319,0.0,float64,1102,1078,24,1.062,63.586,16.546,12.002,12.445,0.86,1.174
Sex ratio at birth (male births per female births),100,8.319,0.0,float64,1102,108,70,1.034,1.282,1.066,1.059,0.027,21.719,4.118
"Survival to age 65, female (% of cohort)",100,8.319,0.0,float64,1102,1101,1,72.635,96.459,88.409,90.046,5.275,0.162,-0.971
"Survival to age 65, male (% of cohort)",100,8.319,0.0,float64,1102,1102,0,40.847,94.176,77.54,80.875,11.149,-0.434,-0.695
Rural population growth (annual %),102,8.486,0.0,float64,1100,1100,0,-9.01,11.782,-0.527,-0.548,1.606,7.14,0.049
"Official exchange rate (LCU per US$, period average)",108,8.985,0.0,float64,1094,626,79,0.214,11734.833,97.545,1.407,780.078,159.517,12.351
Mobile cellular subscriptions,111,9.235,0.0,float64,1091,795,160,15750.0,247000000.0,18926039.627,6530000.0,34910938.629,16.627,3.638
Fixed telephone subscriptions (per 100 people),112,9.318,0.0,float64,1090,561,295,2.62,140.0,33.734,31.75,20.482,4.473,1.453
Fixed telephone subscriptions,117,9.734,0.0,float64,1085,1060,10,6352.0,54791000.0,5526234.728,1333660.0,10460280.571,6.841,2.719
Access to electricity (% of population),119,9.9,0.0,float64,1083,53,24,90.1,100.0,99.703,100.0,1.068,37.274,-5.771
"Access to electricity, urban (% of urban population)",119,9.9,0.0,float64,1083,44,24,93.9,100.0,99.777,100.0,0.713,28.834,-5.041
Capture fisheries production (metric tons),121,10.067,6.739,float64,1081,898,15,0.0,5167703.0,260769.116,14605.0,677400.688,24.689,4.681
Surface area (sq. km),121,10.067,0.0,float64,1081,145,101,2.027,17098250.0,503348.831,83879.0,2254052.646,48.983,7.045
"Birth rate, crude (per 1,000 people)",122,10.15,0.0,float64,1080,408,88,5.9,31.432,12.297,10.9,4.523,4.306,2.104
"Death rate, crude (per 1,000 people)",122,10.15,0.0,float64,1080,403,115,2.8,21.7,9.675,9.45,3.002,0.012,0.487
Forest area (% of land area),125,10.399,3.078,float64,1077,797,39,0.0,73.736,27.237,30.27,18.391,-0.411,0.361
Forest area (sq. km),125,10.399,3.078,float64,1077,778,33,0.0,8153116.0,185612.961,20521.62,1068942.364,51.579,7.3
Land area (sq. km),125,10.399,0.0,float64,1077,268,116,2.027,16381390.0,483921.481,77230.0,2164465.547,48.635,7.017
Population density (people per sq. km of land area),125,10.399,0.0,float64,1077,1077,0,0.136,18822.891,481.076,95.035,2303.823,49.384,7.051
Voice and Accountability: Estimate,127,10.566,0.0,float64,1075,1075,0,-2.259,1.801,0.521,0.929,1.006,0.047,-1.006
Voice and Accountability: Number of Sources,127,10.566,0.0,float64,1075,17,17,1.0,17.0,10.202,11.0,3.272,1.406,-1.142
Voice and Accountability: Percentile Rank,127,10.566,0.25,float64,1075,658,256,0.0,100.0,66.083,75.862,29.648,-0.614,-0.76
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",127,10.566,2.329,float64,1075,580,240,0.0,97.585,58.605,68.932,28.346,-0.731,-0.65
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",127,10.566,0.0,float64,1075,507,189,0.985,100.0,72.302,87.192,29.857,-0.425,-0.901
Voice and Accountability: Standard Error,127,10.566,0.0,float64,1075,596,187,0.103,0.381,0.145,0.134,0.039,7.317,2.48
"Access to electricity, rural (% of rural population)",128,10.649,0.0,float64,1074,63,26,81.2,100.0,99.505,100.0,2.085,40.6,-6.165
"Industry (including construction), value added (% of GDP)",128,10.649,0.0,float64,1074,1074,0,7.432,66.58,24.655,23.766,8.656,4.467,1.449
"Industry (including construction), value added (current LCU)",128,10.649,0.0,float64,1074,1074,0,250050000.0,364957537500000.0,2866533163937.396,68089400000.0,20152324847333.273,195.277,13.178
"Industry (including construction), value added (current US$)",128,10.649,0.0,float64,1074,1074,0,278465545.279,1214839903537.28,96400248141.919,19622688534.332,178868658331.196,10.299,3.016
Rule of Law: Estimate,129,10.732,0.0,float64,1073,1047,20,-1.641,2.125,0.548,0.721,1.031,-1.2,-0.264
Rule of Law: Number of Sources,129,10.732,0.0,float64,1073,16,15,1.0,17.0,10.778,11.0,3.663,1.506,-1.229
Rule of Law: Percentile Rank,129,10.732,0.0,float64,1073,637,249,1.914,100.0,64.959,71.698,28.857,-0.955,-0.551
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",129,10.732,0.25,float64,1073,552,242,0.0,97.143,56.905,61.538,29.469,-1.163,-0.41
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",129,10.732,0.0,float64,1073,485,191,7.177,100.0,71.578,80.282,27.385,-0.784,-0.644
Rule of Law: Standard Error,129,10.732,0.0,float64,1073,547,163,0.125,0.739,0.179,0.155,0.093,16.63,4.02
"Services, value added (% of GDP)",131,10.899,0.0,float64,1071,1071,0,21.632,93.934,59.129,58.968,11.138,1.241,0.105
"Services, value added (current LCU)",131,10.899,0.0,float64,1071,1071,0,758329952.897,523836519900000.0,4586750020181.54,154584565000.0,27480856353211.383,193.284,12.689
"Services, value added (current US$)",131,10.899,0.0,float64,1071,1071,0,816560669.084,2882449150864.76,263322887117.833,35585021369.259,516832676140.687,7.215,2.772
Political Stability and Absence of Violence/Terrorism: Estimate,133,11.065,0.0,float64,1069,1055,14,-2.021,1.964,0.4,0.542,0.771,-0.249,-0.561
Political Stability and Absence of Violence/Terrorism: Number of Sources,133,11.065,0.0,float64,1069,10,10,1.0,10.0,6.728,7.0,1.994,0.432,-1.002
Political Stability and Absence of Violence/Terrorism: Percentile Rank,133,11.065,0.0,float64,1069,664,268,3.883,100.0,61.116,63.981,25.863,-0.959,-0.293
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",133,11.065,0.0,float64,1069,570,268,0.485,97.143,47.267,50.943,23.282,-0.937,-0.134
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",133,11.065,0.0,float64,1069,486,225,6.667,100.0,73.156,79.048,25.085,-0.709,-0.654
Political Stability and Absence of Violence/Terrorism: Standard Error,133,11.065,0.0,float64,1069,280,150,0.192,0.665,0.249,0.238,0.061,20.512,3.973
Fixed broadband subscriptions,136,11.314,0.0,float64,1066,818,176,75.0,38400000.0,3665665.483,975000.0,6884273.979,8.151,2.882
Fixed broadband subscriptions (per 100 people),136,11.314,0.0,float64,1066,1063,3,0.001,60.975,23.423,24.426,13.735,-0.805,-0.041
Dimension 3.3: Environmental Statistics,138,11.481,0.0,float64,1064,67,53,0.084,1.0,0.631,0.584,0.271,-1.296,-0.009
GOAL 13: Climate Action (5 year moving average),138,11.481,42.263,float64,1064,5,5,0.0,1.0,0.444,0.5,0.455,-1.768,0.218
Pillar 3 - Data Products - Score,138,11.481,0.0,float64,1064,963,91,6.581,94.312,55.653,57.906,20.273,0.004,-0.638
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),138,11.481,0.0,float64,1064,963,91,6.581,94.312,55.653,57.906,20.273,0.004,-0.638
Gross value added at basic prices (GVA) (current LCU),141,11.73,0.0,float64,1061,1061,0,1168271825.292,1134016593700000.0,9081288369926.156,243686000000.0,61569642450971.4,191.514,12.923
Gross value added at basic prices (GVA) (current US$),141,11.73,0.0,float64,1061,1061,0,1296213258.787,4135395123370.66,371303261416.346,61387597383.636,702237940009.99,7.265,2.733
Lower secondary school starting age (years),142,11.814,0.0,float64,1060,4,4,10.0,13.0,11.385,11.0,0.967,-0.862,0.321
"Primary education, duration (years)",142,11.814,0.0,float64,1060,6,6,3.0,8.0,5.073,5.0,1.075,-0.644,0.386
Primary school starting age (years),142,11.814,0.0,float64,1060,3,3,5.0,7.0,6.312,6.0,0.573,-0.619,-0.136
"Secondary education, duration (years)",142,11.814,0.0,float64,1060,6,6,4.0,9.0,7.027,7.0,0.982,-0.053,-0.325
"Agriculture, forestry, and fishing, value added (% of GDP)",145,12.063,0.0,float64,1057,1057,0,0.011,29.904,5.545,3.361,5.894,2.866,1.767
"Agriculture, forestry, and fishing, value added (current LCU)",145,12.063,0.0,float64,1057,1055,2,180725.039,245222536300000.0,1561537027097.909,6780446000.0,14191069692958.254,172.275,12.507
"Agriculture, forestry, and fishing, value added (current US$)",145,12.063,0.0,float64,1057,1057,0,200045.205,86579712024.871,8502356255.082,3080516573.189,13731880914.398,6.123,2.498
"Compulsory education, duration (years)",145,12.063,0.0,float64,1057,7,6,6.0,13.0,10.203,10.0,1.35,-0.447,0.552
Control of Corruption: Estimate,149,12.396,0.0,float64,1053,1038,11,-1.446,2.459,0.492,0.384,1.098,-1.222,0.053
Control of Corruption: Number of Sources,149,12.396,0.0,float64,1053,15,15,1.0,15.0,9.642,10.0,3.142,1.245,-1.148
Control of Corruption: Percentile Rank,149,12.396,0.0,float64,1053,671,211,1.435,100.0,62.979,67.143,29.205,-1.023,-0.468
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",149,12.396,1.414,float64,1053,567,227,0.0,98.585,55.48,60.849,30.659,-1.184,-0.314
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",149,12.396,0.0,float64,1053,500,214,10.952,100.0,68.995,72.512,26.922,-0.869,-0.553
Control of Corruption: Standard Error,149,12.396,0.0,float64,1053,590,150,0.114,0.464,0.168,0.15,0.064,9.167,3.078
"Fertility rate, total (births per woman)",151,12.562,0.0,float64,1051,414,126,1.16,3.529,1.741,1.6,0.456,3.057,1.758
GNI (current LCU),152,12.646,0.0,float64,1050,1050,0,1220748547.616,1183086682967800.0,9960837579340.414,301727319100.0,66297060873968.87,180.826,12.585
GNI (current US$),152,12.646,0.0,float64,1050,1050,0,1394334873.337,4636236589068.71,416034160762.103,66859640000.134,788361762243.393,7.4,2.754
GNI per capita (current LCU),152,12.646,0.0,float64,1050,1050,0,513.369,33184014.795,548491.748,35198.347,2177231.04,100.875,8.861
Government Effectiveness: Estimate,152,12.646,0.0,float64,1050,1043,7,-1.567,2.347,0.617,0.694,0.951,-1.127,-0.191
Government Effectiveness: Number of Sources,152,12.646,0.0,float64,1050,11,11,1.0,11.0,6.979,7.0,2.188,1.284,-1.222
Government Effectiveness: Percentile Rank,152,12.646,0.0,float64,1050,711,199,2.439,100.0,67.163,73.301,26.101,-0.783,-0.587
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",152,12.646,0.582,float64,1050,599,233,0.0,98.104,56.322,62.679,28.333,-1.157,-0.422
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",152,12.646,0.0,float64,1050,481,209,10.294,100.0,76.232,81.84,22.216,-0.533,-0.71
Government Effectiveness: Standard Error,152,12.646,0.0,float64,1050,420,164,0.174,0.882,0.241,0.219,0.066,14.17,3.218
"GDP per capita, PPP (constant 2021 international $)",153,12.729,0.0,float64,1049,1049,0,1878.287,137821.42,39167.298,36057.886,24857.276,1.964,1.082
"GDP per capita, PPP (current international $)",153,12.729,0.0,float64,1049,1049,0,1550.072,144750.805,32506.059,29237.187,22163.305,2.891,1.292
"GDP, PPP (constant 2021 international $)",153,12.729,0.0,float64,1049,1049,0,1918271749.299,5815895452674.47,661914539189.155,193500557074.845,1160016025784.448,5.907,2.541
"GDP, PPP (current international $)",153,12.729,0.0,float64,1049,1049,0,1677503706.606,6454737767947.11,541934028693.487,163115261980.532,972126684996.337,8.235,2.788
"PPP conversion factor, GDP (LCU per international $)",153,12.729,0.0,float64,1049,1048,1,0.061,3010.594,36.127,0.854,205.776,126.35,10.691
Price level ratio of PPP conversion factor (GDP) to market exchange rate,153,12.729,0.0,float64,1049,1049,0,0.148,1.676,0.693,0.622,0.33,-0.702,0.538
Regulatory Quality: Estimate,153,12.729,0.0,float64,1049,1039,10,-2.132,2.04,0.656,0.851,0.919,0.167,-0.819
Regulatory Quality: Number of Sources,153,12.729,0.0,float64,1049,12,12,1.0,12.0,7.6,8.0,2.39,1.361,-1.027
Regulatory Quality: Percentile Rank,153,12.729,0.0,float64,1049,662,234,0.481,100.0,69.39,76.617,25.472,0.223,-1.003
