Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Population ages 00-04, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,2.7,16.895,6.316,5.866,1.829,4.266,1.639
"Population ages 05-09, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,3.145,13.195,6.275,5.794,1.94,0.776,1.105
"Population ages 05-09, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,3.166,13.795,6.423,6.066,1.69,2.343,1.332
"Population ages 10-14, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,3.262,13.274,6.319,5.93,1.742,0.778,0.985
"Population ages 10-14, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,2.515,13.128,6.503,6.202,1.64,1.314,0.984
"Population ages 15-19, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,3.288,12.647,6.366,6.101,1.54,1.082,0.936
"Population ages 15-19, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,2.426,12.768,6.621,6.374,1.508,0.563,0.635
Population ages 15-64 (% of total population),42,2.411,0.0,float64,1700,1700,0,49.896,85.249,68.004,67.263,4.628,1.951,0.664
"Population ages 15-64, female",42,2.411,0.0,float64,1700,1690,9,3031.0,106256922.0,5112207.074,688441.0,13682555.454,30.867,5.124
"Population ages 15-64, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,49.364,80.992,66.568,65.985,4.188,0.982,0.222
"Population ages 15-64, male",42,2.411,0.0,float64,1700,1692,8,3145.0,111349151.0,5256670.775,921073.5,13899345.679,32.991,5.266
"Population ages 15-64, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,50.45,89.869,69.209,68.52,5.099,2.84,0.946
"Population ages 15-64, total",42,2.411,0.0,float64,1700,1696,4,6176.0,217606073.0,10368877.837,1557458.0,27566773.719,31.965,5.198
"Population ages 20-24, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,3.611,11.993,6.63,6.329,1.503,0.88,0.925
"Population ages 20-24, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,4.2,14.234,7.033,6.773,1.532,2.029,1.149
"Population ages 25-29, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,3.758,14.124,7.069,6.699,1.636,2.011,1.221
"Population ages 25-29, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,4.174,19.422,7.585,7.082,2.265,7.142,2.347
"Population ages 30-34, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,3.985,15.394,7.354,6.97,1.577,3.425,1.546
"Population ages 30-34, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,4.251,18.853,7.817,7.293,2.22,6.903,2.406
"Population ages 35-39, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,4.323,12.939,7.383,7.117,1.325,1.954,1.244
"Population ages 35-39, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,4.175,17.087,7.76,7.336,1.715,4.52,1.873
"Population ages 40-44, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,4.298,10.976,7.259,7.154,1.098,0.703,0.552
"Population ages 40-44, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,3.936,13.608,7.585,7.379,1.252,2.215,0.994
"Population ages 45-49, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,3.313,9.903,6.99,6.943,1.089,0.694,-0.214
"Population ages 45-49, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,3.823,12.811,7.246,7.147,1.048,1.061,0.178
"Population ages 50-54, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,2.407,9.571,6.53,6.651,1.235,0.996,-0.81
"Population ages 50-54, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,3.144,9.291,6.677,6.78,1.167,0.327,-0.547
"Population ages 55-59, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,1.644,9.363,5.907,6.201,1.465,0.372,-0.858
"Population ages 55-59, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,1.725,9.081,5.932,6.224,1.435,0.176,-0.754
"Population ages 60-64, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,0.708,8.232,5.081,5.462,1.647,-0.343,-0.651
"Population ages 60-64, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,0.845,8.723,4.952,5.319,1.607,-0.26,-0.646
Population ages 65 and above (% of total population),42,2.411,0.0,float64,1700,1700,0,0.862,37.319,13.128,13.991,6.296,-0.048,0.029
"Population ages 65 and above, female",42,2.411,0.0,float64,1700,1679,18,51.0,31675306.0,1477173.985,84928.0,3903242.287,20.416,4.255
"Population ages 65 and above, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,1.043,38.286,14.65,15.768,7.043,-0.503,-0.054
"Population ages 65 and above, male",42,2.411,0.0,float64,1700,1680,20,68.0,26706454.0,1085485.797,77261.5,2949853.755,26.922,4.775
"Population ages 65 and above, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,0.684,36.313,11.549,12.125,5.594,0.747,0.256
"Population ages 65 and above, total",42,2.411,0.0,float64,1700,1684,13,129.0,58381760.0,2562659.781,162268.5,6833566.092,23.065,4.464
"Population ages 65-69, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,0.297,8.048,4.259,4.475,1.695,-0.699,-0.399
"Population ages 65-69, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,0.334,7.969,3.961,4.198,1.587,-0.551,-0.406
"Population ages 70-74, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,0.097,7.86,3.516,3.726,1.621,-0.86,-0.178
"Population ages 70-74, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,0.175,7.446,3.05,3.198,1.427,-0.551,-0.076
"Population ages 75-79, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,0.07,6.661,2.804,2.943,1.44,-0.916,-0.064
"Population ages 75-79, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,0.092,6.465,2.176,2.303,1.152,-0.015,0.229
"Population ages 80 and above, female (% of female population)",42,2.411,0.0,float64,1700,1700,0,0.094,19.494,4.072,4.205,2.626,4.135,1.071
"Population ages 80 and above, male (% of male population)",42,2.411,0.0,float64,1700,1700,0,0.084,16.273,2.362,2.298,1.737,16.689,2.662
"Population, female",42,2.411,0.0,float64,1700,1695,5,4872.0,166628596.0,7865538.719,1050438.0,21023355.377,30.158,5.059
"Population, female (% of total population)",42,2.411,0.0,float64,1700,1700,0,23.818,54.921,49.694,50.567,4.273,12.344,-3.244
"Population, male",42,2.411,0.0,float64,1700,1693,7,5116.0,168286299.0,7688637.712,1287835.0,20491357.699,33.455,5.298
"Population, male (% of total population)",42,2.411,0.0,float64,1700,1700,0,45.079,76.182,50.306,49.433,4.273,12.344,3.244
"Population, total",42,2.411,0.0,float64,1700,1697,3,10009.0,334914895.0,15554176.431,2227572.5,41492781.34,31.781,5.177
Quality of Debt service data according to World Bank,42,2.411,59.701,float64,1700,4,3,0.0,1.0,0.387,0.0,0.486,-1.782,0.465
Safely Managed Drinking Water,42,2.411,54.191,float64,1700,3,3,0.0,1.0,0.425,0.0,0.485,-1.868,0.302
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),42,2.411,12.744,float64,1700,13,12,0.0,100.0,49.239,40.0,32.275,-1.005,0.166
Population growth (annual %),43,2.468,0.0,float64,1699,1699,0,-10.927,21.7,0.846,0.527,1.867,21.318,2.678
Dimension 3.1: Social Statistics,62,3.559,1.033,float64,1680,1034,331,0.0,0.94,0.435,0.504,0.238,-1.113,-0.265
Dimension 3.2: Economic Statistics,62,3.559,0.0,float64,1680,847,356,0.033,0.972,0.442,0.431,0.224,-0.675,0.226
Dimension 3.4: Institutional Statistics,62,3.559,1.952,float64,1680,323,189,0.0,0.938,0.42,0.438,0.217,-0.401,0.058
GOAL 10: Reduced Inequality (5 year moving average),62,3.559,17.222,float64,1680,25,25,0.0,1.0,0.38,0.4,0.248,-0.324,0.113
GOAL 11: Sustainable Cities and Communities (5 year moving average),62,3.559,42.25,float64,1680,23,23,0.0,1.0,0.303,0.2,0.324,-1.083,0.565
GOAL 12: Responsible Consumption and Production (5 year moving average),62,3.559,23.192,float64,1680,11,11,0.0,1.0,0.429,0.5,0.313,-0.969,0.109
GOAL 15: Life on Land (5 year moving average),62,3.559,0.172,float64,1680,40,35,0.0,1.0,0.717,0.667,0.209,-0.646,-0.2
GOAL 16: Peace and Justice Strong Institutions (5 year moving average),62,3.559,11.538,float64,1680,43,35,0.0,1.0,0.455,0.5,0.262,-0.613,-0.217
GOAL 17: Partnerships to achieve the Goal (5 year moving average),62,3.559,6.142,float64,1680,74,66,0.0,0.933,0.385,0.375,0.218,-0.54,0.21
GOAL 1: No Poverty (5 year moving average),62,3.559,22.675,float64,1680,23,23,0.0,1.0,0.424,0.5,0.334,-1.242,0.169
GOAL 2: Zero Hunger (5 year moving average),62,3.559,17.509,float64,1680,37,36,0.0,1.0,0.405,0.444,0.278,-1.177,-0.055
GOAL 3: Good Health and Well-being (5 year moving average),62,3.559,3.904,float64,1680,96,81,0.0,0.96,0.564,0.722,0.313,-1.115,-0.769
GOAL 4: Quality Education (5 year moving average),62,3.559,17.796,float64,1680,31,28,0.0,1.0,0.366,0.4,0.238,-0.402,0.054
GOAL 5: Gender Equality (5 year moving average),62,3.559,22.044,float64,1680,20,20,0.0,1.0,0.283,0.286,0.218,0.078,0.534
GOAL 6: Clean Water and Sanitation (5 year moving average),62,3.559,4.133,float64,1680,23,22,0.0,1.0,0.569,0.6,0.243,-0.328,-0.548
GOAL 7: Affordable and Clean Energy (5 year moving average),62,3.559,0.0,float64,1680,15,11,0.2,1.0,0.695,0.8,0.195,0.124,-0.749
GOAL 8: Decent Work and Economic Growth (5 year moving average),62,3.559,8.668,float64,1680,56,54,0.0,1.0,0.404,0.385,0.285,-0.932,0.317
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",62,3.559,12.974,float64,1680,34,33,0.0,1.0,0.442,0.5,0.301,-0.912,0.151
Rural population,62,3.559,11.481,float64,1680,1478,4,0.0,59495270.0,3246323.828,298853.5,8279016.946,24.669,4.608
Rural population (% of total population),62,3.559,11.481,float64,1680,1447,34,0.0,85.697,24.07,18.557,20.479,0.312,0.964
Urban population,62,3.559,0.0,float64,1680,1679,1,5096.0,278977409.0,12492607.432,1935447.0,33823168.968,32.492,5.249
Urban population (% of total population),62,3.559,0.0,float64,1680,1447,34,14.303,100.0,75.93,81.443,20.479,0.312,-0.964
Urban population growth (annual %),63,3.617,0.0,float64,1679,1679,0,-10.884,21.952,1.045,0.75,1.902,21.079,2.848
DEC alternative conversion factor (LCU per US$),89,5.109,0.0,float64,1653,763,131,0.269,1305.662,34.64,1.0,145.169,42.202,6.274
"Official exchange rate (LCU per US$, period average)",114,6.544,0.0,float64,1628,683,121,0.269,1305.662,35.709,1.0,146.339,41.274,6.201
GDP (current LCU),118,6.774,0.0,float64,1624,1623,1,29000000.0,2236329400000000.0,29766977990551.906,138277233000.0,186425870609984.34,76.559,8.389
GDP (current US$),118,6.774,0.0,float64,1624,1624,0,22766972.189,27720709000000.0,628738467542.774,57313756804.785,2184174411496.771,67.967,7.631
GDP per capita (current LCU),118,6.774,0.0,float64,1624,1624,0,2894.212,43245332.44,827376.68,44857.652,3704787.529,68.675,7.826
GDP per capita (current US$),118,6.774,0.0,float64,1624,1624,0,1033.31,256580.515,39091.74,31106.89,31164.225,8.015,2.363
"Adolescent fertility rate (births per 1,000 women ages 15-19)",127,7.29,0.0,float64,1615,1576,39,0.473,96.441,20.89,13.956,18.99,2.161,1.516
Sex ratio at birth (male births per female births),127,7.29,0.0,float64,1615,102,69,1.02,1.282,1.057,1.054,0.024,30.889,4.752
"Survival to age 65, female (% of cohort)",127,7.29,0.0,float64,1615,1614,1,56.103,96.459,88.906,90.491,5.796,7.646,-2.273
"Survival to age 65, male (% of cohort)",127,7.29,0.0,float64,1615,1615,0,40.847,94.176,80.325,83.258,9.73,1.991,-1.346
Capture fisheries production (metric tons),134,7.692,5.339,float64,1608,1379,27,0.0,5317385.0,354892.738,13275.52,915055.823,13.151,3.635
Surface area (sq. km),139,7.979,0.0,float64,1603,235,140,2.027,17098250.0,716220.271,22070.0,2791320.509,22.656,4.802
Access to electricity (% of population),146,8.381,0.0,float64,1596,90,38,73.4,100.0,99.489,100.0,2.259,50.575,-6.568
"Access to electricity, urban (% of urban population)",146,8.381,0.0,float64,1596,58,26,81.6,100.0,99.773,100.0,1.088,122.387,-9.672
Dimension 3.3: Environmental Statistics,146,8.381,0.0,float64,1596,85,68,0.084,1.0,0.544,0.5,0.284,-1.323,0.393
GOAL 13: Climate Action (5 year moving average),146,8.381,51.32,float64,1596,5,5,0.0,1.0,0.367,0.0,0.444,-1.517,0.545
Pillar 3 - Data Products - Score,146,8.381,0.0,float64,1596,1417,144,4.894,94.312,45.503,47.319,22.129,-0.955,-0.06
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),146,8.381,0.0,float64,1596,1417,144,4.894,94.312,45.503,47.319,22.129,-0.955,-0.06
Land area (sq. km),153,8.783,0.0,float64,1589,285,147,2.027,16381390.0,620226.627,30333.0,2361476.64,25.672,4.961
Population density (people per sq. km of land area),153,8.783,0.0,float64,1589,1589,0,0.136,21393.443,840.767,132.372,2925.216,28.55,5.286
GDP (constant LCU),155,8.898,0.0,float64,1587,1586,1,54619491.781,1995551400000000.0,30950323119173.234,164068744400.0,187932806760991.06,66.244,7.91
GDP per capita (constant LCU),155,8.898,0.0,float64,1587,1587,0,5451.047,38589254.201,843152.729,44325.422,3750694.994,59.422,7.376
GDP deflator (base year varies by country),160,9.185,0.0,float64,1582,1505,1,25.278,319.328,98.628,99.407,21.209,16.705,2.07
GDP growth (annual %),162,9.3,0.057,float64,1580,1579,1,-54.336,75.061,2.327,2.384,6.04,28.819,1.269
GDP per capita growth (annual %),162,9.3,0.0,float64,1580,1580,0,-55.229,74.675,1.502,1.538,5.98,30.054,1.395
GDP deflator: linked series (base year varies by country),163,9.357,0.0,float64,1579,1502,1,27.504,319.328,98.703,99.359,21.061,17.091,2.162
GDP: linked series (current LCU),163,9.357,0.0,float64,1579,1579,0,29000000.0,2236329399999990.0,30608888248612.062,158741000000.0,188997634396255.0,74.324,8.267
"Inflation, GDP deflator (annual %)",169,9.701,0.0,float64,1573,1573,0,-27.632,174.858,3.292,2.238,7.281,199.104,8.786
"Inflation, GDP deflator: linked series (annual %)",169,9.701,0.0,float64,1573,1573,0,-27.632,51.415,3.17,2.237,5.816,9.505,0.881
GDP (constant 2015 US$),173,9.931,0.0,float64,1569,1568,1,41900064.554,22062578283266.8,617806833068.8,57803951303.051,2141237566150.833,57.685,7.241
GDP per capita (constant 2015 US$),173,9.931,0.0,float64,1569,1569,0,3867.933,224582.45,36424.353,30387.129,27287.07,7.281,2.175
"Birth rate, crude (per 1,000 people)",179,10.276,0.0,float64,1563,684,110,4.4,34.913,12.504,11.4,4.132,4.423,1.734
"Death rate, crude (per 1,000 people)",180,10.333,0.0,float64,1562,702,135,0.795,21.7,7.796,7.9,3.156,0.275,0.226
"Access to electricity, rural (% of rural population)",184,10.563,0.0,float64,1558,110,26,59.3,100.0,99.048,100.0,4.319,37.395,-5.861
"Primary education, duration (years)",188,10.792,0.0,float64,1554,5,5,4.0,8.0,5.762,6.0,0.851,0.586,-0.53
Primary school starting age (years),188,10.792,0.0,float64,1554,3,3,5.0,7.0,5.979,6.0,0.582,-0.047,0.002
Forest area (% of land area),189,10.85,4.305,float64,1553,996,58,0.0,94.216,31.545,31.621,23.897,-0.397,0.513
Forest area (sq. km),189,10.85,4.305,float64,1553,978,52,0.0,8153116.0,227999.251,4665.3,1024999.727,42.733,6.31
"Incidence of tuberculosis (per 100,000 people)",194,11.137,3.1,float64,1548,234,185,0.0,233.0,23.848,10.0,31.548,7.368,2.447
Fixed telephone subscriptions (per 100 people),201,11.538,0.344,float64,1541,580,381,0.0,140.0,36.737,35.8,19.079,4.062,1.344
People using at least basic sanitation services (% of population),210,12.055,0.0,float64,1532,1234,19,54.145,100.0,95.546,98.95,7.973,8.351,-2.793
Fixed telephone subscriptions,211,12.113,0.574,float64,1531,1419,42,0.0,177691000.0,6881495.901,686718.0,18692493.657,32.955,5.144
Adjusted savings: mineral depletion (current US$),212,12.17,54.994,float64,1530,573,1,0.0,68601047572.282,602798022.932,0.0,3104322873.987,170.923,10.45
Export unit value index (2015 = 100),213,12.227,0.0,float64,1529,718,364,19.9,1100.5,112.991,108.7,48.092,265.465,14.014
Import unit value index (2015 = 100),213,12.227,0.0,float64,1529,590,366,58.5,188.0,109.574,107.1,16.225,0.804,0.564
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),222,12.744,2.296,float64,1520,1406,10,0.0,5888.308,195.862,33.79,648.663,47.684,6.564
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),222,12.744,2.296,float64,1520,1481,1,0.0,202.865,9.859,6.719,12.605,56.032,5.782
Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),222,12.744,2.296,float64,1520,1161,53,0.0,163.513,10.586,2.304,23.767,16.597,3.849
Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),222,12.744,0.172,float64,1520,1404,44,-80.491,458.333,13.244,1.754,58.668,9.769,2.357
Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),222,12.744,0.0,float64,1520,1366,71,0.001,861.361,33.159,5.563,104.16,40.505,6.127
Methane (CH4) emissions from Waste (Mt CO2e),222,12.744,0.0,float64,1520,1318,75,0.001,176.423,7.577,1.541,21.213,31.78,5.486
Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),222,12.744,0.0,float64,1520,1282,85,0.0,235.982,9.018,1.157,27.219,48.043,6.579
Nitrous oxide (N2O) emissions from Waste (Mt CO2e),222,12.744,2.239,float64,1520,972,148,0.0,9.537,0.417,0.059,1.09,38.028,5.644
People practicing open defecation (% of population),222,12.744,66.992,float64,1520,314,12,0.0,6.935,0.243,0.0,0.756,32.029,5.164
Total greenhouse gas emissions excluding LULUCF (% change from 1990),222,12.744,0.23,float64,1520,1440,23,-67.695,1179.348,63.089,13.514,160.049,19.497,4.035
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),222,12.744,0.0,float64,1520,1435,29,0.001,7123.633,243.863,45.595,797.295,47.515,6.571
Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),222,12.744,0.0,float64,1520,1520,0,0.05,209.479,12.675,8.857,14.581,34.605,4.446
People using at least basic drinking water services (% of population),226,12.974,0.0,float64,1516,997,25,85.694,100.0,98.878,99.864,2.041,9.754,-2.875
Lower secondary school starting age (years),234,13.433,0.0,float64,1508,4,4,10.0,13.0,11.732,12.0,0.731,-0.1,-0.261
"Secondary education, duration (years)",234,13.433,0.0,float64,1508,6,6,4.0,9.0,6.403,6.0,1.031,-0.011,0.323
Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),242,13.892,0.0,float64,1500,1351,62,-59.266,2300.0,48.594,6.805,202.133,66.286,7.595
Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),242,13.892,1.148,float64,1500,1145,127,0.0,42.831,1.708,0.176,4.903,34.586,5.616
Agricultural land (% of land area),245,14.064,0.0,float64,1497,1046,104,0.587,84.745,29.357,23.783,21.939,-0.743,0.529
"Fertility rate, total (births per woman)",250,14.351,0.0,float64,1492,688,200,0.701,3.948,1.779,1.68,0.498,2.338,1.299
Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),262,15.04,2.468,float64,1480,1405,7,-71.035,62800.0,778.284,23.038,6028.704,71.938,8.545
Methane (CH4) emissions from Agriculture (Mt CO2e),262,15.04,2.296,float64,1480,1162,86,0.0,263.07,11.588,1.488,31.991,39.984,5.885
Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),262,15.04,2.296,float64,1480,1117,78,0.0,137.556,5.65,0.79,16.644,43.898,6.243
"Life expectancy at birth, female (years)",263,15.098,0.0,float64,1479,777,118,62.229,88.06,81.104,81.793,3.788,3.675,-1.427
"Life expectancy at birth, male (years)",263,15.098,0.0,float64,1479,829,141,55.046,83.35,75.44,76.4,4.655,1.954,-1.206
"Life expectancy at birth, total (years)",263,15.098,0.0,float64,1479,1361,106,58.072,85.533,78.188,78.983,4.17,2.931,-1.336
Rural population growth (annual %),263,15.098,0.057,float64,1479,1479,0,-16.714,11.782,-0.326,-0.182,2.018,7.766,-0.243
Renewable energy consumption (% of total final energy consumption),265,15.212,10.964,float64,1477,407,243,0.0,82.9,12.509,6.7,15.74,3.291,1.789
"Compulsory education, duration (years)",274,15.729,0.689,float64,1468,12,12,0.0,16.0,10.49,10.0,2.037,4.83,-1.091
Mobile cellular subscriptions,275,15.786,0.0,float64,1467,1126,199,2250.0,386000000.0,20738681.446,4760000.0,48692176.303,21.23,4.292
Arable land (% of land area),282,16.188,0.0,float64,1460,981,108,0.046,62.475,13.26,8.785,13.374,0.828,1.155
Merchandise exports (current US$),282,16.188,0.0,float64,1460,1331,66,2000000.0,2065157000000.0,160457374758.553,32716000000.0,282132956222.246,11.412,3.032
Methane (CH4) emissions from Building (Energy) (Mt CO2e),282,16.188,6.085,float64,1460,850,107,0.0,9.878,0.502,0.054,1.207,26.63,4.717
Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),282,16.188,7.865,float64,1460,758,141,0.0,7.215,0.267,0.023,0.807,43.826,6.189
Fixed broadband subscriptions,287,16.475,0.0,float64,1455,1039,281,74.0,131000000.0,4903948.148,594000.0,13283061.807,38.868,5.592
Fixed broadband subscriptions (per 100 people),287,16.475,0.0,float64,1455,1448,7,0.027,75.75,24.29,25.291,13.157,-0.523,0.032
Political Stability and Absence of Violence/Terrorism: Estimate,287,16.475,0.0,float64,1455,1407,38,-1.625,1.964,0.739,0.862,0.562,2.026,-1.22
Political Stability and Absence of Violence/Terrorism: Number of Sources,287,16.475,0.0,float64,1455,10,10,1.0,10.0,6.249,7.0,2.463,-0.66,-0.765
Political Stability and Absence of Violence/Terrorism: Percentile Rank,287,16.475,0.0,float64,1455,665,371,7.109,100.0,72.812,75.845,19.891,0.767,-0.958
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",287,16.475,0.0,float64,1455,580,317,3.318,97.143,57.017,59.434,17.841,0.595,-0.644
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",287,16.475,0.0,float64,1455,431,228,12.796,100.0,85.397,94.286,18.687,2.275,-1.629
Political Stability and Absence of Violence/Terrorism: Standard Error,287,16.475,0.0,float64,1455,372,204,0.192,0.665,0.259,0.239,0.071,12.305,3.138
Merchandise imports (current US$),288,16.533,0.0,float64,1454,1420,32,43000000.0,3371751000000.0,166371432768.617,31143000000.0,341721514283.218,26.765,4.482
Rule of Law: Estimate,289,16.59,0.0,float64,1453,1381,47,-1.197,2.125,0.976,0.977,0.653,-0.213,-0.466
Rule of Law: Number of Sources,289,16.59,0.0,float64,1453,17,17,1.0,17.0,8.699,10.0,4.372,-0.873,-0.541
Rule of Law: Percentile Rank,289,16.59,0.0,float64,1453,598,403,12.264,100.0,78.118,80.952,16.447,1.079,-0.99
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",289,16.59,0.057,float64,1453,528,299,0.0,97.143,68.746,69.014,18.673,0.364,-0.716
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",289,16.59,0.0,float64,1453,415,252,18.396,100.0,85.414,88.732,14.948,1.662,-1.262
Rule of Law: Standard Error,289,16.59,0.0,float64,1453,737,231,0.125,0.831,0.216,0.166,0.121,4.859,2.3
"PPP conversion factor, GDP (LCU per international $)",297,17.049,0.0,float64,1445,1425,2,0.105,872.625,25.421,1.021,108.207,42.043,6.284
Carbon intensity of GDP (kg CO2e per constant 2021 US$ of GDP),301,17.279,2.239,float64,1441,1402,2,0.0,14.207,0.423,0.231,0.832,93.097,8.353
"GDP per capita, PPP (constant 2021 international $)",304,17.451,0.0,float64,1438,1438,0,6157.904,174339.077,50154.956,45612.063,25338.492,2.505,1.36
"GDP per capita, PPP (current international $)",304,17.451,0.0,float64,1438,1438,0,4826.376,180939.426,43671.013,38882.772,24559.019,3.847,1.6
"GDP, PPP (constant 2021 international $)",304,17.451,0.0,float64,1438,1438,0,61702195.667,24977117772096.2,927690564998.959,169368537558.542,2612766913238.499,44.111,6.189
"GDP, PPP (current international $)",304,17.451,0.0,float64,1438,1438,0,48360285.543,27720708999999.9,798002375208.052,152756290847.555,2347724493498.941,55.211,6.799
Price level ratio of PPP conversion factor (GDP) to market exchange rate,304,17.451,0.0,float64,1438,1419,1,0.257,1.676,0.811,0.773,0.27,-0.496,0.424
Merchandise trade (% of GDP),305,17.509,0.0,float64,1437,1437,0,10.666,420.682,79.231,62.438,58.155,9.545,2.657
