Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
GOAL 2: Zero Hunger (5 year moving average),13,1.524,15.592,float64,840,34,33,0.0,1.0,0.479,0.556,0.301,-1.143,-0.248
GOAL 3: Good Health and Well-being (5 year moving average),13,1.524,3.869,float64,840,81,69,0.0,1.0,0.646,0.778,0.328,-0.623,-0.979
GOAL 4: Quality Education (5 year moving average),13,1.524,11.606,float64,840,33,30,0.0,1.0,0.422,0.444,0.245,-0.249,0.036
GOAL 5: Gender Equality (5 year moving average),13,1.524,19.93,float64,840,22,21,0.0,1.0,0.28,0.286,0.214,-0.303,0.502
GOAL 6: Clean Water and Sanitation (5 year moving average),13,1.524,6.096,float64,840,23,21,0.0,1.0,0.654,0.75,0.307,-0.605,-0.702
GOAL 7: Affordable and Clean Energy (5 year moving average),13,1.524,0.0,float64,840,16,14,0.2,1.0,0.808,0.8,0.184,2.395,-1.621
GOAL 8: Decent Work and Economic Growth (5 year moving average),13,1.524,4.455,float64,840,54,53,0.0,1.0,0.411,0.375,0.264,-1.078,0.272
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",13,1.524,10.668,float64,840,32,29,0.0,1.0,0.39,0.375,0.258,-1.048,0.107
Labor force participation rate by sex and age (%),13,1.524,49.004,float64,840,3,3,0.0,1.0,0.446,0.5,0.468,-1.826,0.217
Net migration,13,1.524,2.579,float64,840,741,49,-1355602.0,495524.0,-18510.345,-913.5,89850.755,84.85,-6.301
Pillar 1  - Data Use - Score,13,1.524,13.365,float64,840,15,14,0.0,100.0,45.952,40.0,29.451,-0.756,0.195
Population ages 0-14 (% of total population),13,1.524,0.0,float64,840,840,0,12.005,42.536,25.282,24.702,6.016,-0.572,0.407
"Population ages 0-14, female",13,1.524,0.0,float64,840,835,5,2675.0,24801649.0,1862670.635,315191.5,4277799.823,14.039,3.726
"Population ages 0-14, female (% of female population)",13,1.524,0.0,float64,840,840,0,11.036,41.765,24.555,24.032,6.064,-0.548,0.406
"Population ages 0-14, male",13,1.524,0.0,float64,840,837,3,2688.0,25669298.0,1934418.91,328904.0,4435758.549,14.038,3.723
"Population ages 0-14, male (% of male population)",13,1.524,0.0,float64,840,840,0,13.092,43.315,26.053,25.383,6.0,-0.596,0.389
"Population ages 0-14, total",13,1.524,0.0,float64,840,836,3,5364.0,50470948.0,3797089.576,644096.0,8713515.962,14.039,3.725
"Population ages 00-04, female (% of female population)",13,1.524,0.0,float64,840,840,0,2.773,14.846,7.978,7.626,2.26,-0.383,0.458
"Population ages 00-04, male (% of male population)",13,1.524,0.0,float64,840,840,0,3.29,15.395,8.49,8.005,2.239,-0.437,0.456
"Population ages 05-09, female (% of female population)",13,1.524,0.0,float64,840,840,0,3.652,14.074,8.219,7.989,2.031,-0.478,0.426
"Population ages 05-09, male (% of male population)",13,1.524,0.0,float64,840,840,0,4.334,14.583,8.726,8.483,2.014,-0.509,0.399
"Population ages 10-14, female (% of female population)",13,1.524,0.0,float64,840,840,0,4.611,12.845,8.358,8.35,1.859,-0.743,0.267
"Population ages 10-14, male (% of male population)",13,1.524,0.0,float64,840,840,0,4.818,13.338,8.837,8.872,1.858,-0.655,0.213
"Population ages 15-19, female (% of female population)",13,1.524,0.0,float64,840,840,0,4.698,11.558,8.281,8.339,1.673,-1.018,0.012
"Population ages 15-19, male (% of male population)",13,1.524,0.0,float64,840,840,0,4.601,12.435,8.701,8.777,1.668,-0.726,-0.093
Population ages 15-64 (% of total population),13,1.524,0.0,float64,840,840,0,53.691,76.437,66.368,66.125,4.063,0.041,0.055
"Population ages 15-64, female",13,1.524,0.0,float64,840,840,0,7687.0,74015441.0,4844428.387,1041454.5,12144803.258,18.001,4.162
"Population ages 15-64, female (% of female population)",13,1.524,0.0,float64,840,840,0,54.255,76.557,66.297,66.073,4.029,0.013,0.161
"Population ages 15-64, male",13,1.524,0.0,float64,840,839,1,7868.0,72580447.0,4721826.614,1002921.0,11784924.043,18.6,4.21
"Population ages 15-64, male (% of male population)",13,1.524,0.0,float64,840,840,0,53.121,76.487,66.426,65.927,4.217,0.03,-0.027
"Population ages 15-64, total",13,1.524,0.0,float64,840,840,0,15948.0,146595887.0,9566254.993,2054309.0,23927685.937,18.293,4.185
"Population ages 20-24, female (% of female population)",13,1.524,0.0,float64,840,840,0,4.715,10.382,8.067,8.227,1.388,-0.806,-0.435
"Population ages 20-24, male (% of male population)",13,1.524,0.0,float64,840,840,0,4.68,11.42,8.346,8.503,1.41,-0.632,-0.466
"Population ages 25-29, female (% of female population)",13,1.524,0.0,float64,840,840,0,4.697,9.727,7.803,8.08,1.02,0.106,-0.847
"Population ages 25-29, male (% of male population)",13,1.524,0.0,float64,840,840,0,4.437,10.561,7.914,8.155,1.105,0.486,-0.869
"Population ages 30-34, female (% of female population)",13,1.524,0.0,float64,840,840,0,5.346,11.583,7.515,7.507,0.94,1.519,0.575
"Population ages 30-34, male (% of male population)",13,1.524,0.0,float64,840,840,0,5.087,11.612,7.518,7.555,1.009,1.297,0.371
"Population ages 35-39, female (% of female population)",13,1.524,0.0,float64,840,840,0,5.096,11.575,7.183,7.004,1.119,2.337,1.374
"Population ages 35-39, male (% of male population)",13,1.524,0.0,float64,840,840,0,4.69,11.779,7.134,6.931,1.169,2.605,1.388
"Population ages 40-44, female (% of female population)",13,1.524,0.0,float64,840,840,0,4.396,10.645,6.8,6.615,1.238,0.681,0.855
"Population ages 40-44, male (% of male population)",13,1.524,0.0,float64,840,840,0,3.897,11.051,6.737,6.554,1.297,0.935,0.844
"Population ages 45-49, female (% of female population)",13,1.524,0.0,float64,840,840,0,3.664,9.511,6.308,6.243,1.321,-0.291,0.326
"Population ages 45-49, male (% of male population)",13,1.524,0.0,float64,840,840,0,3.309,9.501,6.22,6.194,1.372,-0.305,0.217
"Population ages 50-54, female (% of female population)",13,1.524,0.0,float64,840,840,0,2.921,9.571,5.637,5.589,1.421,-0.453,0.29
"Population ages 50-54, male (% of male population)",13,1.524,0.0,float64,840,840,0,2.769,9.106,5.51,5.497,1.441,-0.687,0.15
"Population ages 55-59, female (% of female population)",13,1.524,0.0,float64,840,840,0,2.028,9.363,4.809,4.644,1.47,-0.355,0.502
"Population ages 55-59, male (% of male population)",13,1.524,0.0,float64,840,840,0,2.12,8.951,4.652,4.522,1.458,-0.536,0.425
"Population ages 60-64, female (% of female population)",13,1.524,0.0,float64,840,840,0,1.509,7.974,3.894,3.636,1.379,-0.024,0.74
"Population ages 60-64, male (% of male population)",13,1.524,0.0,float64,840,840,0,1.516,7.644,3.695,3.458,1.329,-0.114,0.732
Population ages 65 and above (% of total population),13,1.524,0.0,float64,840,840,0,2.961,24.244,8.35,7.404,3.721,1.64,1.208
"Population ages 65 and above, female",13,1.524,0.0,float64,840,833,7,544.0,12590111.0,612450.1,110949.0,1552031.536,23.907,4.552
"Population ages 65 and above, female (% of female population)",13,1.524,0.0,float64,840,840,0,3.269,26.154,9.148,8.202,4.106,1.329,1.149
"Population ages 65 and above, male",13,1.524,0.0,float64,840,837,3,471.0,9861816.0,485410.933,89893.0,1220777.63,23.413,4.504
"Population ages 65 and above, male (% of male population)",13,1.524,0.0,float64,840,840,0,2.657,22.1,7.521,6.61,3.343,2.064,1.295
"Population ages 65 and above, total",13,1.524,0.0,float64,840,837,3,1016.0,22451927.0,1097861.04,200842.0,2771890.677,23.709,4.532
"Population ages 65-69, female (% of female population)",13,1.524,0.0,float64,840,840,0,1.209,7.159,3.047,2.789,1.212,0.847,1.025
"Population ages 65-69, male (% of male population)",13,1.524,0.0,float64,840,840,0,1.131,6.658,2.808,2.541,1.132,0.862,1.076
"Population ages 70-74, female (% of female population)",13,1.524,0.0,float64,840,840,0,0.895,6.379,2.33,2.077,1.021,1.761,1.23
"Population ages 70-74, male (% of male population)",13,1.524,0.0,float64,840,840,0,0.666,5.843,2.042,1.803,0.91,2.432,1.391
"Population ages 75-79, female (% of female population)",13,1.524,0.0,float64,840,840,0,0.613,5.36,1.702,1.495,0.813,1.963,1.291
"Population ages 75-79, male (% of male population)",13,1.524,0.0,float64,840,840,0,0.444,4.618,1.367,1.203,0.665,3.632,1.556
"Population ages 80 and above, female (% of female population)",13,1.524,0.0,float64,840,840,0,0.494,7.508,2.068,1.639,1.256,2.287,1.478
"Population ages 80 and above, male (% of male population)",13,1.524,0.0,float64,840,840,0,0.311,5.538,1.304,1.079,0.804,4.382,1.799
Population growth (annual %),13,1.524,0.0,float64,840,840,0,-7.516,5.816,0.908,0.986,1.213,6.775,-0.597
"Population, female",13,1.524,0.0,float64,840,837,3,11139.0,107227668.0,7319549.104,1526747.5,17877816.721,16.963,4.048
"Population, female (% of total population)",13,1.524,0.0,float64,840,840,0,48.464,54.583,50.768,50.44,1.142,0.181,0.756
"Population, male",13,1.524,0.0,float64,840,837,3,11488.0,103913061.0,7141656.469,1457722.0,17352796.617,17.171,4.061
"Population, male (% of total population)",13,1.524,0.0,float64,840,840,0,45.417,51.536,49.232,49.56,1.142,0.181,-0.756
"Population, total",13,1.524,0.0,float64,840,839,1,22856.0,211140729.0,14461205.573,3016570.0,35229690.24,17.064,4.054
Quality of Debt service data according to World Bank,13,1.524,61.313,float64,840,4,3,0.0,1.0,0.371,0.0,0.481,-1.709,0.536
Safely Managed Drinking Water,13,1.524,54.513,float64,840,3,3,0.0,1.0,0.404,0.0,0.469,-1.752,0.39
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),13,1.524,13.365,float64,840,15,14,0.0,100.0,45.952,40.0,29.451,-0.756,0.195
Rural population,33,3.869,4.689,float64,820,778,4,0.0,31929788.0,3035864.48,624856.0,5944677.213,10.933,3.304
Rural population (% of total population),33,3.869,4.689,float64,820,772,8,0.0,81.55,34.115,33.311,22.263,-0.933,0.304
Urban population,33,3.869,0.0,float64,820,820,0,9818.0,185356223.0,11777205.355,2554966.0,29963860.418,17.87,4.132
Urban population (% of total population),33,3.869,0.0,float64,820,772,8,18.45,100.0,65.885,66.689,22.263,-0.933,-0.304
Urban population growth (annual %),33,3.869,0.0,float64,820,820,0,-4.197,6.624,1.232,1.176,1.412,1.98,-0.033
"Primary education, duration (years)",34,3.986,0.0,float64,819,4,4,4.0,7.0,6.139,6.0,0.497,2.454,-0.086
Primary school starting age (years),34,3.986,0.0,float64,819,3,3,5.0,7.0,5.766,6.0,0.545,-0.283,-0.08
"Secondary education, duration (years)",46,5.393,0.0,float64,807,3,3,5.0,7.0,5.617,6.0,0.619,-0.648,0.477
Lower secondary school starting age (years),47,5.51,0.0,float64,806,3,3,11.0,13.0,11.903,12.0,0.438,1.772,-0.481
DEC alternative conversion factor (LCU per US$),50,5.862,0.0,float64,803,391,15,0.68,7288.872,249.157,2.7,968.654,25.358,4.969
Access to electricity (% of population),55,6.448,0.0,float64,798,191,97,33.9,100.0,94.62,98.9,10.44,16.349,-3.734
"Adolescent fertility rate (births per 1,000 women ages 15-19)",55,6.448,0.0,float64,798,796,2,7.687,116.242,55.367,53.601,23.454,-0.732,0.182
"Birth rate, crude (per 1,000 people)",55,6.448,0.0,float64,798,750,37,5.9,31.397,16.727,15.945,4.923,-0.43,0.414
"Death rate, crude (per 1,000 people)",55,6.448,0.0,float64,798,718,59,2.9,17.738,6.777,6.679,1.888,1.54,0.685
Dimension 3.3: Environmental Statistics,55,6.448,0.0,float64,798,58,45,0.084,1.0,0.66,0.695,0.296,-1.501,-0.212
GOAL 13: Climate Action (5 year moving average),55,6.448,37.046,float64,798,5,5,0.0,1.0,0.515,0.5,0.453,-1.789,-0.07
Pillar 3 - Data Products - Score,55,6.448,0.0,float64,798,724,59,4.894,93.088,53.306,59.153,22.918,-0.72,-0.619
Sex ratio at birth (male births per female births),55,6.448,0.0,float64,798,53,43,1.02,1.077,1.044,1.042,0.01,0.814,0.713
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),55,6.448,0.0,float64,798,724,59,4.894,93.088,53.306,59.153,22.918,-0.72,-0.619
"Survival to age 65, female (% of cohort)",55,6.448,0.0,float64,798,798,0,33.811,93.426,83.028,83.462,5.898,6.943,-1.605
"Survival to age 65, male (% of cohort)",55,6.448,0.0,float64,798,798,0,31.281,85.72,72.342,72.267,7.294,1.434,-0.828
Capture fisheries production (metric tons),62,7.268,1.993,float64,791,702,20,0.0,9611945.0,342973.645,16510.0,1107461.121,28.279,5.014
"Compulsory education, duration (years)",62,7.268,0.0,float64,791,12,12,6.0,17.0,11.269,12.0,2.831,-0.636,-0.493
Surface area (sq. km),62,7.268,0.0,float64,791,52,50,34.0,8515770.0,491113.814,27750.0,1387388.761,24.332,4.785
"Incidence of tuberculosis (per 100,000 people)",65,7.62,2.931,float64,788,206,126,0.0,276.0,33.9,23.0,42.633,8.406,2.651
GDP (current LCU),67,7.855,0.0,float64,786,786,0,485598800.0,1572458000000000.0,30237245305392.28,98026366500.0,139266944630473.78,55.46,6.936
GDP per capita (current LCU),67,7.855,0.0,float64,786,786,0,2285.689,45747520.418,1582667.016,36738.598,5532506.5,25.349,4.787
GDP (constant LCU),69,8.089,0.0,float64,784,783,1,486818400.0,978233000000000.0,29093426045653.805,58331671500.0,123286431157803.73,32.595,5.585
GDP (current US$),69,8.089,0.0,float64,784,784,0,364255555.556,2616156223977.47,129055522324.262,14622541178.107,354146189649.231,20.05,4.319
GDP per capita (constant LCU),69,8.089,0.0,float64,784,784,0,1601.025,32948067.013,1600868.141,31269.232,5262425.496,17.284,4.083
GDP per capita (current US$),69,8.089,0.0,float64,784,784,0,683.185,97749.508,13524.856,8499.133,14193.904,11.512,2.946
Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),73,8.558,2.345,float64,780,760,2,-46.075,2068.0,159.529,124.701,229.849,31.587,5.063
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),73,8.558,0.0,float64,780,753,9,0.0,546.15,43.572,6.811,105.919,10.781,3.382
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),73,8.558,0.0,float64,780,780,0,0.002,31.132,2.846,2.124,4.035,29.116,5.187
Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),73,8.558,0.0,float64,780,546,36,0.0,59.348,3.616,0.349,9.675,14.527,3.801
GDP growth (annual %),73,8.558,0.0,float64,780,780,0,-26.783,63.335,2.562,2.921,5.955,20.148,1.13
GDP per capita growth (annual %),73,8.558,0.0,float64,780,780,0,-28.795,62.111,1.702,1.918,5.892,20.864,1.278
Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),73,8.558,0.117,float64,780,735,31,-28.131,458.333,31.723,25.54,46.177,19.99,2.959
Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),73,8.558,0.0,float64,780,720,40,0.005,647.224,32.047,4.481,95.106,25.91,4.998
Methane (CH4) emissions from Building (Energy) (Mt CO2e),73,8.558,9.027,float64,780,479,61,0.0,3.968,0.352,0.035,0.75,9.448,3.039
Methane (CH4) emissions from Waste (Mt CO2e),73,8.558,0.0,float64,780,699,48,0.003,133.624,6.869,0.903,20.025,21.269,4.553
Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),73,8.558,0.117,float64,780,699,53,-37.878,2300.0,75.277,30.24,260.208,42.864,6.478
Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),73,8.558,0.0,float64,780,659,68,0.001,166.117,7.627,1.106,22.892,27.138,5.106
Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),73,8.558,9.261,float64,780,416,75,0.0,2.588,0.15,0.017,0.424,15.364,3.891
Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),73,8.558,2.345,float64,780,565,68,0.0,8.962,0.463,0.072,1.226,22.479,4.604
Nitrous oxide (N2O) emissions from Waste (Mt CO2e),73,8.558,0.0,float64,780,493,76,0.0,3.558,0.262,0.046,0.609,12.717,3.487
"Official exchange rate (LCU per US$, period average)",73,8.558,0.0,float64,780,391,14,0.68,7288.872,256.522,2.7,981.929,24.51,4.89
Rural population growth (annual %),73,8.558,0.117,float64,780,780,0,-4.263,5.083,-0.065,0.129,1.464,0.426,-0.269
Total greenhouse gas emissions excluding LULUCF (% change from 1990),73,8.558,0.0,float64,780,761,7,-38.218,1179.348,88.136,66.138,132.276,32.159,5.201
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),73,8.558,0.0,float64,780,754,14,0.024,1300.169,84.107,13.677,216.085,16.151,3.952
Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),73,8.558,0.0,float64,780,780,0,0.221,36.485,4.659,3.68,4.899,21.538,4.295
"Fertility rate, total (births per woman)",74,8.675,0.0,float64,779,631,121,0.872,4.134,2.115,2.05,0.54,0.503,0.596
"Mortality rate, adult, female (per 1,000 female adults)",74,8.675,0.0,float64,779,779,0,35.036,482.177,102.982,97.064,38.704,12.02,1.964
"Mortality rate, adult, male (per 1,000 male adults)",74,8.675,0.0,float64,779,776,3,73.953,501.256,183.602,181.202,55.603,0.954,0.724
GDP deflator (base year varies by country),75,8.792,0.0,float64,778,749,1,25.278,26790.028,225.913,101.843,1117.054,427.07,19.155
Forest area (% of land area),76,8.91,0.0,float64,777,567,15,0.158,95.475,42.254,46.54,21.913,-0.158,0.141
Forest area (sq. km),76,8.91,0.0,float64,777,567,15,0.7,5352854.4,233415.307,13679.66,795556.033,31.596,5.618
Land area (sq. km),76,8.91,0.0,float64,777,55,46,34.0,8358140.0,490151.512,27560.0,1373533.201,23.778,4.732
Population density (people per sq. km of land area),76,8.91,0.0,float64,777,777,0,3.202,1239.382,182.52,93.519,208.184,5.736,2.073
GDP deflator: linked series (base year varies by country),78,9.144,0.0,float64,775,746,1,39.048,26790.028,226.545,101.837,1119.166,425.457,19.119
GDP: linked series (current LCU),78,9.144,0.0,float64,775,775,0,727161000.0,1572458000000000.0,30667088841557.16,101564800000.0,140205943347716.92,54.64,6.886
"Life expectancy at birth, female (years)",78,9.144,0.0,float64,775,744,27,46.251,84.7,76.896,77.12,3.893,5.939,-1.418
"Life expectancy at birth, male (years)",78,9.144,0.0,float64,775,751,22,45.758,80.4,70.882,71.272,3.842,2.675,-0.984
"Life expectancy at birth, total (years)",78,9.144,0.0,float64,775,764,11,46.019,82.19,73.828,74.138,3.835,4.23,-1.216
"Inflation, GDP deflator (annual %)",81,9.496,0.0,float64,772,772,0,-27.632,401.591,6.564,3.815,18.17,302.649,15.111
"Inflation, GDP deflator: linked series (annual %)",81,9.496,0.0,float64,772,772,0,-27.632,401.591,6.305,3.831,17.074,377.703,17.001
GDP (constant 2015 US$),88,10.317,0.0,float64,765,764,1,454737038.781,1954752120905.5,126943017584.536,15399335188.184,331457819748.341,14.373,3.803
GDP per capita (constant 2015 US$),88,10.317,0.0,float64,765,765,0,1219.119,96202.738,13834.371,8813.617,14202.156,10.504,2.848
Export unit value index (2015 = 100),89,10.434,0.0,float64,764,486,173,41.3,216.9,105.85,102.05,22.95,2.588,0.967
Import unit value index (2015 = 100),89,10.434,0.0,float64,764,420,176,48.2,186.7,105.202,103.65,16.828,1.943,0.413
"Access to electricity, urban (% of urban population)",90,10.551,0.0,float64,763,100,51,68.9,100.0,98.268,99.8,4.372,23.729,-4.632
"PPP conversion factor, GDP (LCU per international $)",92,10.785,0.0,float64,761,761,0,0.322,2650.776,115.664,1.86,405.127,20.963,4.519
Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),93,10.903,0.0,float64,760,680,58,0.002,43.573,4.042,0.425,9.692,7.393,2.955
Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),93,10.903,37.046,float64,760,386,28,0.0,68.636,5.056,0.007,13.357,9.338,3.159
Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),93,10.903,0.0,float64,760,655,65,0.001,106.7,6.737,0.665,17.453,14.424,3.779
Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),93,10.903,0.938,float64,760,721,26,0.0,164.851,10.249,1.268,25.415,18.0,4.118
Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),93,10.903,0.0,float64,760,731,25,0.009,216.835,14.472,2.205,36.958,13.861,3.746
Fixed telephone subscriptions (per 100 people),93,10.903,0.0,float64,760,437,154,0.012,87.7,21.41,17.5,15.587,3.041,1.622
Methane (CH4) emissions from Agriculture (Mt CO2e),93,10.903,0.0,float64,760,624,44,0.001,473.848,22.058,2.431,69.977,26.944,5.145
Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),93,10.903,8.792,float64,760,487,50,0.0,35.638,3.227,0.035,7.312,7.527,2.825
Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),93,10.903,16.295,float64,760,311,90,0.0,2.443,0.074,0.004,0.349,33.451,5.916
Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),93,10.903,5.51,float64,760,279,97,0.0,0.418,0.024,0.003,0.061,19.239,4.161
Methane (CH4) emissions from Transport (Energy) (Mt CO2e),93,10.903,0.0,float64,760,386,110,0.0,1.025,0.074,0.011,0.196,12.738,3.658
Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),93,10.903,0.0,float64,760,583,49,0.001,146.212,6.568,0.961,19.991,27.117,5.113
Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),93,10.903,14.537,float64,760,357,89,0.0,2.185,0.075,0.005,0.317,33.088,5.861
Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),93,10.903,2.579,float64,760,335,87,0.0,1.021,0.063,0.003,0.165,10.115,3.27
Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),93,10.903,0.0,float64,760,466,84,0.0,3.518,0.196,0.026,0.527,18.854,4.234
Adjusted savings: mineral depletion (current US$),97,11.372,48.886,float64,756,340,1,0.0,28087538553.607,774062450.829,0.0,2636516437.511,32.984,5.161
Aquaculture production (metric tons),98,11.489,8.558,float64,755,531,37,0.0,1524149.0,64769.35,720.0,202258.706,22.117,4.505
Total fisheries production (metric tons),98,11.489,0.821,float64,755,722,12,0.0,9634059.0,424091.231,29809.0,1227080.656,20.284,4.285
"GDP per capita, PPP (current international $)",100,11.723,0.0,float64,753,753,0,2322.198,86689.209,18996.975,15417.213,13094.8,4.517,1.762
"GDP, PPP (current international $)",100,11.723,0.0,float64,753,753,0,524721706.822,4456606930516.12,235145148204.682,31905357619.751,611905306830.156,15.926,3.908
Price level ratio of PPP conversion factor (GDP) to market exchange rate,100,11.723,0.0,float64,753,753,0,0.232,1.245,0.616,0.576,0.206,0.447,0.917
Fixed telephone subscriptions,103,12.075,0.0,float64,750,704,22,2798.0,45038100.0,2704724.492,352236.0,7121041.113,17.948,4.138
Renewable energy consumption (% of total final energy consumption),106,12.427,4.807,float64,747,362,152,0.0,82.2,20.393,13.2,20.574,0.355,1.096
Merchandise exports (current US$),107,12.544,0.0,float64,746,641,59,3000000.0,593005000000.0,25941099195.71,3969000000.0,71293205144.704,23.662,4.595
Merchandise imports (current US$),107,12.544,0.0,float64,746,705,37,144000000.0,626324000000.0,26598993297.587,6344500000.0,71337872541.991,28.116,4.981
"GDP per capita, PPP (constant 2021 international $)",108,12.661,0.0,float64,745,745,0,2956.462,92300.473,22190.587,18872.435,14410.655,4.195,1.719
"GDP, PPP (constant 2021 international $)",108,12.661,0.0,float64,745,744,1,844406285.875,4015524861483.22,274269545609.136,37553050262.009,701005200029.789,13.065,3.64
"Access to electricity, rural (% of rural population)",109,12.778,0.0,float64,744,262,100,1.2,100.0,89.679,97.4,17.813,9.486,-2.873
GNI (current LCU),110,12.896,0.0,float64,743,743,0,774953669.315,1556338000000000.0,31017163710137.355,101873800000.0,139995742620640.39,53.365,6.808
GNI (current US$),110,12.896,0.0,float64,743,743,0,333866962.963,2548928943603.92,131236819193.14,16137900474.433,354201153332.165,18.873,4.201
GNI per capita (current LCU),110,12.896,0.0,float64,743,743,0,2209.44,44287125.222,1601640.473,36218.535,5476763.87,24.077,4.675
GNI: linked series (current LCU),110,12.896,0.0,float64,743,743,0,774953669.315,1556338000000000.0,31017871819345.254,101873800000.0,139995587326309.77,53.365,6.808
Gross value added at basic prices (GVA) (current LCU),110,12.896,0.0,float64,743,743,0,424948700.0,1417817000000000.0,29080650854192.688,103004600000.0,129691692473484.0,51.498,6.694
"Industry (including construction), value added (% of GDP)",110,12.896,0.0,float64,743,743,0,6.029,67.821,24.018,23.499,10.305,1.266,0.913
"Industry (including construction), value added (current LCU)",110,12.896,0.0,float64,743,743,0,68414100.0,386107000000000.0,9297362253909.828,42860600000.0,39466485980033.53,40.626,6.008
Net primary income (Net income from abroad) (current LCU),110,12.896,0.0,float64,743,740,3,-31718000000000.0,5853733800.0,-968126279358.578,-2891723012.5,3489203212096.783,27.576,-4.889
