Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Dimension 3.1: Social Statistics,3,0.709,0.0,float64,420,353,49,0.157,0.888,0.545,0.547,0.133,-0.608,0.088
Dimension 3.2: Economic Statistics,3,0.709,0.0,float64,420,309,79,0.225,0.932,0.521,0.504,0.147,0.167,0.807
Dimension 3.4: Institutional Statistics,3,0.709,0.236,float64,420,182,84,0.0,0.969,0.505,0.494,0.16,-0.195,0.182
Dimension 4.1: Censuses and Surveys - Censuses only,3,0.709,3.073,float64,420,7,7,0.0,1.0,0.531,0.5,0.249,-0.632,0.077
Dimension 4.1: Censuses and Surveys - Surveys only,3,0.709,0.0,float64,420,28,27,0.066,1.0,0.504,0.468,0.252,-1.019,0.244
Dimension 4.2: Administrative Data,3,0.709,65.721,float64,420,3,3,0.0,1.0,0.31,0.0,0.447,-1.24,0.825
Export unit value index (2015 = 100),3,0.709,0.0,float64,420,319,68,50.8,288.0,116.254,107.65,31.72,2.434,1.21
GOAL 10: Reduced Inequality (5 year moving average),3,0.709,0.709,float64,420,19,16,0.0,1.0,0.462,0.5,0.161,0.832,0.405
GOAL 11: Sustainable Cities and Communities (5 year moving average),3,0.709,26.241,float64,420,20,19,0.0,1.0,0.426,0.5,0.332,-1.277,0.057
GOAL 12: Responsible Consumption and Production (5 year moving average),3,0.709,4.019,float64,420,8,8,0.0,1.0,0.551,0.5,0.246,-0.022,0.412
GOAL 15: Life on Land (5 year moving average),3,0.709,0.0,float64,420,24,21,0.2,1.0,0.805,0.889,0.196,-0.853,-0.657
GOAL 16: Peace and Justice Strong Institutions (5 year moving average),3,0.709,3.783,float64,420,36,25,0.0,1.0,0.454,0.444,0.198,0.067,0.086
GOAL 17: Partnerships to achieve the Goal (5 year moving average),3,0.709,0.709,float64,420,53,46,0.0,0.938,0.555,0.571,0.211,-0.765,-0.268
GOAL 1: No Poverty (5 year moving average),3,0.709,9.929,float64,420,22,21,0.0,1.0,0.49,0.429,0.313,-1.18,0.097
GOAL 2: Zero Hunger (5 year moving average),3,0.709,1.418,float64,420,32,28,0.0,1.0,0.551,0.571,0.223,-0.372,-0.295
GOAL 3: Good Health and Well-being (5 year moving average),3,0.709,0.0,float64,420,61,50,0.238,1.0,0.734,0.76,0.131,0.799,-0.78
GOAL 4: Quality Education (5 year moving average),3,0.709,3.783,float64,420,29,28,0.0,1.0,0.427,0.429,0.193,1.201,0.302
GOAL 5: Gender Equality (5 year moving average),3,0.709,1.182,float64,420,19,18,0.0,0.857,0.308,0.286,0.155,0.665,0.841
GOAL 6: Clean Water and Sanitation (5 year moving average),3,0.709,0.0,float64,420,13,13,0.4,1.0,0.759,0.75,0.18,-0.967,-0.062
GOAL 7: Affordable and Clean Energy (5 year moving average),3,0.709,0.0,float64,420,13,12,0.6,1.0,0.824,0.8,0.117,-0.401,-0.394
GOAL 8: Decent Work and Economic Growth (5 year moving average),3,0.709,0.0,float64,420,43,39,0.091,0.889,0.377,0.333,0.197,0.094,0.883
"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",3,0.709,0.0,float64,420,27,23,0.111,1.0,0.484,0.5,0.198,-0.437,0.204
Government Effectiveness: Estimate,3,0.709,0.0,float64,420,420,0,-2.362,1.604,-0.21,-0.22,0.866,-0.512,-0.041
Government Effectiveness: Number of Sources,3,0.709,0.0,float64,420,9,9,2.0,10.0,6.702,7.0,1.702,0.016,-0.43
Government Effectiveness: Percentile Rank,3,0.709,0.236,float64,420,353,55,0.0,95.283,45.136,45.714,26.09,-1.091,-0.053
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",3,0.709,3.073,float64,420,311,69,0.0,84.434,33.927,32.143,25.461,-1.147,0.297
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",3,0.709,0.0,float64,420,325,71,1.429,99.057,56.044,58.95,25.109,-0.7,-0.358
Government Effectiveness: Standard Error,3,0.709,0.0,float64,420,287,72,0.18,0.439,0.231,0.223,0.034,7.793,2.245
Health/Demographic survey (Availability score over 10 years),3,0.709,16.312,float64,420,4,4,0.0,1.0,0.612,0.67,0.359,-1.068,-0.467
"Household Survey on income, etc  (Availability score over 10 years)",3,0.709,9.22,float64,420,4,4,0.0,1.0,0.656,0.67,0.337,-1.007,-0.488
"Immunization, DPT (% of children ages 12-23 months)",3,0.709,0.0,float64,420,46,39,46.0,99.0,90.402,96.0,11.982,1.363,-1.546
"Immunization, measles (% of children ages 12-23 months)",3,0.709,0.0,float64,420,47,36,45.0,99.0,90.248,96.0,12.051,1.406,-1.508
Import unit value index (2015 = 100),3,0.709,0.0,float64,420,291,77,47.2,174.4,105.912,104.9,15.964,1.622,0.036
"Incidence of tuberculosis (per 100,000 people)",3,0.709,0.0,float64,420,169,67,0.35,561.0,42.524,19.0,79.765,20.439,4.355
Labor Force Survey (Availability score over 10 years),3,0.709,31.678,float64,420,4,4,0.0,1.0,0.583,1.0,0.453,-1.748,-0.308
Labor force participation rate by sex and age (%),3,0.709,38.534,float64,420,3,3,0.0,1.0,0.551,0.5,0.466,-1.824,-0.205
Net migration,3,0.709,0.0,float64,420,411,9,-2081303.0,977072.0,35802.062,2599.5,258762.898,16.616,-1.743
Pillar 1  - Data Use - Score,3,0.709,1.182,float64,420,15,13,0.0,100.0,49.339,40.0,26.352,-1.104,0.347
Political Stability and Absence of Violence/Terrorism: Estimate,3,0.709,0.0,float64,420,420,0,-3.18,1.38,-0.699,-0.629,1.119,-0.837,-0.092
Political Stability and Absence of Violence/Terrorism: Number of Sources,3,0.709,0.0,float64,420,9,9,2.0,10.0,6.374,6.0,1.43,0.471,-0.49
Political Stability and Absence of Violence/Terrorism: Percentile Rank,3,0.709,2.6,float64,420,316,72,0.0,96.602,31.671,23.933,27.559,-0.619,0.776
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",3,0.709,10.638,float64,420,243,75,0.0,78.774,22.79,14.623,22.716,-0.428,0.949
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",3,0.709,0.0,float64,420,307,78,0.476,100.0,41.668,37.173,31.439,-0.981,0.527
Political Stability and Absence of Violence/Terrorism: Standard Error,3,0.709,0.0,float64,420,151,93,0.192,0.384,0.241,0.235,0.03,4.224,1.563
Population & Housing census (Availability score over 20 years),3,0.709,8.511,float64,420,3,3,0.0,1.0,0.851,1.0,0.309,2.269,-1.907
Population ages 0-14 (% of total population),3,0.709,0.0,float64,420,420,0,13.152,47.095,28.587,28.009,8.177,-0.714,0.071
"Population ages 0-14, female",3,0.709,0.0,float64,420,420,0,30075.0,18130945.0,3072311.945,1112880.0,3941739.597,3.563,1.896
"Population ages 0-14, female (% of female population)",3,0.709,0.0,float64,420,420,0,13.188,46.466,30.295,29.619,6.707,-0.005,-0.052
"Population ages 0-14, male",3,0.709,0.0,float64,420,420,0,31508.0,19018870.0,3235817.881,1165407.5,4146762.472,3.497,1.885
"Population ages 0-14, male (% of male population)",3,0.709,0.0,float64,420,420,0,9.258,47.712,27.85,28.742,9.444,-0.825,-0.074
"Population ages 0-14, total",3,0.709,0.0,float64,420,420,0,61628.0,37149814.0,6308129.812,2278287.5,8088392.103,3.529,1.89
"Population ages 00-04, female (% of female population)",3,0.709,0.0,float64,420,420,0,4.191,16.978,10.727,10.382,2.686,-0.102,0.033
"Population ages 00-04, male (% of male population)",3,0.709,0.0,float64,420,420,0,3.555,17.5,9.831,9.674,3.545,-0.694,0.172
"Population ages 05-09, female (% of female population)",3,0.709,0.0,float64,420,420,0,4.451,15.245,10.135,9.803,2.238,0.022,-0.105
"Population ages 05-09, male (% of male population)",3,0.709,0.0,float64,420,420,0,3.166,15.647,9.291,9.59,3.139,-0.882,-0.021
"Population ages 10-14, female (% of female population)",3,0.709,0.0,float64,420,420,0,4.224,14.243,9.432,9.337,2.054,-0.418,-0.005
"Population ages 10-14, male (% of male population)",3,0.709,0.0,float64,420,420,0,2.515,14.564,8.727,9.041,2.952,-0.884,-0.282
"Population ages 15-19, female (% of female population)",3,0.709,0.0,float64,420,420,0,4.162,13.614,8.888,8.944,1.959,-0.834,-0.1
"Population ages 15-19, male (% of male population)",3,0.709,0.0,float64,420,420,0,2.426,13.405,8.43,9.103,2.653,-0.91,-0.464
Population ages 15-64 (% of total population),3,0.709,0.0,float64,420,420,0,50.141,85.249,66.624,66.011,7.996,-0.385,0.441
"Population ages 15-64, female",3,0.709,0.0,float64,420,420,0,136301.0,35327629.0,6236670.974,2411110.5,8231364.72,2.943,1.927
"Population ages 15-64, female (% of female population)",3,0.709,0.0,float64,420,420,0,50.358,75.511,64.356,64.919,5.361,-0.579,-0.181
"Population ages 15-64, male",3,0.709,0.0,float64,420,420,0,139977.0,36366261.0,6903452.748,2832990.5,8519380.296,2.571,1.826
"Population ages 15-64, male (% of male population)",3,0.709,0.0,float64,420,420,0,49.929,89.869,67.859,66.108,9.585,-0.491,0.558
"Population ages 15-64, total",3,0.709,0.0,float64,420,420,0,276279.0,71693890.0,13140123.669,5381564.5,16701590.425,2.81,1.887
"Population ages 20-24, female (% of female population)",3,0.709,0.0,float64,420,420,0,4.771,12.642,8.933,9.136,1.536,-0.298,-0.167
"Population ages 20-24, male (% of male population)",3,0.709,0.0,float64,420,420,0,4.2,14.234,9.094,9.19,1.716,0.559,0.037
"Population ages 25-29, female (% of female population)",3,0.709,0.0,float64,420,420,0,5.345,14.124,9.04,8.582,1.67,0.064,0.719
"Population ages 25-29, male (% of male population)",3,0.709,0.0,float64,420,420,0,4.174,19.422,9.965,8.753,3.067,0.927,1.308
"Population ages 30-34, female (% of female population)",3,0.709,0.0,float64,420,420,0,5.601,14.674,8.538,7.789,1.956,0.445,1.082
"Population ages 30-34, male (% of male population)",3,0.709,0.0,float64,420,420,0,5.616,18.853,9.524,7.942,3.403,0.114,1.207
"Population ages 35-39, female (% of female population)",3,0.709,0.0,float64,420,420,0,4.42,12.878,7.519,6.989,1.78,0.327,0.984
"Population ages 35-39, male (% of male population)",3,0.709,0.0,float64,420,420,0,4.345,17.087,8.305,7.255,2.81,-0.06,1.047
"Population ages 40-44, female (% of female population)",3,0.709,0.0,float64,420,420,0,3.409,10.976,6.284,6.194,1.336,0.932,0.625
"Population ages 40-44, male (% of male population)",3,0.709,0.0,float64,420,420,0,3.275,13.608,6.891,6.36,2.079,0.78,0.992
"Population ages 45-49, female (% of female population)",3,0.709,0.0,float64,420,420,0,2.632,9.903,5.124,5.122,1.127,0.919,0.344
"Population ages 45-49, male (% of male population)",3,0.709,0.0,float64,420,420,0,2.466,12.811,5.555,5.46,1.499,2.418,0.744
"Population ages 50-54, female (% of female population)",3,0.709,0.0,float64,420,420,0,2.056,7.295,4.157,4.061,1.134,-0.348,0.459
"Population ages 50-54, male (% of male population)",3,0.709,0.0,float64,420,420,0,1.861,8.686,4.358,4.386,1.19,0.528,0.362
"Population ages 55-59, female (% of female population)",3,0.709,0.0,float64,420,420,0,1.644,7.562,3.329,3.122,1.239,1.101,1.098
"Population ages 55-59, male (% of male population)",3,0.709,0.0,float64,420,420,0,1.49,7.532,3.329,3.142,1.202,1.534,1.169
"Population ages 60-64, female (% of female population)",3,0.709,0.0,float64,420,420,0,0.952,7.386,2.544,2.135,1.25,3.003,1.679
"Population ages 60-64, male (% of male population)",3,0.709,0.0,float64,420,420,0,0.845,7.203,2.409,2.031,1.22,3.229,1.72
Population ages 65 and above (% of total population),3,0.709,0.0,float64,420,420,0,0.862,19.8,4.789,3.751,3.552,5.129,2.163
"Population ages 65 and above, female",3,0.709,0.0,float64,420,419,1,3311.0,3690093.0,509945.552,231962.5,732615.067,4.544,2.207
"Population ages 65 and above, female (% of female population)",3,0.709,0.0,float64,420,420,0,1.342,22.166,5.349,4.008,3.916,5.576,2.282
"Population ages 65 and above, male",3,0.709,0.0,float64,420,420,0,5628.0,3482568.0,433124.76,208138.5,619454.939,5.89,2.374
"Population ages 65 and above, male (% of male population)",3,0.709,0.0,float64,420,420,0,0.684,17.607,4.291,3.338,3.162,4.858,2.077
"Population ages 65 and above, total",3,0.709,0.0,float64,420,420,0,8939.0,7172661.0,943070.298,446022.5,1348854.328,5.03,2.268
"Population ages 65-69, female (% of female population)",3,0.709,0.0,float64,420,420,0,0.579,7.048,1.92,1.607,1.145,5.055,2.052
"Population ages 65-69, male (% of male population)",3,0.709,0.0,float64,420,420,0,0.334,6.62,1.71,1.451,1.1,4.742,1.955
"Population ages 70-74, female (% of female population)",3,0.709,0.0,float64,420,420,0,0.371,6.01,1.433,1.116,0.98,6.533,2.336
"Population ages 70-74, male (% of male population)",3,0.709,0.0,float64,420,420,0,0.175,5.275,1.192,0.965,0.869,6.16,2.207
"Population ages 75-79, female (% of female population)",3,0.709,0.0,float64,420,420,0,0.159,5.081,0.986,0.72,0.77,6.14,2.312
"Population ages 75-79, male (% of male population)",3,0.709,0.0,float64,420,420,0,0.092,4.095,0.75,0.581,0.599,6.17,2.205
"Population ages 80 and above, female (% of female population)",3,0.709,0.0,float64,420,420,0,0.164,5.69,1.011,0.639,1.085,6.084,2.553
"Population ages 80 and above, male (% of male population)",3,0.709,0.0,float64,420,420,0,0.084,3.274,0.639,0.378,0.658,4.643,2.291
Population growth (annual %),3,0.709,0.0,float64,420,420,0,-10.927,21.7,2.543,2.034,2.787,10.583,1.717
"Population, female",3,0.709,0.0,float64,420,420,0,202203.0,56705185.0,9818928.464,3623932.0,12746095.919,2.965,1.886
"Population, female (% of total population)",3,0.709,0.0,float64,420,420,0,23.818,51.424,45.78,49.276,6.713,1.414,-1.544
"Population, male",3,0.709,0.0,float64,420,420,0,199065.0,57830587.0,10572395.345,4453164.5,13060335.898,2.715,1.819
"Population, male (% of total population)",3,0.709,0.0,float64,420,420,0,48.576,76.182,54.22,50.724,6.713,1.414,1.544
"Population, total",3,0.709,0.0,float64,420,420,0,401268.0,114535772.0,20391323.81,8059470.0,25771517.269,2.866,1.858
"Primary education, duration (years)",3,0.709,0.0,float64,420,3,3,4.0,6.0,5.624,6.0,0.656,0.924,-1.508
Primary school starting age (years),3,0.709,0.0,float64,420,2,2,5.0,6.0,5.952,6.0,0.213,16.257,-4.264
Quality of Debt service data according to World Bank,3,0.709,63.357,float64,420,3,3,0.0,1.0,0.34,0.0,0.466,-1.494,0.692
Regulatory Quality: Estimate,3,0.709,0.0,float64,420,420,0,-2.302,1.429,-0.243,-0.117,0.901,-0.856,-0.19
Regulatory Quality: Number of Sources,3,0.709,0.0,float64,420,11,9,1.0,11.0,6.831,7.0,1.782,1.021,-0.623
Regulatory Quality: Percentile Rank,3,0.709,0.0,float64,420,345,63,0.476,91.388,43.792,49.638,27.034,-1.288,-0.104
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",3,0.709,2.837,float64,420,307,70,0.0,81.34,33.916,33.651,25.201,-1.323,0.169
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",3,0.709,0.0,float64,420,326,70,2.381,98.565,53.295,59.419,27.544,-1.129,-0.302
Regulatory Quality: Standard Error,3,0.709,0.0,float64,420,261,71,0.162,0.382,0.219,0.212,0.037,6.229,2.158
Rule of Law: Estimate,3,0.709,0.0,float64,420,420,0,-2.098,1.614,-0.24,-0.19,0.86,-0.772,-0.215
Rule of Law: Number of Sources,3,0.709,0.0,float64,420,14,14,3.0,16.0,10.071,10.0,2.62,-0.116,-0.154
Rule of Law: Percentile Rank,3,0.709,0.0,float64,420,320,68,0.481,92.344,43.976,47.857,25.813,-1.199,-0.157
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",3,0.709,4.019,float64,420,294,70,0.0,89.474,36.021,37.736,25.465,-1.364,0.054
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",3,0.709,0.0,float64,420,294,80,1.429,98.565,51.92,56.805,25.668,-0.943,-0.357
Rule of Law: Standard Error,3,0.709,0.0,float64,420,360,46,0.136,0.352,0.173,0.167,0.025,17.037,3.324
Rural population,3,0.709,4.728,float64,420,401,1,0.0,65170854.0,7506123.348,1218041.0,12656159.619,7.96,2.732
Rural population (% of total population),3,0.709,4.728,float64,420,400,2,0.0,71.61,23.844,22.124,17.122,0.189,0.841
Safely Managed Drinking Water,3,0.709,56.028,float64,420,3,3,0.0,1.0,0.42,0.0,0.486,-1.87,0.324
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),3,0.709,1.182,float64,420,15,13,0.0,100.0,49.339,40.0,26.352,-1.104,0.347
Urban population,3,0.709,0.0,float64,420,420,0,374812.0,70001569.0,12885200.462,6870295.5,14940158.525,2.892,1.806
Urban population (% of total population),3,0.709,0.0,float64,420,400,2,28.39,100.0,76.156,77.876,17.122,0.189,-0.841
Urban population growth (annual %),3,0.709,0.0,float64,420,420,0,-10.884,21.952,2.986,2.345,2.892,9.57,1.379
Voice and Accountability: Estimate,3,0.709,0.0,float64,420,420,0,-1.993,1.373,-0.889,-1.023,0.733,1.505,1.29
Voice and Accountability: Number of Sources,3,0.709,0.0,float64,420,15,15,5.0,19.0,10.705,10.0,3.209,-0.492,0.408
Voice and Accountability: Percentile Rank,3,0.709,0.0,float64,420,299,97,0.966,90.865,24.439,19.763,20.487,2.638,1.731
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",3,0.709,1.891,float64,420,252,92,0.0,81.731,18.811,13.27,18.641,2.497,1.754
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",3,0.709,0.0,float64,420,266,87,3.365,99.038,29.611,25.182,21.407,2.559,1.672
Voice and Accountability: Standard Error,3,0.709,0.0,float64,420,386,26,0.104,0.235,0.134,0.131,0.019,5.268,1.625
Women Business and the Law Index Score (scale 1-100),3,0.709,0.0,float64,420,48,45,23.75,91.25,45.515,38.75,18.769,-0.734,0.735
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.001,38.721,7.564,2.207,10.965,1.308,1.606
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.001,12.143,2.226,0.9,2.753,1.43,1.523
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.001,16.161,3.116,1.22,3.918,0.945,1.438
"Employers, female (% of female employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.074,14.622,2.095,1.523,2.894,12.828,3.627
"Employers, male (% of male employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.247,23.234,5.746,4.748,5.314,3.48,1.866
"Employers, total (% of total employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.269,21.277,4.937,3.994,4.681,4.532,2.092
Employment in agriculture (% of total employment) (modeled ILO estimate),4,0.946,0.0,float64,419,419,0,0.762,45.825,10.301,6.354,10.215,0.981,1.289
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.01,61.638,11.67,2.013,16.378,1.246,1.517
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,1.095,40.907,10.032,6.983,8.93,0.33,1.083
Employment in industry (% of total employment) (modeled ILO estimate),4,0.946,0.0,float64,419,419,0,4.447,59.579,26.162,25.171,9.121,1.876,0.425
"Employment in industry, female (% of female employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.735,35.037,11.028,9.065,7.836,1.505,1.406
"Employment in industry, male (% of male employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,5.365,66.494,30.08,29.828,10.018,2.317,0.386
Employment in services (% of total employment) (modeled ILO estimate),4,0.946,0.0,float64,419,419,0,34.696,93.438,63.537,63.008,12.801,-0.241,0.235
"Employment in services, female (% of female employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,22.459,98.437,77.302,85.419,19.873,-0.226,-0.956
"Employment in services, male (% of male employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,31.742,92.532,59.888,59.517,11.689,0.807,0.617
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",4,0.946,0.0,float64,419,418,1,3.484,63.299,24.226,19.807,15.502,-0.584,0.831
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",4,0.946,0.0,float64,419,418,1,34.209,95.814,66.562,63.774,13.988,-0.259,0.316
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",4,0.946,0.0,float64,419,415,4,22.51,87.461,47.693,40.819,16.522,-0.444,0.783
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",4,0.946,0.0,float64,419,415,4,1.604,52.794,14.511,9.905,13.045,0.512,1.253
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",4,0.946,0.0,float64,419,418,1,3.017,82.601,37.105,34.56,15.534,0.933,0.521
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",4,0.946,0.0,float64,419,417,2,2.314,70.556,26.943,22.51,14.592,0.755,1.003
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",4,0.946,0.0,float64,419,416,3,4.161,56.306,19.219,14.73,12.952,0.788,1.283
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",4,0.946,0.0,float64,419,416,3,15.662,83.0,45.758,45.88,13.052,0.697,0.237
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",4,0.946,0.0,float64,419,416,3,13.156,70.96,33.651,30.576,12.746,0.613,1.009
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",4,0.946,0.0,float64,419,413,6,4.939,63.54,27.655,23.448,15.146,-0.66,0.719
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,5.132,72.722,29.832,25.306,16.877,-0.302,0.833
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",4,0.946,0.0,float64,419,417,2,44.74,95.871,72.326,70.044,10.896,0.094,0.302
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",4,0.946,0.0,float64,419,415,4,46.413,96.481,75.51,74.696,10.417,0.308,-0.147
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",4,0.946,0.0,float64,419,411,7,31.139,87.575,52.236,47.434,14.541,-0.392,0.81
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",4,0.946,0.0,float64,419,414,5,32.476,88.579,55.075,50.409,14.857,-0.808,0.596
"Labor force, female (% of total labor force)",4,0.946,0.0,float64,419,419,0,7.455,48.372,22.372,20.277,8.895,0.852,1.053
"Labor force, total",4,0.946,0.0,float64,419,419,0,159081.0,33137441.0,6530575.303,3473539.0,7896431.75,2.694,1.864
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),4,0.946,0.0,float64,419,419,0,8.136,90.694,37.338,33.997,18.085,0.262,0.843
"Self-employed, female (% of female employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.181,68.119,21.245,14.116,20.633,-0.374,0.897
"Self-employed, male (% of male employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.388,53.301,24.519,28.423,17.015,-1.429,0.004
"Self-employed, total (% of total employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.394,55.275,23.541,26.254,17.236,-1.341,0.163
"Unemployment, female (% of female labor force) (modeled ILO estimate)",4,0.946,0.0,float64,419,416,3,0.378,42.508,16.289,15.957,10.068,-0.689,0.37
"Unemployment, male (% of male labor force) (modeled ILO estimate)",4,0.946,0.0,float64,419,414,5,0.045,24.914,8.758,8.62,6.34,-0.467,0.533
"Unemployment, total (% of total labor force) (modeled ILO estimate)",4,0.946,0.0,float64,419,404,12,0.1,27.713,10.251,9.534,7.012,-0.318,0.577
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",4,0.946,0.0,float64,419,417,2,1.483,84.904,33.75,31.589,20.338,-0.905,0.381
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",4,0.946,0.0,float64,419,417,2,0.085,80.735,22.139,20.253,15.696,2.531,1.338
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",4,0.946,0.0,float64,419,417,2,0.295,82.409,24.473,22.446,16.237,1.655,1.135
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.023,65.493,19.15,11.923,19.218,-0.542,0.828
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.14,47.77,18.773,18.795,14.448,-1.244,0.22
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,0.126,47.341,18.604,19.193,14.675,-1.331,0.223
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",4,0.946,0.0,float64,419,419,0,31.885,99.817,78.755,85.884,20.633,-0.374,-0.897
