Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),560,10.409,0.019,float64,4820,4329,377,0.0,3434.209,122.807,2.042,382.669,25.991,4.652
Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),560,10.409,0.167,float64,4820,4378,318,0.0,6427.768,238.423,2.628,830.376,20.863,4.495
Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),560,10.409,5.13,float64,4820,1877,490,0.0,19.587,0.757,0.011,2.475,23.053,4.61
Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),560,10.409,4.052,float64,4820,2012,533,0.0,26.294,1.003,0.016,3.308,22.694,4.591
"Immunization, DPT (% of children ages 12-23 months)",569,10.576,0.019,float64,4811,996,109,0.0,99.0,86.82,92.0,13.246,3.226,-1.7
"Immunization, measles (% of children ages 12-23 months)",569,10.576,0.0,float64,4811,991,109,16.0,99.0,85.818,91.0,13.76,1.902,-1.457
Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),580,10.781,2.881,float64,4800,3951,273,0.0,3197.197,115.716,2.421,344.053,25.925,4.707
"Mortality rate, adult, female (per 1,000 female adults)",592,11.004,0.0,float64,4788,4721,67,21.661,701.365,141.014,109.173,98.805,3.64,1.625
"Mortality rate, adult, male (per 1,000 male adults)",592,11.004,0.0,float64,4788,4728,60,42.594,768.473,212.235,196.109,107.292,2.39,1.119
"Access to electricity, rural (% of rural population)",597,11.097,0.0,float64,4783,1592,507,0.5,100.0,76.362,97.1,33.215,-0.28,-1.146
Mobile cellular subscriptions (per 100 people),613,11.394,0.093,float64,4767,4681,72,0.0,420.853,88.218,93.45,44.85,1.792,0.301
Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),620,11.524,20.0,float64,4760,3252,192,0.0,2710.319,92.412,1.634,286.234,26.731,4.745
Carbon intensity of GDP (kg CO2e per 2021 PPP $),629,11.691,1.338,float64,4751,4620,61,0.0,11.134,0.215,0.163,0.367,306.357,15.076
Individuals using the Internet (% of population),630,11.71,0.204,float64,4750,3580,496,0.0,100.0,42.274,38.5,30.583,-1.316,0.217
"Compulsory education, duration (years)",659,12.249,0.223,float64,4721,21,18,0.0,17.0,9.627,9.0,2.186,0.949,0.077
"Foreign direct investment, net inflows (BoP, current US$)",663,12.323,0.186,float64,4717,4659,48,-430335014253.304,3204131164520.12,66367420491.507,1695300000.0,239012028228.843,48.217,6.214
Proportion of seats held by women in national parliaments (%),670,12.454,2.286,float64,4710,2006,786,0.0,63.75,19.955,19.048,11.021,0.328,0.581
Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),680,12.639,12.881,float64,4700,1556,481,0.0,8.506,0.268,0.009,0.805,36.726,5.421
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4641,41,0.001,89.657,14.896,7.826,16.652,1.589,1.365
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4634,42,0.001,54.172,6.807,3.759,7.96,3.91,1.778
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4636,41,0.001,62.794,9.915,5.301,11.149,1.827,1.436
"Employers, female (% of female employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4639,39,0.028,17.512,2.225,1.899,2.157,19.227,3.746
"Employers, male (% of male employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4638,41,0.09,26.382,4.918,4.558,3.5,9.262,2.338
"Employers, total (% of total employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4636,41,0.069,21.277,3.86,3.504,2.898,9.797,2.51
Employment in agriculture (% of total employment) (modeled ILO estimate),684,12.714,0.0,float64,4696,4637,40,0.091,90.784,26.483,20.903,21.737,-0.667,0.624
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4640,38,0.01,96.214,26.326,18.837,24.938,-0.784,0.691
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4637,41,0.101,84.925,26.804,23.204,20.453,-0.705,0.542
Employment in industry (% of total employment) (modeled ILO estimate),684,12.714,0.0,float64,4696,4636,41,2.47,59.579,19.904,20.226,7.519,0.581,0.243
"Employment in industry, female (% of female employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4640,41,0.399,56.523,12.185,10.794,6.717,2.615,1.149
"Employment in industry, male (% of male employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4637,41,4.221,66.494,25.1,25.856,9.39,0.031,0.125
Employment in services (% of total employment) (modeled ILO estimate),684,12.714,0.0,float64,4696,4636,40,6.747,93.438,53.613,54.489,17.841,-0.851,-0.161
"Employment in services, female (% of female employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4635,41,3.03,98.437,61.49,65.192,24.349,-1.084,-0.358
"Employment in services, male (% of male employment) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4636,41,10.756,92.532,48.096,48.083,14.519,-0.441,0.055
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4493,184,3.484,85.129,46.274,47.643,15.079,0.284,-0.441
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4463,210,21.295,95.814,66.63,66.957,10.314,1.11,-0.46
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4464,214,20.047,87.461,56.554,57.147,11.267,0.423,-0.2
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4526,149,1.604,78.339,31.461,29.771,15.601,-0.026,0.496
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4492,181,3.017,82.601,42.046,41.86,13.983,-0.237,0.181
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4496,175,2.314,78.33,36.926,36.392,13.859,-0.062,0.411
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4494,178,4.161,83.468,37.365,36.103,15.35,0.028,0.387
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4490,183,15.662,83.7,49.224,49.37,12.956,-0.298,0.025
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",684,12.714,0.0,float64,4696,4498,179,13.156,83.356,43.482,42.838,12.984,-0.076,0.383
